[["LUFT","BLÅS","AIRBlow","AIR","Steady air blows, like from a compressed can of air.","tryckluft, tryckavlastning, släpp ut, puffa, spruta, fladdra, fladdra, rensa"],
["MAGI","NATURELEMENT","MAGElem","MAG","Magic centered around elements, fire, water, ice. Think the movie Frozen type stuff.","eld, vatten, jord, elektricitet, luft, vind"],
["MAGI","ONDSKA","MAGEvil","MAG","Evil magic, ominous, dark magic. Voldemort type stuff.","mörkt, djävul, besvärjelse, nekromantik, voodoo, svart magi, förbjudet"],
["MAGI","DIVERSE","MAGMisc","MAG","Magic sounds not fitting another category in this list.","diverse"],
["MAGI","POFF","MAGPoof","MAG","Shorter magic phrases, often for transforming, short 'turn you into a rabbit' type stuff.","chuff, foomp, blast"],
["MAGI","SKIMMER","MAGShim","MAG","Glassy or chime-like shimmers, waves of particle type magic.","glittra, gnistra, klockan, klockspel, glittra, glittra, glittra, glitter, scintillation, glöd, glimmer, skimmer, skimmern"],
["MAGI","TROLLFORMEL","MAGSpel","MAG","Something complex for a spell being cast. Think Maleficent swirling green magic or weird vocal-ish spells.","häxa, trollkarl, trollkarl, kasta, besvärjelse, trollformel, trolldom, trolldom, förtrollning, åkallan, förhäxning, exorcism, förbannelse, trance"],
["MEKANIK","KLICK","MECHClik","MECH","Short clicks, could be from button presses, things like that. Some confusion and overlap with MECHANICAL-SWITCH.","klick, clack, snap, toggle, knapp"],
["MEKANIK","KUGGHJUL","MECHGear","MECH","A toothed cog, turning or grinding gears, complex gear mechanisms. Small clock gears would go in CLOCKS-MECHANICS.","kugghjul, kugghjul, kugghjul, kugghjul, kugghjul, kugghjul, svänghjul, växelhjul, kugghjul, kugghjul, kugghjul, kugghjul"],
["MEKANIK","HYDRAULIK & PNEUMATIK","MECHHydr","MECH","Various hydraulic or pneumatic sounds, like on a self-closing door. Isolated hydraulics and pneumatics. See also DOORS-HYDRAULIC & PNEUMATIC for a complete door.","hydraulisk, pneumatisk, trycksatt, ventil"],
["MEKANIK","REGEL","MECHLtch","MECH","Latch, as in a briefcase latch, or a luggage latch.","spärr, beslag, lås, lås, spänne, hasp, bult"],
["MEKANIK","SPAK","MECHLvr","MECH","A sliding or switching lever. Train track lever, lever to turn on an electric chair. Old Frankenstein machine levers, breaker levers.","spak, omkopplare, klunk, klunk"],
["MEKANIK","LÅS","MECHLock","MECH","A padlock, bicycle lock, or a locking mechanism. Door locks to go into DOORS-HARDWARE.","hänglås, lås"],
["MEKANIK","DIVERSE","MECHMisc","MECH","Mechanical sounds not fitting another category in this list.","diverse"],
["MEKANIK","DRAG & RULLA","MECHPuly","MECH","An isolated recording of a pulley, or system of pulleys.","gnissel, pip, rullning"],
["MEKANIK","SPÄRR","MECHRtch","MECH","That sound a ratchet makes.","spärr, knäpp, klick, vind, vev, vinsch, vinsch"],
["MEKANIK","RELÄ","MECHRelay","MECH","Old train station counting board flipping. A old communications relay board.","flipp, växel, klack"],
["MEKANIK","VALS","MECHRolr","MECH","Like a rolling conveyor belt, or something on a roller.","rulle, rem, kardanaxel"],
["MEKANIK","BRYTARE","MECHSwtch","MECH","Basic and heavy switches, light switches, power switches. Some overlap or confusion with MECHANICAL-CLICK.","omkoppling, klick, klack, växel, knapp"],
["METALL","BRYTARE","METLBrk","METL","Metal breaking, snaps, cracks, rips, shatters.","bryta, knäcka, slita, slita sönder, krossa, knäcka."],
["METALL","KRASH & BITAR","METLCrsh","METL","Metal crashing and debris. Complex metal crashes, group metal crashes, metal debris falls.","krasch, fall, spillror"],
["METALL","FRIKTION","METLFric","METL","Metal friction, stress, so scrapes, creaks, squeaks, squeals, screeches. Metal sounds caused by friction.","Stress, skrapning, knäppning, gnissel, gnissel, skrik."],
["METALL","HANTERING","METLHndl","METL","Metal handling, handling metal objects. Some overlap with METAL-MOVEMENT possible.","hantera, ta tag i, ställa in, plocka upp, ställa ner, kasta, fånga"],
["METALL","SMÄLL","METLImpt","METL","Metal single item impacts, so anvil hits, dropping something that doesn't break. Clangs, clunks, bangs.","träff, fall, slag, kollision, krasch, klunk, klang"],
["METALL","DIVERSE","METLMisc","METL","Metal sounds not fitting another category in this list.","diverse"],
["METALL","RÖRELSE","METLMvmt","METL","Metal movement, so drag, roll, rattle, shake. Single or metal items moving. Or movement on a metal surface. See also METAL-HANDLE.","dra, rulla, skramla, skaka"],
["METALL","TONAL","METLTonl","METL","Metal tonal, resonating, ringing, wronks and warps. Bending sheet metal, a singing bowl ringing, metal shinging.","buga, ringa, wronk, shing, varpa, böja sig, böjas, resonera."],
["MOTORER","ANTIK","MOTRAntq","MOTR","Old motors, usually combustion, so old oil pump engines, old compressors. An antique gas pump for example.","fotogenmotor, paraffinmotor"],
["MOTORER","FÖRBRÄNNING","MOTRComb","MOTR","Non-vehicle combustion engines. Combustion motors, generators. Isolated engine recordings.","dieselmotor, gasmotor, förbränningsmotor, tvåtaktsmotor"],
["MOTORER","EL","MOTRElec","MOTR","Non-vehicle electric motors. Any motor that runs on electricity. An isolated electric motor. See also TOOLS-POWER.","tandborste, elektrisk rakkniv, elektrisk motor, avfallskvarn, tandläkarborrmaskin"],
["MOTORER","DIVERSE","MOTRMisc","MOTR","Motor sounds not fitting another category in this list.","diverse"],
["MOTORER","SERVO","MOTRSrvo","MOTR","Specifically servo motors, from robot, to radio controlled servos. Clean isolated servos.","robot, rc-bil, kamerafokus, bilantenn, skrivare"],
["MOTORER","TURBIN","MOTRTurb","MOTR","Turbines, water or air. That classic 'whine' power up and down are usually turbines. A jet engine is a turbine.","Väderkvarn, flygplan, flygplan, generator"],
["RÖRELSE","AKTIVITET","MOVEActv","MOVE","Crowds moving but also performing activities, cleaning, moving boxes. Clean recordings with no vocals. See MOVEMENT-HUMAN for Single activity.","aktivitet, flyttning, städning, shopping, uppackning"],
["RÖRELSE","DJUR","MOVEAnml","MOVE","Group animal movement, individual feet go to FOOTSTEPS-ANIMAL or FOOTSTEPS-HORSE. But think herds of grazing animals, stampedes.","stampede, flock, anstormning, trampning, skrammel"],
["RÖRELSE","VARELSE","MOVECrea","MOVE","Slithering Dragons, Gooey Zombie Movement.","krypa, krypa, glida, slingra sig, slingra sig."],
["RÖRELSE","FOLKSAMLING","MOVECrwd","MOVE","Groups of people milling or walking. Usually mostly just recordings of group footsteps in real locations. No vocals. Compare to MOVEMENT-ACTIVITY.","gå, springa, marschera, gå, gå, gå, gå, sitta, stå, ligga, glida, hoppa, hoppa över."],
["RÖRELSE","MÄNNISKA","MOVEHmn","MOVE","Movement of single human, aside from footsteps, standing, sitting, shuffe. Some overlap or confusion with FOOTSTEP-HUMAN or MOVEMENT-ACTIVITY.","gå, springa, marschera, mala, blanda, skuffla, sitta, stå, ligga, glida, hoppa, hoppa, hoppa."],
["RÖRELSE","INSEKT","MOVEInsc","MOVE","Group insects, footsteps, movement, swarms, spiders, locusts. Swarms of flying insects here too, bees, flies. Overlap with ANIMALS-INSECT or AMBIENCE-INSECT.","svärm, kupa, bikupa, slingra, maskar"],
["RÖRELSE","DIVERSE","MOVEMisc","MOVE","Movement sounds not fitting another category in this list.","diverse"],
["RÖRELSE","NÄRVARO","MOVEPres","MOVE","Very light movement, people in church adjusting, people on church pews. Again, recordings without vocals. Compare to MOVEMENT-ACTIVITY and MOVEMENT-CROWD.","justera, blanda, röra sig, skramla, lätt rörelse, flytta sig"],
["MUSIKALISK","KLOCKOR","MUSCBell","MUSC","Specifically musical bells, tuned bells, think Tubular bells or hand bells. See also the BELL category for non-musical uses. BELL-GONG is older and this is a better fit.","Rörklockor, carillon, gamelan, klangskål, handklocka, kohällan, gong, gamelan, agung, skålgong, tam-tam."],
["MUSIKALISK","BLECKBLÅS","MUSCBrass","MUSC","Brass musical instruments, trumpets, tuba, french horn.","tuba, valthorn, trombon, trumpet, mellofon, euphorium, sousafon, flöjelhorn, horn, saxhorn, kornett"],
["MUSIKALISK","KLOCKOR","MUSCChim","MUSC","Wind chimes, bell trees, Tinkerbell type magic chimes.","vindklocka, klockspel, klockspel, tinkle, twinkle, shimmer"],
["MUSIKALISK","KÖR","MUSCChor","MUSC","Choir pieces, choral, not for 'designed type vocally stuff'.","kör, kör, gospel, kyrka"],
["MUSIKALISK","EXPERIMENTELL","MUSCExpr","MUSC","Strange or wierdly modified instruments, exotic instruments, prepared instruments like a prepared piano.","Theremin, glasarmoniak, pyrofon, stylofon, kristallbaschet, elektrifierad kaktus, aeolianisk vindharpa."],
["MUSIKALISK","INSTRUMENT","MUSCInst","MUSC","Various instruments that don't have a home in the other MUSICAL categories.","instrument"],
["MUSIKALISK","TANGENTINSTRUMENT","MUSCKeyd","MUSC","Keyed Instruments, such as pianos and harpsichord. For synthesizer though see MUSICAL-SYNTHESIZED.","piano, orgel, harpsicord, dragspel, melodica, celesta, spinet, clavinet, clavichord, harmonium, dulcitone"],
["MUSIKALISK","LOOP","MUSCLoop","MUSC","For looping musical phrases, sampled loops.","musikslingor, sampelslingor, trumslingor"],
["MUSIKALISK","DIVERSE","MUSCMisc","MUSC","Music sounds not fitting another category in this list. Hopefully rarely needed.","diverse, munspel, munspel, kazoo"],
["MUSIKALISK","SLAGVERK","MUSCPerc","MUSC","Drums and percussion, including deep timpani or big war drums. Mainly meant for true membrane instruments, also see MUSICAL-TUNED PERCUSSION","timpani, trumma, bastrumma, toms, krigstrummor, taiko, kickdrum, lårtrumma"],
["MUSIKALISK","IDIOFONER","MUSCTnprc","MUSC","Tuned percussion mostly played with mallets, Xylophones, Vibraphones, etc.","glockenspel, xylofon, vibrafon, metallofon, klocklyra, ståltrum, marimba"],
["MUSIKALISK","UTFÖRANDE","MUSCPrfm","MUSC","A musical performance, or warm-up, a live musical act, a street musican, high school band. If a mixed ambience, look to AMBIENCE categories, like PUBLIC PLACE.","band, gatumusikant, livekonsert, show, nattklubb, "],
["MUSIKALISK","KNÄPPINSTRUMENT","MUSCPluck","MUSC","Guitars, Banjos, Harps, instruments that are mainly plucked when played. See also MUSICAL-STRINGED.","gitarr, banjo, ukelele, harpa, akustisk gitarr, basgitarr, mandolin, balalaika, sitar, pipa, tummepiano, käppharpa, cittra, balalaika, autoharpa, kora, luta, lyra, oud, tambura, karimba"],
["MUSIKALISK","SAMPLING","MUSCSmpl","MUSC","Musical samples. Single triggered samples, not loops, which has its own subcategory here.","Samplar, råa samplingar, enstaka samplingar"],
["MUSIKALISK","SKAKAD","MUSCShake","MUSC","Shaken musical instruments, rattles, tamourines.","maracas, tamburin, skrammel, regnpinne, shekere, äggskakare, chajchas, apstång, katsa, sistrum, shaker, cabasa."],
["MUSIKALISK","SÅNG & FRASER","MUSCSong","MUSC","Complete musical pieces, songs as ringtones, car music bys. See also MUSICAL-PERFORMANCE which is a better fit for 'live performances'.","musik, spelpiano, ringsignal, musikalisk bil, fras"],
["MUSIKALISK","ACCENT","MUSCStngr","MUSC","A short musical phrase or accent, like a horror 'string' sting. A big pitching cello note. But musical in nature.","musiksting, nyhetssting, titel"],
["MUSIKALISK","STRÅK","MUSCStr","MUSC","Bowed string instruments like violin, cello, viola. Harp probably now goes to MUSICAL-PLUCKED.","violin, cello, viola, violoncello, bas, kontrabas"],
["MUSIKALISK","SYNTETISERAD","MUSCSynth","MUSC","Synth samples, musical synth performances. Some overlap with MUSICAL-SAMPLE, but this meant for more than simple triggered samples.","synth, moog, casio, roland, arp, synthesizer, oberheim, minimoog, yamaha, korg"],
["MUSIKALISK","LEKSAK","MUSCToy","MUSC","Toys that play musical phrases, also music boxes would go here.","speldosa, jack i lådan"],
["MUSIKALISK","TRÄBLÅS","MUSCWind","MUSC","Woodwind instruments like flute, oboe, bassoon, clarinet.","Flöjt, piccolo, oboe, fagott, blockflöjt, klarinett, saxofon, basklarinett, ney, bansuri, kaval, panflöjt, xiao, fife, "],
["NATURKATASTROF","LAVIN","NATDAval","NATD","Composite big movements of sliding, falling earth, landslides, mudslides. This category often for big hollywood versions of these types of sound.","jordskred, jordskred, slamskred"],
["NATURKATASTROF","JORDBÄVNING","NATDQuak","NATD","Composite and complex earthquake rumbles and rattles. This category often for big hollywood versions of these types of sound.","jordbävning, mullrande, skrammel, spricka, lfe"],
["NATURKATASTROF","DIVERSE","NATDMisc","NATD","Natural Disaster sounds not fitting another category in this list.","diverse"],
["NATURKATASTROF","TORNADO","NATDTorn","NATD","Composite tornado sounds, layered and created massive tornadoes. This category often for big hollywood versions of these types of sound.","tornado, virvel, vattenspridare"],
["NATURKATASTROF","TSUNAMI","NATDTsun","NATD","Composite tidal wave or tsunami scenes, layered and created. This category often for big hollywood versions of these types of sound.","Tidvattenvåg, tsunami"],
["NATURKATASTROF","TYFON","NATDThyp","NATD","Composite typhoons, cyclones or hurricanes. Massive swirling storms. This category often for big hollywood versions of these types of sound.","tyfon, orkan, cyklon, tropisk storm"],
["NATURKATASTROF","VULKAN","NATDVolc","NATD","Composite big volcano eruptions. Lava, lava bombs, eruptions. This category often for big hollywood versions of these types of sound. See also GEOTHERMAL-LAVA.","utbrott, lava, lavabomber, utbrott, pyroklaster"],
["SAKER","VÄSKA","OBJBag","OBJ","Bags and purses, shopping bags, lunch bags. Really any bag, except Luggage which would go to OBJECTS-LUGGAGE.","Duffle, ryggsäck, ryggsäck, väska, handväska, axelväska, kameraväska."],
["SAKER","BOK","OBJBook","OBJ","Books, magazines, sounds relating to these. Handling particularly. Some overlap or confusion with PAPER-HANDLE.","bok, omslag, tidskrift, katalog, lärobok, ordbok, tome, volym, bibel, publikation."],
["SAKER","MYNT","OBJCoin","OBJ","Coins land, toss, drop, handle. Coins being counted, sorted. A bag of coins.","kasta, flip, ping, dumpa, snurra, spargris, klirra, mynt, lös växel, växel, silverdollar, penny, nickel, dime, quarter"],
["SAKER","BEHÅLLARE","OBJCont","OBJ","Boxes, tupperware, jewelry boxes, things that hold things, lids, handling, opens and closes.","Låda, kartonglåda, behållare, förpackning, smyckeskrin, plastbehållare, lock, tupperware, kapsel, brödlåda, burk, verktygslåda, pillerlåda."],
["SAKER","MODE","OBJFash","OBJ","Shoes, belts, clothes, actions involding fashion objects. Makeup, lipstick, etc. Some overlap possible with CLOTH categories. See also OBJECTS-JEWELRY. And OBJECTS-BAG.","skor, stövlar, mascara, läppstift, smink, bälte, skärp, halsduk, högklackat, eyeliner, solglasögon, glasögon, plånbok, hatt, handskar, klockor, sjal, strumpor, bandana, pannband, slipsar, muffar, hängslen, morgonrock, näsduk."],
["SAKER","MÖBEL","OBJFurn","OBJ","Chairs movement, couch movement, things like that. Wood chair creaks could go in WOOD-FRICTION.","Chesterfield, soffa, gungstol, bord, stol, älskogssäte, pall, skåp, bokhylla, säng, soffa, kista."],
["SAKER","TRÄDGÅRD","OBJGrdn","OBJ","Flower pots, bird feeders, things that you might find and use in a garden. See also TOOLS-GARDEN and MACHINES-GARDEN.","Blomkruka, trädgårdsskulptur, slang, kran, vattenkanna, fågelmatare, komposter."],
["SAKER","GYM","OBJGym","OBJ","Objects found in a fitness center or school gym, maybe a yoga mat, dumbells. See also MACHINES-GYM.","Vikt, hantel, skivstång, matta, viktbänk, hopprep, träningsboll, yogamatta, viktbänk, motståndsband, kettlebell, träningsboll, fitnessboll, träningsboll."],
["SAKER","HUSHÅLLSAPPARAT","OBJHsehld","OBJ","Cleaning products, hangers, towel racks, things around the house that don't fit somewhere else.","hushåll, hem, hus"],
["SAKER","SMYCKE","OBJJewl","OBJ","Bracelets, necklaces, rings.","armband, halsband, krona, örhänge, ring, nosring, hänge, slipsnål, manschettknappar"],
["SAKER","NYCKEL","OBJKey","OBJ","Keys jingling, keys movement in lock.","nyckelring, nyckelring, nyckelknippa, nyckelband"],
["SAKER","BAGGAGE","OBJLug","OBJ","Suitcases, luggage related sounds, handling, opening, packing.","resväska, bagage, väska, duffelbag, duffel"],
["SAKER","SJUKVÅRD","OBJMed","OBJ","Common objects in hospital or medical office.","Manuell blodtrycksmätare, stetoskop, gummihandskar, klämma, spruta, pincett"],
["SAKER","DIVERSE","OBJMisc","OBJ","Object sounds not fitting another category in this list.","Diverse"],
["SAKER","KONTOR","OBJOffc","OBJ","Things found in an office, staplers, paper cutter etc. Not machines like a printer which would go in MACHINES-OFFICE.","häftapparat, pappersklippare, hålslagare, sax, papperskorg, pappersviktare, mapp, pärm, rapport"],
["SAKER","FÖRPACKNING","OBJPack","OBJ","Items commonly used in packaging or packing, so bubblewrap, styrofoam, labels, food packaging.","kartong, styrofoam, packpåsar, etiketter, förpackningspapper, bubbelplast"],
["SAKER","TEJP","OBJTape","OBJ","Tape and other tacky sticky type sounds as well. Velco probably better into CLOTH-RIP as that matches the 'sound' better.","tejp, kardborreband, flugpapper, lim, packtejp, maskeringstejp, tejp, gaffatejp, scotch, dubbelhäftande tejp."],
["SAKER","PARAPLY","OBJUmbr","OBJ","Umbrella opens and closes. Not for rain on umbrella, which would go in RAIN-CLOTH.","Skaka, prassla, knäppa, knäppa, dunka."],
["SAKER","VAGN","OBJWhled","OBJ","Non-motorized wheeled carts and dollies. Shopping cart, food cart, baggage cart, baby stroller, dolly, wheelchairs.","Barnvagn, barnvagn, rullstol, rullator, docka, vagn, vagn, vagga, bår."],
["SAKER","PENNA","OBJWrite","OBJ","Any writing object or performance of writing on any surface. Pens, pencils, crayons, markers.","penna, blyertspenna, tusch, krita, krita, raderblock, sharpie, signatur"],
["SAKER","DRAGKEDJA","OBJZipr","OBJ","Pant zippers, bag zippers, luggage zippers.","dragkedja, byxor, jacka, tält, väska"],
["PAPPER","FLADDRA","PAPRFltr","PAPR","Paper and Cardboard. Tossing a group of pages or a book in the air, money flutters as it falls to the ground. Confetti.","fladdrar, fladdrar, faller, konfetti, kartong, papper"],
["PAPPER","FRIKTION","PAPRFric","PAPR","Paper and Cardboard. Sliding paper or scraping paper.","glidning, skrapning, kartong, papper"],
["PAPPER","HANTERA","PAPRHndl","PAPR","Paper and Cardboard. Page turns, magazine handling. Books dropping. Handling paper money. Some overlap or confusion with OBJECTS-BOOK.","vända, bläddra, bläddra, bläddra, bläddra, bläddra, kartong, papper"],
["PAPPER","SMÄLL","PAPRImpt","PAPR","Paper and Cardboard. Heavy paper hits, a rolled up newspaper thwack, a magazine hitting something.","papper slå, smacka, slå, tidning, tidskrift, kartong, papper"],
["PAPPER","DIVERSE","PAPRMisc","PAPR","Paper and Cardboard. Paper sounds not fitting another category in this list.","Diverse"],
["PAPPER","RIVA","PAPRRip","PAPR","Paper and Cardboard. Ripping paper, paper tears.","riva, slita, strimla, kartong, papper"],
["PAPPER","TONAL","PAPRTonl","PAPR","Paper and Cardboard. Not very common, but tonal paper sounds.","tonal, sjungande, ringande, papper, kartong"],
["PLAST","BRYTA","PLASBrk","PLAS","Plastic breaking, crunches, rips, shatters.","bryta, knäcka, slita, slita sönder, krossa, krossa"],
["PLAST","KRASCH & BITAR","PLASCrsh","PLAS","Plastic crashing, groups items falling, group destruction, plastic debris.","faller, kraschar, skräp"],
["PLAST","FRIKTION","PLASFric","PLAS","Plastic friction, such as scrapes, creaks, squeaks, screeching.","stress, skrapning, knarr, gnissel, gnissel, skrik"],
["PLAST","HANTERING","PLASHndl","PLAS","Plastic handling, handling a toy or remote control. Some overlap with PLASTIC-MOVEMENT possible.","hantera, ta tag i, sätta, plocka upp, sätta ner, kasta, fånga"],
["PLAST","SMÄLL","PLASImpt","PLAS","Plastic item impact. Hit, drop, big plastic impacts where item does not break. Dropping a plastic object.","träffa, släppa, slå, slå till"],
["PLAST","DIVERSE","PLASMisc","PLAS","Plastic sounds not fitting another category in this list.","diverse"],
["PLAST","RÖRELSE","PLASMvmt","PLAS","Plastic movement, dragging plastic or drag on plastic, rattles, shakes. See also PLASTIC-HANDLE.","dra, rulla, skramla, skaka"],
["PLAST","TONAL","PLASTonl","PLAS","Plastic tonal sounds, with a musical quality. Probably pretty rare.","tonal, sjungande, ringande"],
["REGN","TYG","RAINClth","RAIN","Rain on cloth, like a person's clothes, or more likely a patio umbrella, awning.","regn, tyg, jacka, paraply, bomull"],
["REGN","BETONG","RAINConc","RAIN","Rain on asphalt or concrete or patio tile. Rain on a hard slappy solid surface.","regn, cement, asfalt, asfalt"],
["REGN","ALLMÄNT","RAIN","RAIN","General downpour, rain on mixed materials.","regn, regnstorm, skyfall"],
["REGN","GLAS","RAINGlas","RAIN","Rain on a glass roof like a sunroof, or rain blown against a window as well.","regn, glas, takfönster, fönster, soltak, växthus"],
["REGN","INTERIÖR","RAINInt","RAIN","Interior recordings of Rain, from inside house or barn, or vehicle.","regn, regnstorm, inomhusregn, vindskärmregn, regn på tak"],
["REGN","METALL","RAINMetl","RAIN","Rain on a metal surface, so exterior rain on a car, or metal sheet, metal roof.","regn, metall, bil, burk, plåt, tak"],
["REGN","PLAST","RAINPlas","RAIN","Rain on plastic or vinyl surfaces, like a grill cover, or a plastic shed.","regn, plast, vinyl, plexiglas"],
["REGN","VÄXTLIGHET","RAINVege","RAIN","Rain on plants, leaves and grass. Jungle or tropical rain on plant leaves.","Regn på en metallyta, alltså regn på en bil, eller plåt etc."],
["REGN","VATTEN","RAINWatr","RAIN","Rain on water, puddles, lakes, ponds.","regn, pöl, sjö, damm"],
["REGN","TRÄBLÅS","RAINWood","RAIN","Rain on wood surfaces, so a deck for example.","regn, trä, däck, tak, skjul, golv"],
["ROBOTAR","DIVERSE","ROBTMisc","ROBT","Robot sounds not fitting another category in this list.","automat, droid, bot"],
["ROBOTAR","RÖRELSE","ROBTMvmt","ROBT","Complex robot movement, servos, possible robot hovering and flying. See also MOTORS-SERVO.","servo, solenoid, mekanism, pneumatisk, hydraulisk, droid, bot"],
["ROBOTAR","RÖST","ROBTVox","ROBT","Droid and robot vocals, R2D2 would go here. Any manner of vocalizing robot. More expressive than a beep/UI.","droid, pip, pip, visselpip, bot"],
["STEN & BERG","BRYTA","ROCKBrk","ROCK","Rock cracks, breaks, rips or shatters. More isolated and singular cracks and breaks.","Bryter, spricker, sliter, krossar, krossar, krossar"],
["STEN & BERG","KRASCH & BITAR","ROCKCrsh","ROCK","Rock crashes and debris, so a huge rock crash, collapse. Or isolated debris. See also NATURAL DISASTER-AVALANCHE.","Fall, skräp"],
["STEN & BERG","FRIKTION","ROCKFric","ROCK","Rock creaks, scrapes... the stress of rock about to break.","Stress, skrapor, kryp, gnissel, gnissel, skrik"],
["STEN & BERG","HANTERING","ROCKHndl","ROCK","Rock handing, picking up or digging through rocks, bricks. Some overlap with ROCKS-MOVEMENT possible.","hantera, gripa, sätta, plocka upp, sätta ner, kasta, fånga"],
["STEN & BERG","SMÄLL","ROCKImpt","ROCK","Rock falling, dropping without breaking, or something hit with a rock, a big rock impact.","Slå, falla, slå, krascha, smälla, smälla, smälla, smälla, smälla, hugga."],
["STEN & BERG","DIVERSE","ROCKMisc","ROCK","Rock sounds not fitting another category in this list.","Diverse"],
["STEN & BERG","RÖRELSE","ROCKMvmt","ROCK","Rock dragging, or dragging across a rock surface, rocks shaking or rattling. See also ROCKS-HANDLE.","Dra, rulla, skramla, skaka"],
["STEN & BERG","TONAL","ROCKTonl","ROCK","Tonal rocks, probably pretty rare. Singing rocks.","Böjd, Ring, Wronk, Shing, Warp"],
["REP","KNARR","ROPECreak","ROPE","Rope stretches and creaks, people hanging from nooses.. Ship rope creaks. Tension of rope stretches.","sträcka, spänna, dra"],
["REP","HANTERING","ROPEHndl","ROPE","Rope handling, tying knots, rigging up a ship sail. Possible overlap with ROPE-MOVEMENT.","hantera, ta tag i, ställa in, plocka upp, ställa ner, kasta, fånga"],
["REP","SMÄLL","ROPEImpt","ROPE","Rope impacts, tossing ropes to ground, ropes banging violently in the wind. Possible overlap with ROPE-MOVEMENT.","träffa, släppa, slå till, slå till, slå till, slå till"],
["REP","DIVERSE","ROPEMisc","ROPE","Rope sounds not fitting another category in this list.","diverse"],
["REP","RÖRELSE","ROPEMvmt","ROPE","Ropes zuzzing, moving across objects, zipline. See also ROPE-HANDLE.","zuzz, zipline, zip, zip, knut, slips"],
["GUMMI","KRASCH & BITAR","RUBRCrsh","RUBR","Rubber items crashing, or rubber debris landing.","skräp, spridning, plop"],
["GUMMI","FRIKTION","RUBRFric","RUBR","Rubber squeaks, balloon squeaks, a rubber shoe squeak.","gnissel, knäppning, släp, gnidning, skrapning, stön."],
["GUMMI","HANTERING","RUBRHndl","RUBR","Rubber handling, rubber objects being manipulated or handled. Some overlap with RUBBER-MOVEMENT","hantera, ta tag i, sätta, plocka upp, sätta ner, kasta, fånga"],
["GUMMI","SMÄLL","RUBRImpt","RUBR","Rubber impacts, drops, bounces. Hitting a balloon or rubber ball.","smäll, slag, träff, studsa, falla."],
["GUMMI","DIVERSE","RUBRMisc","RUBR","Rubber sounds not fitting another category in this list.","diverse"],
["GUMMI","RÖRELSE","RUBRMvmt","RUBR","Rubber movement, dragging rubber or drag on rubber. Rubber flapping. See also RUBBER-HANDLE.","Rörelse, dra, flaxa, floppa, floppa."],
["GUMMI","TONAL","RUBRTonl","RUBR","Rubber movement with a tonal quality, a musical quality.","tonal, gummi, sång"],
["SCI-FI","LARM","SCIAlrm","SCI","Overly futuristic alarms, the kind you're hear on a spaceship","sci-fi larm, varning, varning"],
["SCI-FI","DATOR","SCICmpt","SCI","Use Sci-Fi for overtly 'science fiction' type computer sounds, a very futuristic computer. Some overlap with USER INTERFACE.","dator, konsol, gränssnitt, holoskärm"],
["SCI-FI","DÖRR","SCIDoor","SCI","That Star-Trek type door. Spaceship doors.","sci-fi-dörr, luftsluss"],
["SCI-FI","ENERGI","SCIEnrg","SCI","Energy particles, vortexes, transporters, holograms, force fields.","Partikel, virvel, transportör, hologram, kraftfält."],
["SCI-FI","SMÄLL","SCIImpt","SCI","A bolt of SciFi energy, a hi-tech energy impact, more futuristic than just an explosion. Overlap with DESIGNED-IMPACT.","Energislag, energivåg, kraftfält"],
["SCI-FI","MASKIN","SCIMach","SCI","Future technology machines, transporters, food replicators.","teleporter, matreplikatorer, holodäck"],
["SCI-FI","MEKANISM","SCIMech","SCI","An overly sci-fi sounding gizmo or mechanism. Little unfolding robot or something like that. Similar to MACHINE-MECHANISM but more SciFi.","tricorder, scifi-apparat, pryl"],
["SCI-FI","DIVERSE","SCIMisc","SCI","SCI-FI sounds not fitting another category in this list.","diverse"],
["SCI-FI","RETRO","SCIRetro","SCI","Cheesy sci-fi sounds, like from The Jetsons, The Day the Earth Stood Still. Old TV or film sci-fi sounds.","gammal sci-fi"],
["SCI-FI","RYMDSKEPP","SCIShip","SCI","Spaceships here, your best Enterprise and Tie Fighter rip-offs! See also SCIFI-VEHICLE for non-spaceships.","rymdskepp, ufo, moderskepp, slagskepp, stjärnskepp"],
["SCI-FI","FORDON","SCIVeh","SCI","Various sci-fi vehicles, like a moon rover, landspeeder, speeder bike, hoverboard, podracer. See also SCIFI-SPACESHIP.","månrover, landspeeder, speederbike, hoverboard, podracer"],
["SCI-FI","VAPEN","SCIWeap","SCI","Lightsabers, exotic sci-fi weapons. Not a 'blaster' which would go in LASERS-GUN.","Ljusstavar, exotiska vapen"],
["SNÖ","KRASCH & RAS","SNOWCrsh","SNOW","Snow big crashes, a big fall of snow, a roof full of snow collapsing. See also NATURAL DISASTER-AVALANCE for the extreme version of this.","snöboll, snökrasch"],
["SNÖ","FRIKTION","SNOWFric","SNOW","Snow scrapes, squeaks. Sliing on snow, sledding.","stress, skrapning, knarr, gnissel, gnissel, skrik"],
["SNÖ","HANTERING","SNOWHndl","SNOW","Snow being handled, a snowball being formed, etc. Digging out of show with your hands. Some overlap with SNOW-MOVEMENT.","hantera, ta tag i, sätta, plocka upp, sätta ner, kasta, fånga"],
["SNÖ","SMÄLL","SNOWImpt","SNOW","A big impact of snow, like a roof full of snow falling. Or smaller like a snowball. Jumping into a pile of snow.","snöboll, snödrift, snö, snö, snö, snö, snö, snö, snö, snö, snö"],
