[["LUFT","BLÆSE","AIRBlow","AIR","Steady air blows, like from a compressed can of air.","trykluft, trykaflastning, frigivelse, puff, sputter, flutter, flutter, rensning"],
["MASKINER","MEDICINSK","MACHMed","MACH","Machines typically found in a hospital, medical lab or Doctor's office.","røntgenapparater, mri, cat scan, pet scan, blodtryksmaskine, laboratorieprøvemaskine, centrifuge, ventilator, defibrillator"],
["MASKINER","DIVERSE","MACHMisc","MACH","Machine sounds not fitting another category in this list. See also MOTOR category.","diverse"],
["MASKINER","KONTOR","MACHOffc","MACH","Machines typically found in an office, such as printers and copy machines.","faxmaskine, fax, telefax, kopimaskine, printer, makulator, xerox, fotokopieringsmaskine, stempelfotograf, laserprinter, blækstråler, papirmakulator, plotter"],
["MASKINER","PUMPE","MACHPump","MACH","Air or water pumps, fish tank aquarium pumps, sump pumps. Air compressors would fall into this category.","vandpumpe, sumppumpe, kompressor, luftkompressor"],
["MAGI","ENGLEBLID","MAGAngl","MAG","Angelic, Holy, Benevolent magic. The opposite of evil. Think choral tones and healing magic.","hellig, himmelsk, æterisk, guddommelig, åndelig, saliggørende, retfærdig, hellig"],
["MAGI","ELEMENT","MAGElem","MAG","Magic centered around elements, fire, water, ice. Think the movie Frozen type stuff.","ild, vand, jord, elektrisk, luft, vind"],
["MAGI","ONDSKAB","MAGEvil","MAG","Evil magic, ominous, dark magic. Voldemort type stuff.","mørk, djævelen, besværgelse, nekromantisk, voodoo, sort magi, forbudt"],
["MAGI","DIVERSE","MAGMisc","MAG","Magic sounds not fitting another category in this list.","diverse"],
["MAGI","PUF","MAGPoof","MAG","Shorter magic phrases, often for transforming, short 'turn you into a rabbit' type stuff.","chuff, foomp, blast"],
["MAGI","GLIMMER","MAGShim","MAG","Glassy or chime-like shimmers, waves of particle type magic.","funkle, funkle, klokke, klokkespil, klokkespil, glimt, glimmer, glitter, glitren, glimmer, glimmer, glimmer, glimmer"],
["MAGI","TROLDDOM","MAGSpel","MAG","Something complex for a spell being cast. Think Maleficent swirling green magic or weird vocal-ish spells.","heks, troldmand, troldmand, besværgelse, besværgelse, besværgelse, hekse, trolddom, trolddom, fortryllelse, besværgelse, forhekselse, forbandelse, trance"],
["MEKANISK","KLIKKE","MECHClik","MECH","Short clicks, could be from button presses, things like that. Some confusion and overlap with MECHANICAL-SWITCH.","klik, klik, klik, klik, klik, knap, knap"],
["MEKANISK","GEAR","MECHGear","MECH","A toothed cog, turning or grinding gears, complex gear mechanisms. Small clock gears would go in CLOCKS-MECHANICS.","tandhjul, tandhjul, tandhjul, tandhjul, tandhjul, tandhjul, tandhjul, tandhjul, svinghjul"],
["MEKANISK","HYDRAULISK OG PNEUMATISK","MECHHydr","MECH","Various hydraulic or pneumatic sounds, like on a self-closing door. Isolated hydraulics and pneumatics. See also DOORS-HYDRAULIC & PNEUMATIC for a complete door.","hydraulisk, pneumatisk, tryksat, ventil"],
["MEKANISK","SMÆKLÅS","MECHLtch","MECH","Latch, as in a briefcase latch, or a luggage latch.","lås, beslag, lås, lås, lås, lås, haspe, bolt"],
["MEKANISK","LØFTESTANG","MECHLvr","MECH","A sliding or switching lever. Train track lever, lever to turn on an electric chair. Old Frankenstein machine levers, breaker levers.","håndtag, kontakt, klonk, klonk, klonk"],
["MEKANISK","LÅS","MECHLock","MECH","A padlock, bicycle lock, or a locking mechanism. Door locks to go into DOORS-HARDWARE.","hængelås, låsebolt"],
["MEKANISK","DIVERSE","MECHMisc","MECH","Mechanical sounds not fitting another category in this list.","diverse"],
["MEKANISK","TRISSE","MECHPuly","MECH","An isolated recording of a pulley, or system of pulleys.","knirke, kvidre, rulle"],
["MEKANISK","SKRALDENØGLE","MECHRtch","MECH","That sound a ratchet makes.","ratche, klik, klik, klik, klik, vind, krank, spil"],
["MEKANISK","RELÆ","MECHRelay","MECH","Old train station counting board flipping. A old communications relay board.","flip, toggle, clack"],
["MEKANISK","CYLINDER","MECHRolr","MECH","Like a rolling conveyor belt, or something on a roller.","rulle, bælte, kardanaksel"],
["MEKANISK","KONTAKT","MECHSwtch","MECH","Basic and heavy switches, light switches, power switches. Some overlap or confusion with MECHANICAL-CLICK.","kontakt, klik, klik, klik, klik, skifte, knap"],
["METAL","BRÆKKE","METLBrk","METL","Metal breaking, snaps, cracks, rips, shatters.","bryde, knække, rive, knuse, knuse, knuse"],
["METAL","SMADRE/NEDSLAGSRESTER","METLCrsh","METL","Metal crashing and debris. Complex metal crashes, group metal crashes, metal debris falls.","styrt, fald, skrot"],
["METAL","FRIKTION","METLFric","METL","Metal friction, stress, so scrapes, creaks, squeaks, squeals, screeches. Metal sounds caused by friction.","belastning, skrabning, knirken, knirke, knirke, skrækken"],
["METAL","HÅNDTERING","METLHndl","METL","Metal handling, handling metal objects. Some overlap with METAL-MOVEMENT possible.","håndtere, gribe, sætte, samle, samle op, sætte ned, kaste, fange"],
["METAL","ANSLAG","METLImpt","METL","Metal single item impacts, so anvil hits, dropping something that doesn't break. Clangs, clunks, bangs.","ramt, fald, stød, crash, klonk, klonk, klang"],
["METAL","DIVERSE","METLMisc","METL","Metal sounds not fitting another category in this list.","diverse"],
["METAL","BEVÆGELSE","METLMvmt","METL","Metal movement, so drag, roll, rattle, shake. Single or metal items moving. Or movement on a metal surface. See also METAL-HANDLE.","trække, rulle, rasle, ryste, ryste"],
["METAL","TONALE","METLTonl","METL","Metal tonal, resonating, ringing, wronks and warps. Bending sheet metal, a singing bowl ringing, metal shinging.","bue, ring, wronk, shing, skingre, krumme, bøje, bøje, resonere"],
["MOTORER","ANTIK","MOTRAntq","MOTR","Old motors, usually combustion, so old oil pump engines, old compressors. An antique gas pump for example.","petroleumsmotor, paraffinmotor"],
["MOTORER","FORBRÆNDINGSMOTOR","MOTRComb","MOTR","Non-vehicle combustion engines. Combustion motors, generators. Isolated engine recordings.","dieselmotor, gasmotor, forbrændingsmotor, totaktsmotor, totaktsmotor"],
["MOTORER","ELEKTRISK","MOTRElec","MOTR","Non-vehicle electric motors. Any motor that runs on electricity. An isolated electric motor. See also TOOLS-POWER.","tandbørste, elektrisk barbermaskine, elektrisk motor, skraldespand, tandlægeboremaskine"],
["MOTORER","DIVERSE","MOTRMisc","MOTR","Motor sounds not fitting another category in this list.","diverse"],
["MOTORER","SERVO","MOTRSrvo","MOTR","Specifically servo motors, from robot, to radio controlled servos. Clean isolated servos.","robot, rc-bil, kamerafokus, bilantenne, printer"],
["MOTORER","TURBINE","MOTRTurb","MOTR","Turbines, water or air. That classic 'whine' power up and down are usually turbines. A jet engine is a turbine.","vindmølle, flyvemaskine, fly, generator"],
["BEVÆGELSE","AKTIVITET","MOVEActv","MOVE","Crowds moving but also performing activities, cleaning, moving boxes. Clean recordings with no vocals. See MOVEMENT-HUMAN for Single activity.","aktivitet, flytning, rengøring, indkøb, udpakning"],
["BEVÆGELSE","DYR","MOVEAnml","MOVE","Group animal movement, individual feet go to FOOTSTEPS-ANIMAL or FOOTSTEPS-HORSE. But think herds of grazing animals, stampedes.","stampede, flok, angreb, trampe, trampe, kravle"],
["BEVÆGELSE","VÆSEN/SKABNING","MOVECrea","MOVE","Slithering Dragons, Gooey Zombie Movement.","snige sig, kravle, glide, sno sig, vride sig, sno sig"],
["BEVÆGELSE","MENNESKEMÆNGDE","MOVECrwd","MOVE","Groups of people milling or walking. Usually mostly just recordings of group footsteps in real locations. No vocals. Compare to MOVEMENT-ACTIVITY.","gå, løbe, marchere, møller, slænge sig, slænge sig, sidde, stå, ligge, glide, hoppe, springe, springe"],
["BEVÆGELSE","MENNESKE","MOVEHmn","MOVE","Movement of single human, aside from footsteps, standing, sitting, shuffe. Some overlap or confusion with FOOTSTEP-HUMAN or MOVEMENT-ACTIVITY.","gå, løbe, marchere, gå, møller, slænge sig, slænge sig, sidde, stå, ligge, glide, hoppe, springe, springe"],
["BEVÆGELSE","INSEKT","MOVEInsc","MOVE","Group insects, footsteps, movement, swarms, spiders, locusts. Swarms of flying insects here too, bees, flies. Overlap with ANIMALS-INSECT or AMBIENCE-INSECT.","sværm, bistade, bikube, snegle, maddiker, maddiker"],
["BEVÆGELSE","DIVERSE","MOVEMisc","MOVE","Movement sounds not fitting another category in this list.","diverse"],
["BEVÆGELSE","NÆRVÆR","MOVEPres","MOVE","Very light movement, people in church adjusting, people on church pews. Again, recordings without vocals. Compare to MOVEMENT-ACTIVITY and MOVEMENT-CROWD.","justere, skubbe, slænge sig, skubbe, let bevægelse, skifte"],
["MUSIKALSK","KLOKKER","MUSCBell","MUSC","Specifically musical bells, tuned bells, think Tubular bells or hand bells. See also the BELL category for non-musical uses. BELL-GONG is older and this is a better fit.","rørklokker, klokkespil, gamelan, klokkespil, klokkespil, håndklokke, ko klokke, gong, gamelan, agung, skålgong, tamtam, tamtam"],
["MUSIKALSK","BLÆSERE","MUSCBrass","MUSC","Brass musical instruments, trumpets, tuba, french horn.","tuba, fransk horn, trombone, trompet, mellofon, euphorium, sousafon, fløjhorn, hornhorn, hornhorn, saxhorn, cornet"],
["MUSIKALSK","KIME","MUSCChim","MUSC","Wind chimes, bell trees, Tinkerbell type magic chimes.","vindklokkespil, klokketræ, tinkle, twinkle, shimmer"],
["MUSIKALSK","KOR","MUSCChor","MUSC","Choir pieces, choral, not for 'designed type vocally stuff'.","kor, koral, gospel, kirke"],
["MUSIKALSK","EKSPERIMENTERENDE","MUSCExpr","MUSC","Strange or wierdly modified instruments, exotic instruments, prepared instruments like a prepared piano.","theremin, glasarmoniak, pyrofon, stylofon, krystalbasket, elektrificeret kaktus, aeolian vindharpe"],
["MUSIKALSK","INSTRUMENT","MUSCInst","MUSC","Various instruments that don't have a home in the other MUSICAL categories.","instrument"],
["MUSIKALSK","MUSIKLALSK","MUSCKeyd","MUSC","Keyed Instruments, such as pianos and harpsichord. For synthesizer though see MUSICAL-SYNTHESIZED.","klaver, orgel, harpsicord, harmonika, melodica, celesta, spinet, clavinet, clavichord, harmonium, dulcitone"],
["MUSIKALSK","LOOP/SLØJFE","MUSCLoop","MUSC","For looping musical phrases, sampled loops.","musik loops, sample loops, tromme loops"],
["MUSIKALSK","DIVERSE","MUSCMisc","MUSC","Music sounds not fitting another category in this list. Hopefully rarely needed.","diverse, mundharmonika, kazoo"],
["MUSIKALSK","RYTMEINSTRUMENT","MUSCPerc","MUSC","Drums and percussion, including deep timpani or big war drums. Mainly meant for true membrane instruments, also see MUSICAL-TUNED PERCUSSION","pauker, pauke, kettle drum, stortromme, toms, krigstrommer, taiko, tromme, lilletromme, lilletromme"],
["MUSIKALSK","PERKUSSION","MUSCTnprc","MUSC","Tuned percussion mostly played with mallets, Xylophones, Vibraphones, etc.","glockenspiel, xylofon, vibrafon, metallofon, klokkelyre, ståltromme, marimba"],
["MUSIKALSK","YDEEVNE","MUSCPrfm","MUSC","A musical performance, or warm-up, a live musical act, a street musican, high school band. If a mixed ambience, look to AMBIENCE categories, like PUBLIC PLACE.","band, gademusikant, livekoncert, show, natklub, "],
["MUSIKALSK","STRENGE INSTRUMENT","MUSCPluck","MUSC","Guitars, Banjos, Harps, instruments that are mainly plucked when played. See also MUSICAL-STRINGED.","guitar, banjo, ukelele, harpe, akustisk guitar, basguitar, mandolin, balalaika, sitar, pipa, tommelfingerklaver, kæbeharpe, cither, balalaika, autoharpe, kora, lut, lyren, oud, tambura, karimba"],
["MUSIKALSK","SAMPLE","MUSCSmpl","MUSC","Musical samples. Single triggered samples, not loops, which has its own subcategory here.","prøver, råprøver, one-shot"],
["MUSIKALSK","RYTMEINSTRUMENT","MUSCShake","MUSC","Shaken musical instruments, rattles, tamourines.","maracas, tamburin, rangler, regnestok, shekere , æggeblæser, chajchas, abepind, katsa, sistrum, shaker, cabasa"],
["MUSIKALSK","SONG OG UDTRYK","MUSCSong","MUSC","Complete musical pieces, songs as ringtones, car music bys. See also MUSICAL-PERFORMANCE which is a better fit for 'live performances'.","musik, afspillerklaver, ringetone, musikalsk bil af, sætning"],
["MUSIKALSK","STIKKE","MUSCStngr","MUSC","A short musical phrase or accent, like a horror 'string' sting. A big pitching cello note. But musical in nature.","musiksting, nyhedssting, titel"],
["MUSIKALSK","STRENGEINSTRUMENT","MUSCStr","MUSC","Bowed string instruments like violin, cello, viola. Harp probably now goes to MUSICAL-PLUCKED.","violin, cello, bratsch, violoncello, bas, kontrabas"],
["MUSIKALSK","SYNTHESIZED","MUSCSynth","MUSC","Synth samples, musical synth performances. Some overlap with MUSICAL-SAMPLE, but this meant for more than simple triggered samples.","synth, moog, casio, roland, arp, synthesizer, oberheim, minimoog, yamaha, korg"],
["MUSIKALSK","LEGETØJ","MUSCToy","MUSC","Toys that play musical phrases, also music boxes would go here.","spilledåse, jack in the box"],
["MUSIKALSK","TRÆBLÆSER","MUSCWind","MUSC","Woodwind instruments like flute, oboe, bassoon, clarinet.","fløjte, piccolofløjte, obo, fagot, blokfløjte, klarinet, saxofon, basklarinet, ney, bansuri, kaval, panfløjte, xiao, fløjte, "],
["NATURKATASTROFE","LAVINE","NATDAval","NATD","Composite big movements of sliding, falling earth, landslides, mudslides. This category often for big hollywood versions of these types of sound.","jordskred, mudderskred"],
["NATURKATASTROFE","JORDSKÆLV","NATDQuak","NATD","Composite and complex earthquake rumbles and rattles. This category often for big hollywood versions of these types of sound.","jordskælv, rumble, rattle, fissure, lfe"],
["NATURKATASTROFE","DIVERSE","NATDMisc","NATD","Natural Disaster sounds not fitting another category in this list.","diverse"],
["NATURKATASTROFE","TORNADO","NATDTorn","NATD","Composite tornado sounds, layered and created massive tornadoes. This category often for big hollywood versions of these types of sound.","tornado, hvirvelvind, vandstorm"],
["NATURKATASTROFE","TSUNAMI","NATDTsun","NATD","Composite tidal wave or tsunami scenes, layered and created. This category often for big hollywood versions of these types of sound.","tidevandsbølge, tsunami"],
["NATURKATASTROFE","TYFON","NATDThyp","NATD","Composite typhoons, cyclones or hurricanes. Massive swirling storms. This category often for big hollywood versions of these types of sound.","tyfon, orkan, cyklon, tropisk storm"],
["NATURKATASTROFE","VULKANUDBRUD","NATDVolc","NATD","Composite big volcano eruptions. Lava, lava bombs, eruptions. This category often for big hollywood versions of these types of sound. See also GEOTHERMAL-LAVA.","udbrud, lava, lavabomber, udbrud, pyroklast, udbrud"],
["OBJEKTER","TASKE","OBJBag","OBJ","Bags and purses, shopping bags, lunch bags. Really any bag, except Luggage which would go to OBJECTS-LUGGAGE.","duffle, rygsæk, rygsæk, taske, håndtaske, skuldertaske, kamerataske"],
["OBJEKTER","BOG","OBJBook","OBJ","Books, magazines, sounds relating to these. Handling particularly. Some overlap or confusion with PAPER-HANDLE.","bog, omslag, tidsskrift, katalog, lærebog, ordbog, tome, bind, bind, bibel, publikation"],
["OBJEKTER","MØNT","OBJCoin","OBJ","Coins land, toss, drop, handle. Coins being counted, sorted. A bag of coins.","kaste, flip, ping, dumpe, dreje, sparegris, klirre, mønt, småpenge, byttepenge, sølvdollar, penny, nickel, dime, dime, quarter"],
["OBJEKTER","CONTAINER","OBJCont","OBJ","Boxes, tupperware, jewelry boxes, things that hold things, lids, handling, opens and closes.","æske, papkasse, beholder, pakke, juvelæske, plastbeholder, låg, tupperware, kapsel, brødkasse, dåse, værktøjskasse, pilleæske"],
["OBJEKTER","MODE","OBJFash","OBJ","Shoes, belts, clothes, actions involding fashion objects. Makeup, lipstick, etc. Some overlap possible with CLOTH categories. See also OBJECTS-JEWELRY. And OBJECTS-BAG.","sko, støvler, mascara, læbestift, makeup, bælte, skærf, halstørklæde, høje hæle, eyeliner, solbriller, briller, pung, hat, handsker, ure, sjal, sokker, bandana, pandebånd, slips, muffer, seler, hofteholdere, kåbe, lommetørklæde"],
["OBJEKTER","MØBLER","OBJFurn","OBJ","Chairs movement, couch movement, things like that. Wood chair creaks could go in WOOD-FRICTION.","chesterfield, sofa, gyngestol, bord, stol, elskovssæde, skammel, skab, reol, seng, sofa, sofa, kiste"],
["OBJEKTER","HAVE","OBJGrdn","OBJ","Flower pots, bird feeders, things that you might find and use in a garden. See also TOOLS-GARDEN and MACHINES-GARDEN.","urtepotte, haveskulptur, slange, vandhane, vandkande, fuglefoder, kompostering"],
["OBJEKTER","FITNESS","OBJGym","OBJ","Objects found in a fitness center or school gym, maybe a yoga mat, dumbells. See also MACHINES-GYM.","vægt, håndvægt, vægtstang, vægtmåtte, vægtbænk, springreb, træningsbold, yogamåtte, vægtbænk, modstandsbånd, kettlebell, fitnessbold, træningsbold"],
["OBJEKTER","HUSHOLDNING","OBJHsehld","OBJ","Cleaning products, hangers, towel racks, things around the house that don't fit somewhere else.","husholdning, hjem, hus"],
["OBJEKTER","SMYKKER","OBJJewl","OBJ","Bracelets, necklaces, rings.","armbånd, halskæde, krone, øreringe, ring, nosering, vedhæng, slipsenål, manchetknapper"],
["OBJEKTER","NØGLER","OBJKey","OBJ","Keys jingling, keys movement in lock.","nøglering, nøglering, nøglering, lanyard"],
["OBJEKTER","BAGGAGE","OBJLug","OBJ","Suitcases, luggage related sounds, handling, opening, packing.","kuffert, kuffert, bagage, duffelbag, duffel"],
["OBJEKTER","MEDICINSK","OBJMed","OBJ","Common objects in hospital or medical office.","manuel blodtryksmåler, stetoskop, gummihandsker, klemme, sprøjte, forcep"],
["OBJEKTER","DIVERSE","OBJMisc","OBJ","Object sounds not fitting another category in this list.","diverse"],
["OBJEKTER","KONTOR","OBJOffc","OBJ","Things found in an office, staplers, paper cutter etc. Not machines like a printer which would go in MACHINES-OFFICE.","hæftemaskine, papirkniv, hullemaskine, saks, papirbakke, brevpresser, mappe, ringbind, rapport"],
["OBJEKTER","INDPAKNING","OBJPack","OBJ","Items commonly used in packaging or packing, so bubblewrap, styrofoam, labels, food packaging.","karton, styropor, emballagepapir, peanuts, etiketter, pakkepapir, bobleplast"],
["OBJEKTER","TAPE","OBJTape","OBJ","Tape and other tacky sticky type sounds as well. Velco probably better into CLOTH-RIP as that matches the 'sound' better.","tape, velcro, fluepapir, lim, pakketape, afdækningstape, gaffatape, gaffertape, scotchtape, dobbeltklæbende tape"],
["OBJEKTER","PARAPLY","OBJUmbr","OBJ","Umbrella opens and closes. Not for rain on umbrella, which would go in RAIN-CLOTH.","rystes, knitrer, popper, dunker"],
["OBJEKTER","HJUL","OBJWhled","OBJ","Non-motorized wheeled carts and dollies. Shopping cart, food cart, baggage cart, baby stroller, dolly, wheelchairs.","barnevogn, klapvogn, barnevogn, kørestol, dolly, klapvogn, vogn, vogn, båre"],
["OBJEKTER","SKRIVE","OBJWrite","OBJ","Any writing object or performance of writing on any surface. Pens, pencils, crayons, markers.","kuglepen, blyant, tusch, kridt, kridt, kridt, tørre viskelæder, sharpie, signatur"],
["OBJEKTER","LYNLÅS","OBJZipr","OBJ","Pant zippers, bag zippers, luggage zippers.","lynlås, bukser, jakke, telt, taske"],
["PAPIR","FLAGREN","PAPRFltr","PAPR","Paper and Cardboard. Tossing a group of pages or a book in the air, money flutters as it falls to the ground. Confetti.","fløjte, flap, fald, konfetti, pap, papir"],
["PAPIR","FRIKTION","PAPRFric","PAPR","Paper and Cardboard. Sliding paper or scraping paper.","glidning, skrabning, pap, papir"],
["PAPIR","HÅNDTERING","PAPRHndl","PAPR","Paper and Cardboard. Page turns, magazine handling. Books dropping. Handling paper money. Some overlap or confusion with OBJECTS-BOOK.","vende, bladre, bladre, bladre, bladre, gennemse, pap, papir"],
["PAPIR","ANSLAG","PAPRImpt","PAPR","Paper and Cardboard. Heavy paper hits, a rolled up newspaper thwack, a magazine hitting something.","papir slå, smække, slå, avis, magasin, pap, papir, papir"],
["PAPIR","DIVERSE","PAPRMisc","PAPR","Paper and Cardboard. Paper sounds not fitting another category in this list.","diverse"],
["PAPIR","AT FLÅ","PAPRRip","PAPR","Paper and Cardboard. Ripping paper, paper tears.","rive, rive, rive i stykker, pap, papir"],
["PAPIR","TONAL","PAPRTonl","PAPR","Paper and Cardboard. Not very common, but tonal paper sounds.","tonale, syngende, rungende, papir, karton"],
["PLASTIK","BRÆKKE","PLASBrk","PLAS","Plastic breaking, crunches, rips, shatters.","bryde, knække, rive, knuse, knuse, knuse"],
["PLASTIK","SMADRE/NEDSLAGSRESTER","PLASCrsh","PLAS","Plastic crashing, groups items falling, group destruction, plastic debris.","falde, styrt, skrot"],
["PLASTIK","FRIKTION","PLASFric","PLAS","Plastic friction, such as scrapes, creaks, squeaks, screeching.","stress, skrabning, knirker, knirker, knirker, skriger"],
["PLASTIK","HÅNDTERING","PLASHndl","PLAS","Plastic handling, handling a toy or remote control. Some overlap with PLASTIC-MOVEMENT possible.","håndtere, gribe, sætte, samle, samle op, sætte ned, kaste, fange"],
["PLASTIK","ANSLAG/AT RAMME","PLASImpt","PLAS","Plastic item impact. Hit, drop, big plastic impacts where item does not break. Dropping a plastic object.","ramme, falde, stød"],
["PLASTIK","DIVERSE","PLASMisc","PLAS","Plastic sounds not fitting another category in this list.","diverse"],
["PLASTIK","BEVÆGELSE","PLASMvmt","PLAS","Plastic movement, dragging plastic or drag on plastic, rattles, shakes. See also PLASTIC-HANDLE.","trække, rulle, rasle, ryste, ryste"],
["PLASTIK","TONALE","PLASTonl","PLAS","Plastic tonal sounds, with a musical quality. Probably pretty rare.","tonal, syngende, klingende"],
["REGN","KLÆDE","RAINClth","RAIN","Rain on cloth, like a person's clothes, or more likely a patio umbrella, awning.","regn, klud, jakke, paraply, bomuld"],
["REGN","ASFALT","RAINConc","RAIN","Rain on asphalt or concrete or patio tile. Rain on a hard slappy solid surface.","regn, cement, fortov, asfalt"],
["REGN","GENEREL","RAIN","RAIN","General downpour, rain on mixed materials.","regn, regnvejr, regnskyl, regnbyge"],
["REGN","GLAS","RAINGlas","RAIN","Rain on a glass roof like a sunroof, or rain blown against a window as well.","regn, glas, ovenlysvindue, vindue, soltag, drivhus"],
["REGN","INTERIØR","RAINInt","RAIN","Interior recordings of Rain, from inside house or barn, or vehicle.","regn, regnvejr, indvendig regn, regn fra vindskærm, regn på tag"],
["REGN","METAL","RAINMetl","RAIN","Rain on a metal surface, so exterior rain on a car, or metal sheet, metal roof.","regn, metal, bil, dåse, dåse, blik, tag"],
["REGN","PLASTIC","RAINPlas","RAIN","Rain on plastic or vinyl surfaces, like a grill cover, or a plastic shed.","regn, plast, vinyl, plexiglas"],
["REGN","VEGETATION","RAINVege","RAIN","Rain on plants, leaves and grass. Jungle or tropical rain on plant leaves.","Regn på en metaloverflade, altså regn på en bil, eller metalplade osv."],
["REGN","VAND","RAINWatr","RAIN","Rain on water, puddles, lakes, ponds.","regn, vandpyt, sø, dam"],
["REGN","TRÆ","RAINWood","RAIN","Rain on wood surfaces, so a deck for example.","regn, træ, dæk, tag, skur, gulv"],
["ROBOTTER","DIVERSE","ROBTMisc","ROBT","Robot sounds not fitting another category in this list.","automat, droid, bot"],
["ROBOTTER","BEVÆGELSE","ROBTMvmt","ROBT","Complex robot movement, servos, possible robot hovering and flying. See also MOTORS-SERVO.","servo, solenoid, mekanisme, pneumatisk, hydraulisk, droid, bot"],
["ROBOTTER","VOKAL/STEMME","ROBTVox","ROBT","Droid and robot vocals, R2D2 would go here. Any manner of vocalizing robot. More expressive than a beep/UI.","droid, chirp, bip, fløjte, bot"],
["STEN/KLIPPE","BRÆKKE","ROCKBrk","ROCK","Rock cracks, breaks, rips or shatters. More isolated and singular cracks and breaks.","Knækker, revner, flænger, revner, splintrer, knaser"],
["STEN/KLIPPE","SMADRE/NEDSLAGSRESTER","ROCKCrsh","ROCK","Rock crashes and debris, so a huge rock crash, collapse. Or isolated debris. See also NATURAL DISASTER-AVALANCHE.","Fald, affald"],
["STEN/KLIPPE","FRIKTION","ROCKFric","ROCK","Rock creaks, scrapes... the stress of rock about to break.","Stress, skrammer, knirker, knirker, knirker, skriger"],
["STEN/KLIPPE","HÅNDTERING","ROCKHndl","ROCK","Rock handing, picking up or digging through rocks, bricks. Some overlap with ROCKS-MOVEMENT possible.","håndtag, gribe, sætte, samle, samle op, sætte ned, kaste, fange"],
["STEN/KLIPPE","AT RAMME/NEDSLAG","ROCKImpt","ROCK","Rock falling, dropping without breaking, or something hit with a rock, a big rock impact.","Ramme, falde, stød, kollision, styrt, klonk, klonk, klink, hakke"],
["STEN/KLIPPE","DIVERSE","ROCKMisc","ROCK","Rock sounds not fitting another category in this list.","Diverse"],
["STEN/KLIPPE","BEVÆGELSE","ROCKMvmt","ROCK","Rock dragging, or dragging across a rock surface, rocks shaking or rattling. See also ROCKS-HANDLE.","Trække, rulle, rasle, ryste, ryste"],
["STEN/KLIPPE","TONALE","ROCKTonl","ROCK","Tonal rocks, probably pretty rare. Singing rocks.","Bøjes, Ring, Wronk, Shing, Warp"],
["RÆB","KNIRKER/KNAGER","ROPECreak","ROPE","Rope stretches and creaks, people hanging from nooses.. Ship rope creaks. Tension of rope stretches.","strække, spænde, trække"],
["RÆB","HÅNDTERING","ROPEHndl","ROPE","Rope handling, tying knots, rigging up a ship sail. Possible overlap with ROPE-MOVEMENT.","håndtag, gribe, sætte, samle, samle op, sætte ned, kaste, fange"],
["RÆB","RAMME/NEDSLAG","ROPEImpt","ROPE","Rope impacts, tossing ropes to ground, ropes banging violently in the wind. Possible overlap with ROPE-MOVEMENT.","slå, falde, slå til, slå til"],
["RÆB","DIVERSE","ROPEMisc","ROPE","Rope sounds not fitting another category in this list.","diverse"],
["RÆB","BEVÆGELSE","ROPEMvmt","ROPE","Ropes zuzzing, moving across objects, zipline. See also ROPE-HANDLE.","zuzz, zipline, zip, zip, knude, slips"],
["GUMMI","SMADRE/NEDSLAGSRESTER","RUBRCrsh","RUBR","Rubber items crashing, or rubber debris landing.","affald, spredt, plop, plop"],
["GUMMI","FRIKTION","RUBRFric","RUBR","Rubber squeaks, balloon squeaks, a rubber shoe squeak.","knirke, knirke, slæbe, gnide, skrabe, stønne"],
["GUMMI","HÅNDTERING","RUBRHndl","RUBR","Rubber handling, rubber objects being manipulated or handled. Some overlap with RUBBER-MOVEMENT","håndtere, gribe, sætte, samle, samle op, sætte ned, kaste, fange"],
["GUMMI","RAMME","RUBRImpt","RUBR","Rubber impacts, drops, bounces. Hitting a balloon or rubber ball.","smadre, slå, ramme, slå, hoppe, falde"],
["GUMMI","DIVERSE","RUBRMisc","RUBR","Rubber sounds not fitting another category in this list.","diverse"],
["GUMMI","BEVÆGELSE","RUBRMvmt","RUBR","Rubber movement, dragging rubber or drag on rubber. Rubber flapping. See also RUBBER-HANDLE.","bevægelse, slæb, flap, flop, flop"],
["GUMMI","TONALE","RUBRTonl","RUBR","Rubber movement with a tonal quality, a musical quality.","tonal, gummi, syngende"],
["SCIFI","ALARM","SCIAlrm","SCI","Overly futuristic alarms, the kind you're hear on a spaceship","sci-fi alarm, alarm, advarsel, advarsel"],
["SCIFI","COMPUTER","SCICmpt","SCI","Use Sci-Fi for overtly 'science fiction' type computer sounds, a very futuristic computer. Some overlap with USER INTERFACE.","computer, konsol, interface, holoskærm"],
["SCIFI","DØR","SCIDoor","SCI","That Star-Trek type door. Spaceship doors.","sci-fi-dør, luftsluse"],
["SCIFI","ENERGI","SCIEnrg","SCI","Energy particles, vortexes, transporters, holograms, force fields.","partikel, hvirvel, transporter, hologram, kraftfelt"],
["SCIFI","RAMME/NEDSLAG","SCIImpt","SCI","A bolt of SciFi energy, a hi-tech energy impact, more futuristic than just an explosion. Overlap with DESIGNED-IMPACT.","energiskud, energibølge, kraftfelt"],
["SCIFI","MASKINE","SCIMach","SCI","Future technology machines, transporters, food replicators.","teleporter, replikatorer, holodeck"],
["SCIFI","MEKANISME","SCIMech","SCI","An overly sci-fi sounding gizmo or mechanism. Little unfolding robot or something like that. Similar to MACHINE-MECHANISM but more SciFi.","tricorder, scifi apparat, dims, dims"],
["SCIFI","DIVERSE","SCIMisc","SCI","SCI-FI sounds not fitting another category in this list.","diverse"],
