[["ПОВІТРЯ","ПОТІК","AIRBlow","AIR","Steady air blows, like from a compressed can of air.","стиснене повітря, розгерметизувати, випускати, пихкати, бризкати, тріпотіти, продувати"],
["КАМІННЯ","ТОНАЛЬНЕ","ROCKTonl","ROCK","Tonal rocks, probably pretty rare. Singing rocks.","Bowed, Ring, Wronk, Wronk, Shing, Warp"],
["МОТУЗКА","СКРИП","ROPECreak","ROPE","Rope stretches and creaks, people hanging from nooses.. Ship rope creaks. Tension of rope stretches.","розтягувати, натягувати, тягнути"],
["МОТУЗКА","УПРАВЛІННЯ","ROPEHndl","ROPE","Rope handling, tying knots, rigging up a ship sail. Possible overlap with ROPE-MOVEMENT.","ручка, хапати, встановлювати, піднімати, ставити, кидати, ловити"],
["МОТУЗКА","УДАР","ROPEImpt","ROPE","Rope impacts, tossing ropes to ground, ropes banging violently in the wind. Possible overlap with ROPE-MOVEMENT.","бити, кидати, вдаряти"],
["МОТУЗКА","РІЗНЕ","ROPEMisc","ROPE","Rope sounds not fitting another category in this list.","різне"],
["МОТУЗКА","РУХ","ROPEMvmt","ROPE","Ropes zuzzing, moving across objects, zipline. See also ROPE-HANDLE.","застібати, застібати блискавку, застібати, зав'язувати, зав'язувати, зав'язувати"],
["ГУМА","РОЗРИВАННЯ ТА ШМАТКИ","RUBRCrsh","RUBR","Rubber items crashing, or rubber debris landing.","розкидати, розкидати, плюхнути"],
["ГУМА","ТЕРТЯ","RUBRFric","RUBR","Rubber squeaks, balloon squeaks, a rubber shoe squeak.","скрипіти, скрипіти, тягнути, терти, шкребти, стогнати"],
["ГУМА","УПРАВЛІННЯ","RUBRHndl","RUBR","Rubber handling, rubber objects being manipulated or handled. Some overlap with RUBBER-MOVEMENT","тримати, хапати, ставити, піднімати, ставити, кидати, ловити"],
["ГУМА","УДАР","RUBRImpt","RUBR","Rubber impacts, drops, bounces. Hitting a balloon or rubber ball.","шльопати, вдаряти, бити, відскакувати, кидати"],
["ГУМА","РІЗНЕ","RUBRMisc","RUBR","Rubber sounds not fitting another category in this list.","різне"],
["ГУМА","РУХ","RUBRMvmt","RUBR","Rubber movement, dragging rubber or drag on rubber. Rubber flapping. See also RUBBER-HANDLE.","рух, тягнути, ляскати, шльопати"],
["ГУМА","ТОНАЛЬНИЙ","RUBRTonl","RUBR","Rubber movement with a tonal quality, a musical quality.","тональний, гумовий, співочий"],
["НАУКОВА ФАНТАСТИКА","ТРИВОГА","SCIAlrm","SCI","Overly futuristic alarms, the kind you're hear on a spaceship","науково-фантастичний будильник, тривога, попередження"],
["НАУКОВА ФАНТАСТИКА","КОМП'ЮТЕР","SCICmpt","SCI","Use Sci-Fi for overtly 'science fiction' type computer sounds, a very futuristic computer. Some overlap with USER INTERFACE.","комп'ютер, консоль, інтерфейс, голографічний екран"],
["НАУКОВА ФАНТАСТИКА","ДВЕРІ","SCIDoor","SCI","That Star-Trek type door. Spaceship doors.","науково-фантастичний двері, шлюз"],
["НАУКОВА ФАНТАСТИКА","ЕНЕРГІЯ","SCIEnrg","SCI","Energy particles, vortexes, transporters, holograms, force fields.","частинка, вихор, транспортер, голограма, силове поле"],
["НАУКОВА ФАНТАСТИКА","УДАР","SCIImpt","SCI","A bolt of SciFi energy, a hi-tech energy impact, more futuristic than just an explosion. Overlap with DESIGNED-IMPACT.","енергетичний удар, енергетична хвиля, силове поле"],
["НАУКОВА ФАНТАСТИКА","МАШИНА","SCIMach","SCI","Future technology machines, transporters, food replicators.","телепорт, харчові реплікатори, голопалуба"],
["НАУКОВА ФАНТАСТИКА","МЕХАНІЗМ","SCIMech","SCI","An overly sci-fi sounding gizmo or mechanism. Little unfolding robot or something like that. Similar to MACHINE-MECHANISM but more SciFi.","трикордер, науково-технічний пристрій, штуковина"],
["НАУКОВА ФАНТАСТИКА","РІЗНЕ","SCIMisc","SCI","SCI-FI sounds not fitting another category in this list.","різне"],
["НАУКОВА ФАНТАСТИКА","РЕТРО","SCIRetro","SCI","Cheesy sci-fi sounds, like from The Jetsons, The Day the Earth Stood Still. Old TV or film sci-fi sounds.","стара фантастика"],
["НАУКОВА ФАНТАСТИКА","КОСМІЧНИЙ КОРАБЕЛЬ","SCIShip","SCI","Spaceships here, your best Enterprise and Tie Fighter rip-offs! See also SCIFI-VEHICLE for non-spaceships.","космічний корабель, НЛО, материнський корабель, крейсер, зореліт"],
["НАУКОВА ФАНТАСТИКА","ТРАНСПОРТНИЙ ЗАСІБ","SCIVeh","SCI","Various sci-fi vehicles, like a moon rover, landspeeder, speeder bike, hoverboard, podracer. See also SCIFI-SPACESHIP.","місяцехід, лендспідер, спідер-байк, ховерборд, подрейсер"],
["НАУКОВА ФАНТАСТИКА","ЗБРОЯ","SCIWeap","SCI","Lightsabers, exotic sci-fi weapons. Not a 'blaster' which would go in LASERS-GUN.","світлові мечі, екзотична зброя"],
["СНІГ","ПАДІННЯ ТА ШМАТКИ","SNOWCrsh","SNOW","Snow big crashes, a big fall of snow, a roof full of snow collapsing. See also NATURAL DISASTER-AVALANCE for the extreme version of this.","снігова куля, снігова катастрофа"],
["СНІГ","ТЕРТЯ","SNOWFric","SNOW","Snow scrapes, squeaks. Sliing on snow, sledding.","stress, scratch, creak, squeak, squeak, screeze"],
["СНІГ","УПРАВЛІННЯ","SNOWHndl","SNOW","Snow being handled, a snowball being formed, etc. Digging out of show with your hands. Some overlap with SNOW-MOVEMENT.","тримати, хапати, ставити, піднімати, ставити, кидати, ловити"],
["СНІГ","УДАР","SNOWImpt","SNOW","A big impact of snow, like a roof full of snow falling. Or smaller like a snowball. Jumping into a pile of snow.","сніжок, сніговий замет, перекинути, впасти"],
["СНІГ","РІЗНЕ","SNOWMisc","SNOW","Snow sounds not fitting another category in this list.","різне"],
["СНІГ","РУХ","SNOWMvmt","SNOW","Dragging something through snow, rolling in snow. See also SNOW-HANDLE.","переходити вбрід, тягнути, орати, намацувати"],
["СПОРТ","КОРТ","SPRTCourt","SPRT","Sports played on a court indoors or out, such a basketball, tennis.","баскетбол, теніс, фехтування, волейбол, ракетбол, бадмінтон, нетбол, сквош, доджбол, шаффлборд, гандбол"],
["СПОРТ","ПОЛЕ","SPRTField","SPRT","Sports played on a field outdoors such as soccer and football.","футбол, футбол, бейсбол, хокей на траві, крикет, регбі, поло, лакросс"],
["СПОРТ","ГІМНАСТИЧНИЙ ЗАЛ","SPRTGym","SPRT","Sports played or performed primarily in a gym and/or ring, such as boxing, wrestling, gymnastics. See also SPORTS-INDOOR.","бокс, боротьба, гімнастика, силова підготовка, східні єдиноборства, карате, дзюдо, таеквон-до, додзьо, кунг-фу"],
["СПОРТ","В ПРИМІЩЕННІ","SPRTIndor","SPRT","Various indoor sports not able to be categorized elsewhere.","боулінг, більярд, пінг-понг, дартс"],
["СПОРТ","РІЗНЕ","SPRTMisc","SPRT","Sport sounds not fitting another category in this list.","гольф"],
["СПОРТ","РОЛИКОВИЙ","SPRTSkate","SPRT","Wheeled skating sports like skateboarding or roller skating, rollerblading.","скейтбординг, роликові ковзани, катання на роликах, самокаті, самокаті"],
["СПОРТ","ЛЕГКА АТЛЕТИКА","SPRTTrck","SPRT","Track and field sports, as in running, long jump, pole vault. Think common summer Olympic games.","стрибки в довжину, біг, стрибки з жердиною, штовхання ядра, метання списа"],
["СПОРТ","ВОДНИЙ","SPRTWatr","SPRT","Sports played in or on water, swimming, diving. Aquatic sports.","плавання, водне поло, водний волейбол, дайвінг, водні лижі, серфінг, кайтбординг, підводне плавання, снорклінг"],
["СПОРТ","ЗИМА","SPRTWntr","SPRT","Sports on snow or ice such as hockey, ice skating, snowboard and skiing.","гірськолижний спорт, сноубординг, бобслей, ковзанярський спорт, санний спорт, керлінг, хокей, санний спорт, ковзанярський спорт"],
["СВИСТ РОЗСІЧЕННЯ ПОВІТРЯ","МАЛЕНЬКИЙ","SWSH","SWSH","A swish is smaller than a Whoosh. Arm Swishes, Sword Swishes. Small objects make Swishes.","swish, kungfu, whizby, flutter, swing"],
["СВИСТ РОЗСІЧЕННЯ ПОВІТРЯ","ВЕЛИКИЙ","WHSH","WHSH","A whoosh is larger than a swish. A large object would make a Whoosh. Tanks flying over your head, or an asteroid by. See also DESIGNED-WHOOSH for very stylized whooshes.","woosh"],
["ІНСТРУМЕНТИ","САД","TOOLGrdn","TOOL","Hand tools used in a garden, rakes, hoes, etc. Also see MACHINES-GARDEN for powered machines. See also OBJECTS-GARDEN for non-tools.","граблі, мотика, лопата, совок, віник, секатор, садові вила, культиватор, сучкорізи, лопата, прополювач"],
["ІНСТРУМЕНТИ","РУЧНІ","TOOLHand","TOOL","Hand tools, not requiring power. Hammers, wrenches, pliers. See also TOOLS-GARDEN.","молоток, викрутка, плоскогубці, ключ, тріскачка, розетка, ручна пила, струбцина, різак, обценьки, зубило, скребок, степлер, напилок, ножиці"],
["ІНСТРУМЕНТИ","РІЗНЕ","TOOLMisc","TOOL","Tool sounds not fitting another category in this list.","різне"],
["ІНСТРУМЕНТИ","ПНЕВМАТИЧНІ","TOOLPneu","TOOL","Air tools, such as jackhammers, air ratchets, nail guns. The air-wrench sound in a tire shop.","відбійний молоток, пневмоінструмент, пневмогайковерт, цвяхозабивні пістолети"],
["ІНСТРУМЕНТИ","ЕЛЕКТРИЧНІ","TOOLPowr","TOOL","Tools that require power. A sander, electric drill, dremel tool, circular saw.","дриль, електропила, циркулярна пила, лобзик, шліфувальна машина, стрічкова шліфувальна машина, фрезер, шуруповерт, теплова гармата, свердлильний прес, настільна пила"],
["ІГРАШКИ","ЕЛЕКТРОННІ","TOYElec","TOY","Remote controlled car, slot cars. Any kids toy that required power. See also AIRCRAFT-REMOTE CONTROLLED.","машинка на дистанційному управлінні, машинка-слот, говори і пиши, пухнастик"],
["ІГРАШКИ","МЕХАНІЧНІ","TOYMech","TOY","Wind up robots, things like that. Toys with some mechanism or mechanical component.","заводна іграшка, іграшковий робот, заводна іграшка"],
["ІГРАШКИ","РІЗНЕ","TOYMisc","TOY","Toy sounds not fitting another category in this list.","фігурка, лялька, м'яка іграшка"],
["ПОЇЗДИ","ГАЛЬМА","TRNBrake","TRN","Screeching metalic train brake wheels, subway brakes. Usually a piercing sound.","розриви, вереск, скрегіт"],
["ПОЇЗДИ","СТУКІТ КОЛІС","TRNClak","TRN","Train clacks isolated, constant clacking of trains passing or running.","клацати"],
["ПОЇЗДИ","ДВЕРІ","TRNDoor","TRN","Train doors, sliding doors in passenger or freight trains. Some overlap with general DOORS category and possibly VEHICLES-DOOR.","двері поїзда, двері метро"],
["ПОЇЗДИ","ДИЗЕЛЬНІ","TRNDiesl","TRN","Freight trains, large commercial diesel locomotives.","дизель-поїзд"],
["ПОЇЗДИ","ЕЛЕКТРИЧНІ","TRNElec","TRN","Commuter trains, elevated trains, light rail, SUBWAYS have their own category.","приміський поїзд, регіональний поїзд, міська електричка, міжміська електричка, легка електричка"],
["ПОЇЗДИ","ВИСОКОШВИДКІСНІ","TRNHspd","TRN","Hi-Tech trains, Maglev, monorails, Hyperloops, bullet trains.","потяг хай-тек, маглев, монорельс, гіперлуп, швидкісний поїзд"],
["ПОЇЗДИ","ГУДОК","TRNHorn","TRN","Train horns, subway horns. A steam train whistle would likely go into WHISTLES-MECHANICAL.","гудок поїзда, гудок метрополітену"],
["ПОЇЗДИ","ІНТЕР'ЄР","TRNInt","TRN","Interior trains, from Diesel to Commuter, onboard train sounds.","приміський поїзд, регіональний поїзд, міська електричка, міжміський поїзд, швидкісний поїзд, вантажний поїзд, метрополітен, монорельс"],
["ПОЇЗДИ","МЕХАНІЗМ","TRNMech","TRN","Coupling, decoupling and other mechanical sounds relating to trains. Levers, coal tender mechanics that are specific to a train.","шунт, розчеплення"],
["ПОЇЗДИ","РІЗНЕ","TRNMisc","TRN","Train sounds not fitting another category in this list.","різний"],
["ПОЇЗДИ","ПАРОВОЗ","TRNSteam","TRN","Old steam powered trains, big smoke stack chugs.","паровоз, вугільний поїзд"],
["ПОЇЗДИ","МЕТРО","TRNSbwy","TRN","Subways, overtly 'underground' sounding trains, above group city trains probably best in TRAINS-ELECTRIC","метрополітен, підземка, метро, фунікулер"],
["ПОЇЗДИ","ТРАМВАЙ","TRNTram","TRN","Trolleys, cable cars trams and streetcars. A Tram is 'pulled' along a cable, so not self-powered. An electric tram would go to TRAINS-ELECTRIC.","трамвай, тролейбус, канатна дорога, фунікулер, вагончик"],
["ІНТЕРФЕЙС КОРИСТУВАЧА","ПОПЕРЕДЖЕННЯ","UIAlert","UI","An alert tone or chime or notification. Something that gets Attention of User, startup chimes.","оповіщення, сигнал, повідомлення, повідомлення, сповіщення, запуск"],
["ІНТЕРФЕЙС КОРИСТУВАЧА","ВЗАЄМОДІЯ","UIBeep","UI","Interface beeps, beeps while interacting with various technology, phones, computers. Also see BEEPS category.","звуковий сигнал комп'ютера, звуковий сигнал телефону"],
["ІНТЕРФЕЙС КОРИСТУВАЧА","КЛІК","UIClick","UI","Typing clicks, button press clicks, response to input.","клацнути, натиснути, набрати"],
["ІНТЕРФЕЙС КОРИСТУВАЧА","ОБРОБКА ДАНИХ","UIData","UI","User interface calculations, scanning, thinking, text displayed on screen. Screen gak or garble.","дані, обробка, інформація, мислення"],
["ІНТЕРФЕЙС КОРИСТУВАЧА","ЗБІЙ","UIGlitch","UI","On Screen Glitches or Static. Malfunctioning computer or OS.","глюк, несправність, збій, відмова, паніка ядра, помилка медитації гуру"],
["ІНТЕРФЕЙС КОРИСТУВАЧА","РІЗНЕ","UIMisc","UI","User Interface sounds not fitting another category in this list.","різне"],
["ІНТЕРФЕЙС КОРИСТУВАЧА","РУХ","UIMvmt","UI","User interface slides, swipes, scrolls. Open, Close, Appear, DIsappear.","гортати, прокручувати, масштабувати, перегортати"],
["РОСЛИННІСТЬ","ТРАВА","VEGEGras","VEGE","Individual movement of grass elements in a studio or exterior environment.","шелест трави, проходити, сіно, пшениця"],
["РОСЛИННІСТЬ","ЛИСТЯ","VEGELeaf","VEGE","Individual movement of leaf elements in a studio or exterior environment. Jumping into a pile of leaves.","вихор листя, листопад, падіння листя, падіння листя, купа листя"],
["РОСЛИННІСТЬ","РІЗНЕ","VEGEMisc","VEGE","Vegetation and Foliage sounds not fitting another category in this list.","листя"],
["РОСЛИННІСТЬ","ДЕРЕВО","VEGETree","VEGE","Individual movement of tree and brand elements in a studio or exterior environment.","дерево падіння, гілка ламатися, гілка ламатися, гілка ламатися, гілочка"],
["ТРАНСПОРТНІ ЗАСОБИ","СИГНАЛІЗАЦІЯ","VEHAlrm","VEH","Not sirens, but just Car alarms, car alarm arm and disarm chirps.","автомобіль, авто, автомобільний, автосигналізація, цвірінькіт постановки на охорону, зняття з охорони цвірінькіт, брелок"],
["ТРАНСПОРТНІ ЗАСОБИ","СТАРОВИННІ","VEHAntq","VEH","Very old vehicles, such a Model A, Model T. Mainly cars, but possible other very old vehicles, trucks, tractors.","автомобіль, авто, авто, автомобіль, олдсмобіль, модель а, модель т"],
["ТРАНСПОРТНІ ЗАСОБИ","ВСЮДИХІД","VEHAtv","VEH","All-Terrain Vehicle, three and four-wheelers, dune buggies, side by side.","квадроцикл, триколісний, чотириколісний, квадроцикл, баггі"],
["ТРАНСПОРТНІ ЗАСОБИ","ВЕЛОСИПЕД","VEHBike","VEH","Bicycles, recumbent bikes, unicycles too. Any manner of pedal powered bicycle.","велосипед, велосипед, лежачий, одноколісний, тандем, bmx"],
["ТРАНСПОРТНІ ЗАСОБИ","ГАЛЬМА","VEHBrake","VEH","Brake squeals and screeches of all kinds. TRAINS-BRAKE has its own category.","гальма скрип, вереск, скрегіт"],
["ТРАНСПОРТНІ ЗАСОБИ","АВТОБУС","VEHBus","VEH","City buses, school buses, Greyhound buses.","міський автобус, шкільний автобус, рейсовий автобус, міжміський автобус, туристичний автобус, двоповерховий автобус"],
["ТРАНСПОРТНІ ЗАСОБИ","АВТОМОБІЛЬ","VEHCar","VEH","All cars except overtly antique... add ERA to metadata to make searches easier. 1950s, 1960s...","автомобіль, авто, автомобіль"],
["ТРАНСПОРТНІ ЗАСОБИ","БУДІВНИЦТВО","VEHCnst","VEH","Cranes, bulldozers, paving vehicles, any construction related vehicle goes here.","кран, бульдозер, екскаватор, екскаватор, екскаватор, копач, навантажувач"],
["ТРАНСПОРТНІ ЗАСОБИ","ДВЕРІ","VEHDoor","VEH","Car, van, truck. Their doors all go here.","автомобіль, авто, легковий автомобіль, двері легкові, двері мікроавтобуса, двері вантажні"],
["ТРАНСПОРТНІ ЗАСОБИ","ЕЛЕКТРИЧНІ","VEHElec","VEH","Electric golf carts, electric scooters, electric cars. A Tesla. Any variety of electric vehicle, even electric motorcycles.","сегвей, гольф-карт, електросамокат, електромобіль, електрокар, електромотоцикл, тесла, електрокарт"],
["ТРАНСПОРТНІ ЗАСОБИ","НАДЗВИЧАЙНА СИТУАЦІЯ","VEHEmrg","VEH","Specifically emegency vehicles like Firetrucks, Ambulances, Police cars. Isolated sirens would go still to VEHICLES-SIREN.","пожежна машина, автоцистерна, швидка допомога, поліцейська машина, спецназ"],
["ТРАНСПОРТНІ ЗАСОБИ","ФЕРМА","VEHFarm","VEH","I'd put farm tractors here, Some overlap possibly with CONSTRUCTION vehicles. A riding lawn mower would best to MACHINES-GARDEN maybe.","трактор, комбайн, лущильник, комбайн"],
["ТРАНСПОРТНІ ЗАСОБИ","ВАНТАЖОПЕРЕВЕЗЕННЯ","VEHFrght","VEH","Big Rigs, Lorry, Semi-truck, U-Haul trucks, not for TRAINS, which have their own category.","біг-риг, вантажівка, напіввантажівка, автовоз, пенсне, бокс, фура, вантажний автомобіль"],
["ТРАНСПОРТНІ ЗАСОБИ","ТИПОВИЙ ПРОЇЗД ПОВЗ","VEHBy","VEH","Generic or general vehicle pass bys, not 'traffic'. Bys for a specific car go with that car. For group passbys use AMBIENCE-TRAFFIC.","автомобіль, авто, автомобіль, проїжджати"],
["ТРАНСПОРТНІ ЗАСОБИ","ГУДОК","VEHHorn","VEH","Specifically car and vehicles horns. BOATS-HORNS and TRAINS-HORN have their own category. Fog horn would go into HORNS-AIR.","машина, авто, автомобіль, автомобільний гудок"],
["ТРАНСПОРТНІ ЗАСОБИ","ІНТЕР'ЄР","VEHInt","VEH","Interior recordings (ambiences) for car, truck, van interiors, from passenger cars, to back of a moving truck, riding inside a bus.","автомобіль, вантажівка, фургон, салон, водіння, бортовий, автобус"],
["ТРАНСПОРТНІ ЗАСОБИ","ТАРАТАЙКА","VEHJalop","VEH","Backfiring, poorly running vehicle. False starts, sputtering... In foreign language translate to MALFUNCTIONING. See also CARTOON-VEHICLE.","автомобіль, авто, автомобільний, обруч, драндулет, драндулет, фальстарт, фальстартовий, фальстартовий, фальстартовий, фальстартовий, фальстартовий, фальстартовий, фальстартовий, фальстартовий, фальстартовий"],
["ТРАНСПОРТНІ ЗАСОБИ","МЕХАНІЗМ","VEHMech","VEH","Various mechanisms on a vehicle, like seatbelts, window cranks, door locks.","віконна ручка, бардачок, лобове скло, склоочисник, багажник, ремінь безпеки, ремінь безпеки, покажчик повороту, перемикач передач"],
["ТРАНСПОРТНІ ЗАСОБИ","ВІЙСЬКОВІ","VEHMil","VEH","Overtly military ground vehicles. Tanks and military trucks for example. Armored Personnel Carriers, military Jeeps. See also AIRCRAFT-MILITARY and BOATS-MILITARY.","танк, БТР, бронетранспортер, хаммер, джип"],
["ТРАНСПОРТНІ ЗАСОБИ","РІЗНЕ","VEHMisc","VEH","Vehicles sounds not fitting another category in this list.","снігохід"],
["ТРАНСПОРТНІ ЗАСОБИ","МОТОЦИКЛ","VEHMoto","VEH","Scooters, Motorcycles, Vespas, Motocross… All things 2 wheeled and powered. ATV goes to VEHICLES-ATV.","скутер, мотоцикл, мопед, мотоцикл, vespa, мотокрос, мотовсюдихід"],
["ТРАНСПОРТНІ ЗАСОБИ","ПЕРЕГОНОВІ","VEHRace","VEH","Racing cars or drag racing cars. Indy and Formula 1 cars, monster trucks, BOATS-RACING has its own category.","автомобіль, авто, легковий автомобіль, гоночний автомобіль, драг-рейсер, інді, формула 1, наскар, гран-прі, монстр-трак"],
["ТРАНСПОРТНІ ЗАСОБИ","СИРЕНА","VEHSirn","VEH","Police, Firetruck, Ambulance sirens. Any vehicle siren. See also VEHICLES-EMERGENCY if engine sounds are present also.","швидка допомога, поліція, сирена, пожежна машина, пожежник"],
["ТРАНСПОРТНІ ЗАСОБИ","ВЕРЕСК ШИН","VEHSkid","VEH","Tire skids, peel-outs. Other tire sounds go in VEHICLES-TIRES.","занос шини, відшаровування, задирака, прогорання"],
["ТРАНСПОРТНІ ЗАСОБИ","ПІДВІСКА","VEHSusp","VEH","Suspension squeaks and rattles, for any car, truck, semi. Suspensions springs. A car or truck on a very rough road.","підвіска, амортизаційні пружини, скрип, брязкіт"],
["ТРАНСПОРТНІ ЗАСОБИ","ШИНА","VEHTire","VEH","Tire rolls on various surfaces, tire whines, no engine sounds, isolated tire sounds. A flat tire flop.","шина, покришка, котитися"],
["ТРАНСПОРТНІ ЗАСОБИ","ВАНТАЖІВКА ФУРГОН ТА ПОЗАШЛЯХОВИК","VEHTruck","VEH","Passenger Trucks, pickup trucks, Vans and SUVs. Commercial trucks go in VEHICLES-FREIGHT.","автомобіль, авто, легковий, легковантажний, пікап, мікроавтобус, позашляховик, бортовий, "],
["ТРАНСПОРТНІ ЗАСОБИ","СПЕЦІАЛЬНІ","VEHUtil","VEH","Golf carts, cushmans, traffic, gator, small motorized utility vehicles.","utv, sxs, side by side, rzr, ranger, cushman, gator"],
["ТРАНСПОРТНІ ЗАСОБИ","ВІЗОК","VEHWagn","VEH","Old wood wagon, horse drawn carts, carriages, buggies. A Stagecoach.","вагон, диліжанс, баггі, карета, лісовоз"],
["ТРАНСПОРТНІ ЗАСОБИ","ЕЛЕКТРОСКЛОПІДЙОМНИК","VEHWndw","VEH","Powered windows for any vehicles, crank windows should go in VEHICLES-MECHANISM.","car, auto, automobile, automatic window, power window"],
["ГОЛОСИ","ІНОПЛАНЕТНІ","VOXAlien","VOX","Weird alien vocals here.","чужа мова, чубакка"],
["ГОЛОСИ","НЕМОВЛЯ","VOXBaby","VOX","Very young babies through toddler, non-word vocals, cut vocals.","воркувати, лепетати, метушитися, нюхати"],
["ГОЛОСИ","ВИГУК","VOXCheer","VOX","A single person cheering. For a group use CROWDS-CHEERING.","clap, boo, cheer, yay, shout, woohoo, holler"],
["ГОЛОСИ","ДИТИНА","VOXChld","VOX","Various vocals for a child or a teenager. For non-discernible vocals for a very young child use VOICES-BABY.","child, teen, tween"],
["ГОЛОСИ","ПЛАЧ","VOXCry","VOX","A single person crying.","плакати, дутися, ридати, скиглити, скиглити, репетувати, метушитися, поранений"],
["ГОЛОСИ","ЗУСИЛЛЯ","VOXEfrt","VOX","A single fight and vocal efforts, single grunts, and things like that. Boxing match vocals, tennis grunts.","старатися, хрюкати, боротися, напружуватися, натужуватися"],
["ГОЛОСИ","ЖІНОЧІ","VOXFem","VOX","Any generic female vocal or dialog or misc vocal that doesn't fit somewhere else.","жінка, жінка"],
["ГОЛОСИ","СИСТЕМИ СПОВІЩЕННЯ","VOXFutz","VOX","P.A. Speakers, Airport announcements, Hospital announcements.","промовець, публічний виступ, оголошення"],
["ГОЛОСИ","ІСТОРИЧНІ","VOXHist","VOX","For storing famous speeches, famous news broadcasts, presidential speeches.","промова, лекція, трансляція, новина, історичний"],
["ГОЛОСИ","СМІХ","VOXLaff","VOX","A single person laughing.","хихикати, хихотіти, сміятися, улюлюкати, кричати, маніакальний, істеричний"],
["ГОЛОСИ","ЧОЛОВІЧІ","VOXMale","VOX","Any generic male vocal or dialog or misc vocal that doesn't fit somewhere else.","чоловік, чоловік"],
["ГОЛОСИ","РІЗНЕ","VOXMisc","VOX","The Voice category is for single voices. Groups of people go into the CROWDS categories.","різне"],
["ГОЛОСИ","РЕАКЦІЯ","VOXReac","VOX","A single Ooo or Aah and things of that nature.","ой, ой, оой, ай, ай, ай, ай, ай, е, ем, хм, хм"],
["ГОЛОСИ","КРИК","VOXScrm","VOX","A single scream or yell, battle cry, agonizing death.","кричати, кричати, кричати, смерть, падати"],
["ГОЛОСИ","СПІВ","VOXSing","VOX","A single voice singing, a child singing. For a crowd, use CROWDS-SINGING","співай, мугикай, співай"],
["ГОЛОСИ","ШЕПІТ","VOXWhsp","VOX","A single whispering voice. The crowd equivalent would be CROWDS-QUIET.","шепотіти, дзюрчати, тихіше"],
["ВОДА","БУЛЬКАННЯ","WATRBubl","WATR","Single or continuous bubbles. Water boiling on a stove, fish tank bubbles.","булькати, кипіти, кипіти, булькати, булькати, булькати, казан, зілля"],
["ВОДА","СТІК","WATRDran","WATR","Draining gurgling water, pulling in air with it as it drains, think a kitchen sink drain, or a storm drain, shower drain.","стікати, дзюрчати, булькотіти, бурчати, каналізація, душ, раковина, зливова каналізація"],
["ВОДА","КАПАННЯ","WATRDrip","WATR","Water dripping, slow to fast. A cave drip, a leaking pipe dripping or a kitchen faucet dripping.","капати, хлюпати, плюскати, цівкати, текти, витікати, печеритися"],
["ВОДА","ШИПІННЯ","WATRFizz","WATR","That sound of Alka-Seltzer in a cup, air fizzing in water. Carbonated beverages.","шипіти, шипіти, шипіти, шипіти, пінитися, шипіти"],
["ВОДА","ПОТІК","WATRFlow","WATR","General water flowing, in our case as in a river, creek or stream. Steady water. Rapids would fall under WATER-TURBULENCE, and WATERFALL has its own subcategory","річка, струмок, потік, струмок, течія, водотік, притока, потічок, потічок, струмочок, річечка, джерело"],
["ВОДА","ФОНТАН","WATRFoun","WATR","Water features and fountains, trickles or flows for a fountain, splashy fountains. From tiny to large city fountains.","фонтан, бризки, струмінь, цівка, шипіння"],
["ВОДА","УДАР","WATRImpt","WATR","Percussive water impact, large crash or slam of water, as in huge wave hitting an object. Bigger and sharper than a SPLASH","сплеск, плескіт, гарматне ядро, глибинний заряд, плескіт"],
["ВОДА","ПЛЕСКІТ","WATRLap","WATR","Water splashing against something like against the side of a boat or canoe, or a dock. Also meant for very small waves lapping on shore, like gentle very small waves at night.","брижі, коловорот, корпус, плескіт, хлюпання"],
["ВОДА","РІЗНЕ","WATRMisc","WATR","Water sounds not fitting another category in this list.","різне"],
["ВОДА","РУХ","WATRMvmt","WATR","Movement in water but not underwater (see WATER-UNDERWATER) Drags through water, swimming movements, sweeps of objects through water. Thrashing in water.","хлюпання, брід, сплеск, підмітання, протектор"],
["ВОДА","ВОДОПРОВІД","WATRPlmb","WATR","Household plumbing, like a sink running, a toilet flush, the shower running. DRAIN has its own subcategory.","туалетний змив, раковина, душ"],
["ВОДА","РОЗЛИВАННЯ","WATRPour","WATR","Pouring water, onto ground, into a cup. Overlap with FOOD & DRINK-POUR.","лити, наповнювати, скидати, спорожняти"],
["ВОДА","БРИЗКИ","WATRSplsh","WATR","Water splashes of all kind, a person diving into a pool, a whale cresting, throwing a rock into water.","плескатися, плавати, бродити, пірнати, занурюватися, хлюпатися, занурюватися"],
["ВОДА","РОЗПИЛЕННЯ","WATRSpray","WATR","Big sprays of a wave crash, to a hose spray.","бризкати, бризкати, бризкати, бризкати, бризкати, бризкати, бризкати, бризкати, бризкати"],
["ВОДА","ПАР","WATRStm","WATR","Very wet hisses, radiators, saunas. Hot wet steam.","бризкати, туман, пара, мокре шипіння, бризки"],
["ВОДА","ПРИБІЙ","WATRSurf","WATR","The general roar of the ocean, not the sport. Constant ocean roaring waves.","берег, берегова лінія, берег, морський берег, пляж, мийка"],
["ВОДА","БУРХЛИВА","WATRTurb","WATR","Very big splashy water. Whirlpools, big rapids on a river. Dangerous water.","вир, хвильовий басейн, пороги, вир, вир, вихор"],
