[["ILMA","PUHALLUS","AIRBlow","AIR","Steady air blows, like from a compressed can of air.","paineilma, paineenalennus, vapautus, puhallus, räiskintä, räpyttely, huuhtelu, puhdistus"],
["NESTE & MUTA","ISKU","LIQImpt","LIQ","Mud and thicker than water, Splats and hit. Things like Oil, gloopy thick liquids.","splat, splatter, hit, impact, plop, kerplunk, plunk, plunk, mutaa"],
["NESTE & MUTA","SEKALAINEN","LIQMisc","LIQ","Mud and thicker than water sounds not fitting another category in this list.","miscellaneous"],
["NESTE & MUTA","LIIKE","LIQMvmt","LIQ","Mud and thicker than water, oozing, slime, glooping. Things like Oil, gloopy thick liquids.","ooze, slime, goo, mud, mutaa"],
["NESTE & MUTA","IMU","LIQSuct","LIQ","Thicker than water, disgusting liquidy suction, plunger sucks. Things like Oil, gloopy thick liquids.","imu, slurp, glomp, plunger, muta"],
["KONE","HUVIPUISTO","MACHAmus","MACH","Theme park rides such as rollercoasters and carnival rides. Carnival game machines. General ambiences to go in AMBIENCE-AMUSEMENT.","Vuoristorata, karuselli, karuselli, kelkkailu, kallistus, lastenkyyti, huvipuistokyyti, flipperipallo, skeeball-pallo."],
["KONE","ANTIIKKI","MACHAntq","MACH","Old mechanical sewing machines, ancient looms, olive presses, a bit ambiguous but a very old mechanical machine.","painokone, ompelukone, oliivipuristin, voileipäkone."],
["KONE","KODINKONE","MACHAppl","MACH","General appliances, refrigerator, stove, oven, vacuum cleaner... AC and fans have their own category.","uuni, jääkaappi, jääkaappi, tehosekoitin, ruoankäsittelykone, hiustenkuivaaja, jääpalakone, pesukone, kuivausrumpu, silitysrauta, kahvinkeitin, astianpesukone, sähköinen tölkinavaaja, roskienkäsittelylaite, ilmankostutin, ilmankuivain, ompelukone, leivänpaahdin, vohvelikone, paistinpannu, lämpölevy"],
["KONE","RAKENNUS","MACHCnst","MACH","A machine for construction that isn't a vehicle or a tool. For example a cement mixer, a woodchipper.","nosturi, sementtisekoitin, puuhakkuri"],
["KONE","HISSI","MACHElev","MACH","Elevator movement and doors would go here.","paternoster, tavarahissi, matkustajahissi, hissi, hissi"],
["KONE","RULLAPORTAAT","MACHEscl","MACH","Escalators and moving walkways would go here.","kulkulaite, liikkuva käytävä"],
["KONE","TUULETIN","MACHFan","MACH","Fans of all types, box fans, ceiling fans. For air conditioning use MACHINES-HVAC.","tuuletin, kattotuuletin, laatikkotuuletin, teollisuustuuletin, siivekkeetön tuuletin"],
["KONE","PUUTARHA","MACHGrdn","MACH","Powered landscaping machines, lawnmowers, weed-whackers, edgers, hedge trimmers. See also TOOLS-GARDEN and OBJECTS-GARDEN.","ruohonleikkuri, rikkaruohonleikkuri, reunaleikkuri, moottorisaha, trimmeri, pylvässaha, multaaja, kultivaattori"],
["KONE","KUNTOSALI","MACHGym","MACH","Exercise bikes, weight machines, treadmill, all things fitness. See also OBJECTS-GYM","juoksumatto, eliptical, soutulaite, kuntopyörä, kiinteä polkupyörä, nordictrack, porraskiipeilijä."],
["KONE","HITECH","MACHTech","MACH","Think cool James Bond machines, big elaborate death traps, maybe Rube Goldberg type machines. See also SCIFI-MACHINE.","gadget, digitaalinen, kannettava"],
["KONE","LVI","MACHHvac","MACH","Furnaces, Air Conditioners. Fans go in MACHINES-FAN. A close up gas furnace flame would go to FIRE-GAS.","ilmastointi, ilmastointi, lämmitys."],
["KONE","TEOLLINEN","MACHInd","MACH","Big industrial presses, factory machines, industrial robots, any heavy manufacturing machines.","hydraulinen puristin, kokoonpanolinja, tislaamo, lyöntipuristin, muotopuristin+F437:F450"],
["KONE","MEKANISMI","MACHMech","MACH","Complex mechanical smaller machines and gadgets, puzzle boxes that open portals to hell. Usually smaller devices.","palapelilaatikko, rube goldberg, vempaimia"],
["KONE","SAIRAALA","MACHMed","MACH","Machines typically found in a hospital, medical lab or Doctor's office.","röntgenkoneet, mri, kissakuvaus, lemmikkieläinten kuvaus, verenpainekone, laboratoriotestikone, sentrifugi, hengityskone, defibrillaattori"],
["KONE","SEKALAINEN","MACHMisc","MACH","Machine sounds not fitting another category in this list. See also MOTOR category.","sekalaiset"],
["KONE","TOIMISTO","MACHOffc","MACH","Machines typically found in an office, such as printers and copy machines.","faksi, faksilaite, telekopiolaite, kopiokone, tulostin, silppuri, kopiokone, valokopiokone, monistuskone, lasertulostin, mustesuihku, paperisilppuri, piirturi, plotteri"],
["KONE","PUMPPU","MACHPump","MACH","Air or water pumps, fish tank aquarium pumps, sump pumps. Air compressors would fall into this category.","vesipumppu, öljypumppu, kompressori, ilmakompressori"],
["TAIKA","ENKELIMÄINEN","MAGAngl","MAG","Angelic, Holy, Benevolent magic. The opposite of evil. Think choral tones and healing magic.","pyhä, taivaallinen, eteerinen, jumalallinen, hengellinen, autuaallinen, vanhurskas, pyhimys"],
["TAIKA","LUONNONVOIMA","MAGElem","MAG","Magic centered around elements, fire, water, ice. Think the movie Frozen type stuff.","tuli, vesi, maa, sähkö, ilma, tuuli, sähköinen, sähköinen."],
["TAIKA","PAHUUS","MAGEvil","MAG","Evil magic, ominous, dark magic. Voldemort type stuff.","pimeä, paholainen, kutsua, nekromania, voodoo, musta magia, kielletty"],
["TAIKA","SEKALAINEN","MAGMisc","MAG","Magic sounds not fitting another category in this list.","sekalaiset"],
["TAIKA","KATOAMINEN","MAGPoof","MAG","Shorter magic phrases, often for transforming, short 'turn you into a rabbit' type stuff.","chuff, foomp, blast"],
["TAIKA","KIMMELLYS","MAGShim","MAG","Glassy or chime-like shimmers, waves of particle type magic.","tuikkia, kimallus, kimallus, kellopuu, kellonsoitto, kimallus, kimallus, kimallus, kimallus, kimallus, kimallus, kimallus."],
["TAIKA","LOITSU","MAGSpel","MAG","Something complex for a spell being cast. Think Maleficent swirling green magic or weird vocal-ish spells.","noita, velho, velho, heittää, loitsu, loitsu, riimu, noituus, loitsu, kutsuminen, noituus, manaus, kirous, transsia"],
["MEKAANINEN","NAKSAHDUS","MECHClik","MECH","Short clicks, could be from button presses, things like that. Some confusion and overlap with MECHANICAL-SWITCH.","click, clack, snap, toggle, button, button"],
["MEKAANINEN","RATAS","MECHGear","MECH","A toothed cog, turning or grinding gears, complex gear mechanisms. Small clock gears would go in CLOCKS-MECHANICS.","hammaspyörä, hammasratas, hammaspyörä, hammasratas, hammaspyörä, hammaspyörä, vauhtipyörä"],
["MEKAANINEN","HYDRAULINEN & PAINEILMA","MECHHydr","MECH","Various hydraulic or pneumatic sounds, like on a self-closing door. Isolated hydraulics and pneumatics. See also DOORS-HYDRAULIC & PNEUMATIC for a complete door.","hydraulinen, pneumaattinen, paineistettu, venttiili"],
["MEKAANINEN","SALPA","MECHLtch","MECH","Latch, as in a briefcase latch, or a luggage latch.","lukko, lukitus, lukko, lukko, lukko, lukko, lukko, lukko, lukko, pultti"],
["MEKAANINEN","VIPU","MECHLvr","MECH","A sliding or switching lever. Train track lever, lever to turn on an electric chair. Old Frankenstein machine levers, breaker levers.","vipu, kytkin, klinkkeri, klinkkeri"],
["MEKAANINEN","LUKKO","MECHLock","MECH","A padlock, bicycle lock, or a locking mechanism. Door locks to go into DOORS-HARDWARE.","riippulukko, lukkorauta"],
["MEKAANINEN","SEKALAISET","MECHMisc","MECH","Mechanical sounds not fitting another category in this list.","sekalaiset"],
["MEKAANINEN","VÄKIPYÖRÄ","MECHPuly","MECH","An isolated recording of a pulley, or system of pulleys.","squeak, chirp, roll"],
["MEKAANINEN","RÄIKKÄ","MECHRtch","MECH","That sound a ratchet makes.","raksahdus, napsahdus, naksahdus, veto, kampi, vinssi"],
["MEKAANINEN","RELE","MECHRelay","MECH","Old train station counting board flipping. A old communications relay board.","flip, toggle, clack"],
["MEKAANINEN","RULLA","MECHRolr","MECH","Like a rolling conveyor belt, or something on a roller.","rulla, hihna, linja-akseli"],
["MEKAANINEN","KATKAISIJA","MECHSwtch","MECH","Basic and heavy switches, light switches, power switches. Some overlap or confusion with MECHANICAL-CLICK.","kytkin, naksahdus, naksahdus, nappi, napin painallus, painike"],
["METALLI","HAJOAMINEN","METLBrk","METL","Metal breaking, snaps, cracks, rips, shatters.","murtua, haljeta, repiä, murskata, rapistua."],
["METALLI","MURSKAUS & PIRSTALEET","METLCrsh","METL","Metal crashing and debris. Complex metal crashes, group metal crashes, metal debris falls.","törmäys, putoaminen, roskat"],
["METALLI","KITKA","METLFric","METL","Metal friction, stress, so scrapes, creaks, squeaks, squeals, screeches. Metal sounds caused by friction.","rasitus, raapiminen, narina, vinkuminen, kitinä, narina"],
["METALLI","KÄSITTELY","METLHndl","METL","Metal handling, handling metal objects. Some overlap with METAL-MOVEMENT possible.","käsitellä, tarttua, asettaa, poimia, laskea alas, heittää, ottaa kiinni."],
["METALLI","ISKU","METLImpt","METL","Metal single item impacts, so anvil hits, dropping something that doesn't break. Clangs, clunks, bangs.","osua, pudota, törmätä, kolahtaa, kolahtaa, kolahtaa, kolahtaa."],
["METALLI","SEKALAINEN","METLMisc","METL","Metal sounds not fitting another category in this list.","sekalaiset"],
["METALLI","LIIKE","METLMvmt","METL","Metal movement, so drag, roll, rattle, shake. Single or metal items moving. Or movement on a metal surface. See also METAL-HANDLE.","raahata, rullata, rätistä, ravistella"],
["METALLI","TONAALINEN","METLTonl","METL","Metal tonal, resonating, ringing, wronks and warps. Bending sheet metal, a singing bowl ringing, metal shinging.","jousi, soi, soi, soi, soi, vääntyy, taipuu, resonoi."],
["MOOTTORI","ANTIIKKI","MOTRAntq","MOTR","Old motors, usually combustion, so old oil pump engines, old compressors. An antique gas pump for example.","kerosiinimoottori, parafiinimoottori"],
["MOOTTORI","POLTTOMOOTTORI","MOTRComb","MOTR","Non-vehicle combustion engines. Combustion motors, generators. Isolated engine recordings.","dieselmoottori, kaasumoottori, polttomoottori, kaksitahtimoottori"],
["MOOTTORI","SÄHKÖ","MOTRElec","MOTR","Non-vehicle electric motors. Any motor that runs on electricity. An isolated electric motor. See also TOOLS-POWER.","hammasharja, sähköpartahöylä, sähkömoottori, roskienkäsittelylaite, hammaslääkärin porakone"],
["MOOTTORI","SEKALAINEN","MOTRMisc","MOTR","Motor sounds not fitting another category in this list.","sekalaiset"],
["MOOTTORI","SERVO","MOTRSrvo","MOTR","Specifically servo motors, from robot, to radio controlled servos. Clean isolated servos.","robotti, rc-auto, kameran tarkennus, auton antenni, tulostin"],
["MOOTTORI","TURBIINI","MOTRTurb","MOTR","Turbines, water or air. That classic 'whine' power up and down are usually turbines. A jet engine is a turbine.","tuulimylly, lentokone, ilma-alus, generaattori"],
["LIIKEHDINTÄ","TOIMINNALLINEN","MOVEActv","MOVE","Crowds moving but also performing activities, cleaning, moving boxes. Clean recordings with no vocals. See MOVEMENT-HUMAN for Single activity.","toiminta, muutto, siivous, ostokset, pakkausten purkaminen"],
["LIIKEHDINTÄ","ELÄIN","MOVEAnml","MOVE","Group animal movement, individual feet go to FOOTSTEPS-ANIMAL or FOOTSTEPS-HORSE. But think herds of grazing animals, stampedes.","ryntäys, lauma, rynnäkkö, tallaus, ryntäys, ryntäily"],
["LIIKEHDINTÄ","OLIO","MOVECrea","MOVE","Slithering Dragons, Gooey Zombie Movement.","ryömiä, ryömiä, liukua, kiemurrella, kiemurrella, kiemurtelua"],
["LIIKEHDINTÄ","VÄKIJOUKKO","MOVECrwd","MOVE","Groups of people milling or walking. Usually mostly just recordings of group footsteps in real locations. No vocals. Compare to MOVEMENT-ACTIVITY.","kävellä, juosta, marssia, myllyä, huitoa, ryntäillä, istua, seistä, maata, liukastua, hypätä, hypätä, hypätä"],
["LIIKEHDINTÄ","IHMINEN","MOVEHmn","MOVE","Movement of single human, aside from footsteps, standing, sitting, shuffe. Some overlap or confusion with FOOTSTEP-HUMAN or MOVEMENT-ACTIVITY.","kävellä, juosta, marssia, myllyä, sekoittaa, sekoittaa, istua, seistä, valehdella, liukastua, hypätä, hypätä, hypätä"],
["LIIKEHDINTÄ","HYÖNTEINEN","MOVEInsc","MOVE","Group insects, footsteps, movement, swarms, spiders, locusts. Swarms of flying insects here too, bees, flies. Overlap with ANIMALS-INSECT or AMBIENCE-INSECT.","parvi, pesä, mehiläispesä, liukastella, toukat"],
["LIIKEHDINTÄ","SEKALAINEN","MOVEMisc","MOVE","Movement sounds not fitting another category in this list.","sekalaiset"],
["LIIKEHDINTÄ","PREESENS","MOVEPres","MOVE","Very light movement, people in church adjusting, people on church pews. Again, recordings without vocals. Compare to MOVEMENT-ACTIVITY and MOVEMENT-CROWD.","säätää, sekoittaa, sekoittaa, sekoittaa, kevyt liikkuminen, siirtyminen"],
["MUSIIKKI","SOITTOKELLO","MUSCBell","MUSC","Specifically musical bells, tuned bells, think Tubular bells or hand bells. See also the BELL category for non-musical uses. BELL-GONG is older and this is a better fit.","putkikellot, soittokello, gamelan, laulava kulho, käsikello, lehmänkello, gong, gamelan, agung, kulhogong, tam-tam."],
["MUSIIKKI","PUHALLIN","MUSCBrass","MUSC","Brass musical instruments, trumpets, tuba, french horn.","tuuba, käyrätorvi, pasuuna, pasuuna, trumpetti, mellofoni, euforium, sousafoni, siipitorvi, käyrätorvi, saksofoni, käyrätorvi."],
["MUSIIKKI","KELLO","MUSCChim","MUSC","Wind chimes, bell trees, Tinkerbell type magic chimes.","tuulikello, kellopuu, helinä, tuiki, tuiki, kimmeltää"],
["MUSIIKKI","KUORO","MUSCChor","MUSC","Choir pieces, choral, not for 'designed type vocally stuff'.","kuoro, kuorolaulu, gospel, kirkko"],
["MUSIIKKI","KOKEELLINEN","MUSCExpr","MUSC","Strange or wierdly modified instruments, exotic instruments, prepared instruments like a prepared piano.","theremin, lasiarmonikka, pyrofoni, stylofoni, kristallibasketti, sähköistetty kaktus, aeolian tuuliharppu"],
["MUSIIKKI","INSTRUMENTTI","MUSCInst","MUSC","Various instruments that don't have a home in the other MUSICAL categories.","instrumentti"],
["MUSIIKKI","KOSKETINSOITIN","MUSCKeyd","MUSC","Keyed Instruments, such as pianos and harpsichord. For synthesizer though see MUSICAL-SYNTHESIZED.","piano, urut, cembalo, harmonikka, melodica, sello, spinetti, klavinetti, klavikordi, harmonium, dulcitone."],
["MUSIIKKI","LOOP","MUSCLoop","MUSC","For looping musical phrases, sampled loops.","musiikkisilmukoita, näytesilmukoita, rumpusilmukoiden"],
["MUSIIKKI","SEKALAINEN","MUSCMisc","MUSC","Music sounds not fitting another category in this list. Hopefully rarely needed.","sekalaiset, harmonikka, kasoo"],
["MUSIIKKI","PERKUSSIO","MUSCPerc","MUSC","Drums and percussion, including deep timpani or big war drums. Mainly meant for true membrane instruments, also see MUSICAL-TUNED PERCUSSION","timpani, kattorumpu, bassorumpu, tommit, sotarummut, taiko, potkurumpu, pikkurumpu, pikkurumpu"],
["MUSIIKKI","VIRITETYT PERKUSSIOT","MUSCTnprc","MUSC","Tuned percussion mostly played with mallets, Xylophones, Vibraphones, etc.","glockenspiel, ksylofoni, vibrafoni, metallofoni, lyyra, teräsrumpu, marimba."],
["MUSIIKKI","ESITYKSET","MUSCPrfm","MUSC","A musical performance, or warm-up, a live musical act, a street musican, high school band. If a mixed ambience, look to AMBIENCE categories, like PUBLIC PLACE.","bändi, katumuusikko, live-konsertti, show, yökerho, "],
["MUSIIKKI","NÄPPÄILYSOITTIMET","MUSCPluck","MUSC","Guitars, Banjos, Harps, instruments that are mainly plucked when played. See also MUSICAL-STRINGED.","kitara, banjo, ukelele, harppu, akustinen kitara, bassokitara, mandoliini, balalaika, sitar, pipa, peukalopiano, leukaharppu, sitra, balalaika, autoharppu, kora, luuttu, lyra, oud, tambura, karimba."],
["MUSIIKKI","SAMPLE","MUSCSmpl","MUSC","Musical samples. Single triggered samples, not loops, which has its own subcategory here.","näytteet, raakanäytteet, one-shot"],
["MUSIIKKI","HELISTIMET","MUSCShake","MUSC","Shaken musical instruments, rattles, tamourines.","maracas, tamburiini, rattles, rainstick, shekere , egg shaker, chajchas, monkey stick, katsa, sistrum, shaker, cabasa"],
["MUSIIKKI","KAPPALE & FRAASI","MUSCSong","MUSC","Complete musical pieces, songs as ringtones, car music bys. See also MUSICAL-PERFORMANCE which is a better fit for 'live performances'.","musiikki, soitin piano, soittoääni, musiikkiauto, fraasi, fraasi"],
["MUSIIKKI","FRAASI","MUSCStngr","MUSC","A short musical phrase or accent, like a horror 'string' sting. A big pitching cello note. But musical in nature.","musiikkipistooli, uutispistooli, otsikko"],
["MUSIIKKI","KIELISOITIN","MUSCStr","MUSC","Bowed string instruments like violin, cello, viola. Harp probably now goes to MUSICAL-PLUCKED.","viulu, sello, alttoviulu, violoncello, basso, kontrabasso"],
["MUSIIKKI","SYNTETISAATTORI","MUSCSynth","MUSC","Synth samples, musical synth performances. Some overlap with MUSICAL-SAMPLE, but this meant for more than simple triggered samples.","syntetisaattori, moog, casio, roland, arp, syntetisaattori, oberheim, minimoog, yamaha, korg"],
["MUSIIKKI","LELU","MUSCToy","MUSC","Toys that play musical phrases, also music boxes would go here.","soittorasia, jack in the box"],
["MUSIIKKI","PUUPUHALLIN","MUSCWind","MUSC","Woodwind instruments like flute, oboe, bassoon, clarinet.","huilu, piccolohuilu, oboe, fagotti, salakieli, klarinetti, saksofoni, bassoklarinetti, ney, bansuri, kaval, panhuilu, xiao, viulu, "],
["LUONNON KATASTROFI","LUMIVYÖRY","NATDAval","NATD","Composite big movements of sliding, falling earth, landslides, mudslides. This category often for big hollywood versions of these types of sound.","maanvyöry, mutavyöry"],
["LUONNON KATASTROFI","MAANJÄRISTYS","NATDQuak","NATD","Composite and complex earthquake rumbles and rattles. This category often for big hollywood versions of these types of sound.","maanjäristys, ryminä, kolina, halkeama, lfe, lfe"],
["LUONNON KATASTROFI","SEKALAINEN","NATDMisc","NATD","Natural Disaster sounds not fitting another category in this list.","sekalaiset"],
["LUONNON KATASTROFI","TORNADO","NATDTorn","NATD","Composite tornado sounds, layered and created massive tornadoes. This category often for big hollywood versions of these types of sound.","pyörremyrsky, pyörre, vesipyörre"],
["LUONNON KATASTROFI","TSUNAMI","NATDTsun","NATD","Composite tidal wave or tsunami scenes, layered and created. This category often for big hollywood versions of these types of sound.","hyökyaalto, tsunami"],
["LUONNON KATASTROFI","TAIFUUNI","NATDThyp","NATD","Composite typhoons, cyclones or hurricanes. Massive swirling storms. This category often for big hollywood versions of these types of sound.","taifuuni, hurrikaani, pyörremyrsky, trooppinen myrsky."],
["LUONNON KATASTROFI","TULIVUORI","NATDVolc","NATD","Composite big volcano eruptions. Lava, lava bombs, eruptions. This category often for big hollywood versions of these types of sound. See also GEOTHERMAL-LAVA.","purkaus, laava, laavapommit, purkaukset, pyroklastit"],
["ESINE","LAUKKU","OBJBag","OBJ","Bags and purses, shopping bags, lunch bags. Really any bag, except Luggage which would go to OBJECTS-LUGGAGE.","duffeli, reppu, selkäreppu, käsilaukku, käsilaukku, olkalaukku, kameralaukku."],
["ESINE","KIRJA","OBJBook","OBJ","Books, magazines, sounds relating to these. Handling particularly. Some overlap or confusion with PAPER-HANDLE.","kirja, kansi, aikakauslehti, katalogi, oppikirja, sanakirja, tome, volyymi, raamattu, julkaisu"],
["ESINE","KOLIKKO","OBJCoin","OBJ","Coins land, toss, drop, handle. Coins being counted, sorted. A bag of coins.","toss, flip, ping, dump, spin, piggy bank, clink, coinage, loose change, change, silver dollar, penny, nickel, dime, quarter"],
["ESINE","RASIA","OBJCont","OBJ","Boxes, tupperware, jewelry boxes, things that hold things, lids, handling, opens and closes.","laatikko, pahvilaatikko, säiliö, pakkaus, korurasia, muovisäiliö, kansi, tupperware, kapseli, leipälaatikko, kanisteri, työkalulaatikko, pillerilaatikko."],
["ESINE","PUUTARHA","OBJFash","OBJ","Shoes, belts, clothes, actions involding fashion objects. Makeup, lipstick, etc. Some overlap possible with CLOTH categories. See also OBJECTS-JEWELRY. And OBJECTS-BAG.","kengät, saappaat, ripsiväri, huulipuna, meikki, vyö, liivit, huivi, korkokengät, eyeliner, aurinkolasit, silmälasit, lompakko, hattu, hanskat, kellot, huivi, sukat, huivi, otsanauha, solmio, solmio, muffinssi, sukkanauhat, aamutakki, nenäliina, kaapu, nenäliina"],
["ESINE","KUNTOSALI","OBJFurn","OBJ","Chairs movement, couch movement, things like that. Wood chair creaks could go in WOOD-FRICTION.","chesterfield, sohva, keinutuoli, pöytä, tuoli, lepotuoli, jakkara, kaappi, kirjahylly, sänky, sohva, lipasto."],
["ESINE","MUOTI","OBJGrdn","OBJ","Flower pots, bird feeders, things that you might find and use in a garden. See also TOOLS-GARDEN and MACHINES-GARDEN.","kukkaruukku, puutarhaveistos, letku, hana, kastelukannu, lintujen ruokinta, kompostori"],
["ESINE","HUONEKALU","OBJGym","OBJ","Objects found in a fitness center or school gym, maybe a yoga mat, dumbells. See also MACHINES-GYM.","Paino, käsipaino, tanko, matto, painopenkki, hyppynaru, jumppapallo, joogamatto, painopenkki, vastuskuminauha, käsipaino, jumppapallo, kuntopallo, kuntopallo"],
["ESINE","KOTITALOUS","OBJHsehld","OBJ","Cleaning products, hangers, towel racks, things around the house that don't fit somewhere else.","koti, koti, talo"],
["ESINE","KORU","OBJJewl","OBJ","Bracelets, necklaces, rings.","rannekoru, kaulakoru, kruunu, korvakoru, sormus, sormus, riipus, solmioneula, kalvosinnappi, kalvosinnapit."],
["ESINE","AVAIN","OBJKey","OBJ","Keys jingling, keys movement in lock.","avaimenperä, avaimenperä, avaimenperä, avaimenperä, avaimenperä."],
["ESINE","MATKATAVARA","OBJLug","OBJ","Suitcases, luggage related sounds, handling, opening, packing.","matkalaukku, matkatavarat, pussukka, duffel bag, duffel"],
["ESINE","SAIRAALA & APTEEKKI","OBJMed","OBJ","Common objects in hospital or medical office.","käsikäyttöinen verenpainemittari, stetoskooppi, kumihanskat, puristin, ruisku, voimapihdit"],
["ESINE","SEKALAINEN","OBJMisc","OBJ","Object sounds not fitting another category in this list.","sekalaiset"],
["ESINE","TOIMISTO","OBJOffc","OBJ","Things found in an office, staplers, paper cutter etc. Not machines like a printer which would go in MACHINES-OFFICE.","nitoja, paperileikkuri, rei'itysleikkuri, sakset, paperilokero, paperipaino, kansio, kansiot, raportti"],
["ESINE","PAKKAUS","OBJPack","OBJ","Items commonly used in packaging or packing, so bubblewrap, styrofoam, labels, food packaging.","pahvi, styroksi, pakkausmurskat, etiketit, pakkauspaperi, kuplamuovikelmu"],
["ESINE","TEIPPI","OBJTape","OBJ","Tape and other tacky sticky type sounds as well. Velco probably better into CLOTH-RIP as that matches the 'sound' better.","teippi, tarranauha, kärpäspaperi, liima, pakkausteippi, maalarinteippi, ilmastointiteippi, gaffer-teippi, skotch-teippi, kaksinkertainen teippi"],
["ESINE","SATEENVARJO","OBJUmbr","OBJ","Umbrella opens and closes. Not for rain on umbrella, which would go in RAIN-CLOTH.","ravistaa, kolisee, paukkuu, kolahtaa..."],
["ESINE","KÄRRY","OBJWhled","OBJ","Non-motorized wheeled carts and dollies. Shopping cart, food cart, baggage cart, baby stroller, dolly, wheelchairs.","lastenvaunut, lastenrattaat, lastenrattaat, pyörätuoli, rattaat, rattaat, kärryt, kantotuoli, rattaat."],
["ESINE","KIRJOITUS","OBJWrite","OBJ","Any writing object or performance of writing on any surface. Pens, pencils, crayons, markers.","kynä, lyijykynä, merkkauskynä, liitu, väriliitu, kuivapyyhintätaulu, tussi, allekirjoitus"],
["ESINE","VETOKETJU","OBJZipr","OBJ","Pant zippers, bag zippers, luggage zippers.","vetoketju, housut, takki, teltta, kassi"],
["PAPERI","LEPATUS","PAPRFltr","PAPR","Paper and Cardboard. Tossing a group of pages or a book in the air, money flutters as it falls to the ground. Confetti.","räpyttely, läppä, putoaminen, konfetti, pahvi, paperi"],
["PAPERI","KITKA","PAPRFric","PAPR","Paper and Cardboard. Sliding paper or scraping paper.","liukuminen, raapiminen, kartonki, paperi"],
["PAPERI","KÄSITTELY","PAPRHndl","PAPR","Paper and Cardboard. Page turns, magazine handling. Books dropping. Handling paper money. Some overlap or confusion with OBJECTS-BOOK.","kääntää, sivuttaa, selata, selata, tutkia, pahvi, paperi"],
["PAPERI","ISKU","PAPRImpt","PAPR","Paper and Cardboard. Heavy paper hits, a rolled up newspaper thwack, a magazine hitting something.","paperi lyödä, läimäyttää, läpsäyttää, sanomalehti, aikakauslehti, pahvi, paperi"],
["PAPERI","SEKALAINEN","PAPRMisc","PAPR","Paper and Cardboard. Paper sounds not fitting another category in this list.","sekalaiset"],
["PAPERI","REPIMINEN","PAPRRip","PAPR","Paper and Cardboard. Ripping paper, paper tears.","repiä, repiä, silputa, kartonki, paperi"],
["PAPERI","TONAALINEN","PAPRTonl","PAPR","Paper and Cardboard. Not very common, but tonal paper sounds.","tonaalinen, laulava, soiva, paperi, pahvi, kartonki"],
["MUOVI","HAJOAMINEN","PLASBrk","PLAS","Plastic breaking, crunches, rips, shatters.","break, crack, repiä, murskata, murskata, rapistua, crunch"],
["MUOVI","MURSKAUS & PIRSTALE","PLASCrsh","PLAS","Plastic crashing, groups items falling, group destruction, plastic debris.","putoaa, törmää, roskia"],
["MUOVI","KITKA","PLASFric","PLAS","Plastic friction, such as scrapes, creaks, squeaks, screeching.","stressi, raapiminen, narina, vinkuminen, narina, narina"],
["MUOVI","KÄSITTELY","PLASHndl","PLAS","Plastic handling, handling a toy or remote control. Some overlap with PLASTIC-MOVEMENT possible.","käsitellä, tarttua, asettaa, noutaa, laskea alas, heittää, ottaa kiinni"],
["MUOVI","ISKU","PLASImpt","PLAS","Plastic item impact. Hit, drop, big plastic impacts where item does not break. Dropping a plastic object.","lyödä, pudottaa, iskeä"],
["MUOVI","SEKALAISET","PLASMisc","PLAS","Plastic sounds not fitting another category in this list.","sekalaiset"],
["MUOVI","LIIKE","PLASMvmt","PLAS","Plastic movement, dragging plastic or drag on plastic, rattles, shakes. See also PLASTIC-HANDLE.","vetää, rullaa, kolisee, ravistaa"],
["MUOVI","TONAALINEN","PLASTonl","PLAS","Plastic tonal sounds, with a musical quality. Probably pretty rare.","tonaalinen, laulava, soiva"],
["SADE","VAATE","RAINClth","RAIN","Rain on cloth, like a person's clothes, or more likely a patio umbrella, awning.","sade, kangas, takki, sateenvarjo, puuvillaa"],
["SADE","KIVI","RAINConc","RAIN","Rain on asphalt or concrete or patio tile. Rain on a hard slappy solid surface.","sade, sementti, jalkakäytävä, asfaltti."],
["SADE","SEKALAINEN","RAIN","RAIN","General downpour, rain on mixed materials.","sade, sadekuuro, kaatosade"],
["SADE","LASI","RAINGlas","RAIN","Rain on a glass roof like a sunroof, or rain blown against a window as well.","sade, lasi, kattoikkuna, ikkuna, kattoluukku, kasvihuone, kasvihuone"],
["SADE","INTERIÖÖRI","RAINInt","RAIN","Interior recordings of Rain, from inside house or barn, or vehicle.","sade, sadekuuro, sisätilojen sade, tuulilasin sade, sade katolla"],
["SADE","METALLI","RAINMetl","RAIN","Rain on a metal surface, so exterior rain on a car, or metal sheet, metal roof.","sade, metalli, auto, tölkki, peltinen, katto, katto"],
["SADE","MUOVI","RAINPlas","RAIN","Rain on plastic or vinyl surfaces, like a grill cover, or a plastic shed.","sade, muovi, vinyyli, pleksilasi"],
["SADE","KASVILLISUUS","RAINVege","RAIN","Rain on plants, leaves and grass. Jungle or tropical rain on plant leaves.","Sade metallipinnalle, siis sade autolle tai metallilevylle jne."],
["SADE","VESI","RAINWatr","RAIN","Rain on water, puddles, lakes, ponds.","sade, lätäkkö, järvi, lampi"],
["SADE","PUU","RAINWood","RAIN","Rain on wood surfaces, so a deck for example.","sade, puu, kansi, katto, vaja, lattia"],
["ROBOTTI","SEKALAINEN","ROBTMisc","ROBT","Robot sounds not fitting another category in this list.","automaatti, droid, robotti"],
["ROBOTTI","LIIKE","ROBTMvmt","ROBT","Complex robot movement, servos, possible robot hovering and flying. See also MOTORS-SERVO.","servo, solenoidi, mekanismi, pneumaattinen, hydraulinen, droid, robotti."],
