[["LUFT","BLÅSE","AIRBlow","AIR","Steady air blows, like from a compressed can of air.","trykkluft, trykkavlastning, slipp, pust, sputter, flagre, rensing"],
["MEKANISK","FLAPP","MECHRelay","MECH","Old train station counting board flipping. A old communications relay board.","snu, veksle, klakke"],
["MEKANISK","RULLENDE","MECHRolr","MECH","Like a rolling conveyor belt, or something on a roller.","rull, belte, lineaksel"],
["MEKANISK","KNAPP","MECHSwtch","MECH","Basic and heavy switches, light switches, power switches. Some overlap or confusion with MECHANICAL-CLICK.","bytte, klikk, klikk, veksle, knapp"],
["METALL","KNUSE","METLBrk","METL","Metal breaking, snaps, cracks, rips, shatters.","bryte, knekke, rive, knuse, knase"],
["METALL","KRÆSJ OG FRAGMENTER","METLCrsh","METL","Metal crashing and debris. Complex metal crashes, group metal crashes, metal debris falls.","krasj, fall, rusk"],
["METALL","FRIKSJON","METLFric","METL","Metal friction, stress, so scrapes, creaks, squeaks, squeals, screeches. Metal sounds caused by friction.","stress, skrape, knirke, knirke, skrike"],
["METALL","HÅNDTERING","METLHndl","METL","Metal handling, handling metal objects. Some overlap with METAL-MOVEMENT possible.","håndtere, gripe, sette, hente, sette ned, kaste, fange"],
["METALL","SLAG OG TREFF","METLImpt","METL","Metal single item impacts, so anvil hits, dropping something that doesn't break. Clangs, clunks, bangs.","treff, slipp, støt, krasj, klunker, klirrer"],
["METALL","DIVERSE","METLMisc","METL","Metal sounds not fitting another category in this list.","Diverse"],
["METALL","BEVEGELSE","METLMvmt","METL","Metal movement, so drag, roll, rattle, shake. Single or metal items moving. Or movement on a metal surface. See also METAL-HANDLE.","dra, rulle, skrangle, riste"],
["METALL","TONAL","METLTonl","METL","Metal tonal, resonating, ringing, wronks and warps. Bending sheet metal, a singing bowl ringing, metal shinging.","bue, ring, wronk, shing, deformere, bøye, resonere"],
["MOTORER","GAMMEL","MOTRAntq","MOTR","Old motors, usually combustion, so old oil pump engines, old compressors. An antique gas pump for example.","parafinmotor, parafinmotor"],
["MOTORER","FORBRENNINGSMOTOR","MOTRComb","MOTR","Non-vehicle combustion engines. Combustion motors, generators. Isolated engine recordings.","dieselmotor, gassmotor, forbrenningsmotor, totaktsmotor"],
["MOTORER","ELEKTRISK","MOTRElec","MOTR","Non-vehicle electric motors. Any motor that runs on electricity. An isolated electric motor. See also TOOLS-POWER.","tannbørste, elektrisk barberhøvel, elektrisk motor, søppeltømming, tannlegebor"],
["MOTORER","DIVERSE","MOTRMisc","MOTR","Motor sounds not fitting another category in this list.","Diverse"],
["MOTORER","SERVO","MOTRSrvo","MOTR","Specifically servo motors, from robot, to radio controlled servos. Clean isolated servos.","robot, rc-bil, kamerafokus, bilantenne, skriver"],
["MOTORER","TURBIN","MOTRTurb","MOTR","Turbines, water or air. That classic 'whine' power up and down are usually turbines. A jet engine is a turbine.","vindmølle, fly, fly, generator"],
["BEVEGELSE","AKTIVITET","MOVEActv","MOVE","Crowds moving but also performing activities, cleaning, moving boxes. Clean recordings with no vocals. See MOVEMENT-HUMAN for Single activity.","aktivitet, flytting, rydding, shopping, utpakking"],
["BEVEGELSE","DYR","MOVEAnml","MOVE","Group animal movement, individual feet go to FOOTSTEPS-ANIMAL or FOOTSTEPS-HORSE. But think herds of grazing animals, stampedes.","stampede, flokk, ladning, trampe, forvrenge"],
["BEVEGELSE","VESEN","MOVECrea","MOVE","Slithering Dragons, Gooey Zombie Movement.","skli, krype, skli, vri seg, vri seg"],
["BEVEGELSE","FOLKEMENGDE","MOVECrwd","MOVE","Groups of people milling or walking. Usually mostly just recordings of group footsteps in real locations. No vocals. Compare to MOVEMENT-ACTIVITY.","gå, løpe, marsjere, male, stokke, krangle, sitte, stå, ligge, skli, hoppe, hoppe over"],
["BEVEGELSE","MENNESKE","MOVEHmn","MOVE","Movement of single human, aside from footsteps, standing, sitting, shuffe. Some overlap or confusion with FOOTSTEP-HUMAN or MOVEMENT-ACTIVITY.","gå, løpe, marsjere, male, stokke, krangle, sitte, stå, ligge, skli, hoppe, hoppe over"],
["BEVEGELSE","INSEKT","MOVEInsc","MOVE","Group insects, footsteps, movement, swarms, spiders, locusts. Swarms of flying insects here too, bees, flies. Overlap with ANIMALS-INSECT or AMBIENCE-INSECT.","sverm, bikube, bikube, sklir, larver"],
["BEVEGELSE","DIVERSE","MOVEMisc","MOVE","Movement sounds not fitting another category in this list.","Diverse"],
["BEVEGELSE","NÆRVÆR","MOVEPres","MOVE","Very light movement, people in church adjusting, people on church pews. Again, recordings without vocals. Compare to MOVEMENT-ACTIVITY and MOVEMENT-CROWD.","justere, stokke, slå, lett bevegelse, skifte"],
["MUSIKALSK","KLOKKER","MUSCBell","MUSC","Specifically musical bells, tuned bells, think Tubular bells or hand bells. See also the BELL category for non-musical uses. BELL-GONG is older and this is a better fit.","rørbjeller, klokkespill, gamelan, sangskål, håndklokke, kuklokke, gong, gamelan, agung, bollegong, tam-tam"],
["MUSIKALSK","MESSING","MUSCBrass","MUSC","Brass musical instruments, trumpets, tuba, french horn.","tuba, fransk horn, trombone, trompet, mellofon, euphorium, sousafon, flugelhorn, bugle, sakshorn, kornett"],
["MUSIKALSK","KIME","MUSCChim","MUSC","Wind chimes, bell trees, Tinkerbell type magic chimes.","vindklokke, klokketre, klinge, blinke, skimre"],
["MUSIKALSK","KOR","MUSCChor","MUSC","Choir pieces, choral, not for 'designed type vocally stuff'.","kor, kor, gospel, kirke"],
["MUSIKALSK","EKSPERIMENTELL","MUSCExpr","MUSC","Strange or wierdly modified instruments, exotic instruments, prepared instruments like a prepared piano.","theremin, glass armonica, pyrofon, stylofon, kristalbasket, elektrifisert kaktus, eolisk vindharpe"],
["MUSIKALSK","INSTRUMENT","MUSCInst","MUSC","Various instruments that don't have a home in the other MUSICAL categories.","instrument"],
["MUSIKALSK","KLAVIATURINSTRUMENTER","MUSCKeyd","MUSC","Keyed Instruments, such as pianos and harpsichord. For synthesizer though see MUSICAL-SYNTHESIZED.","piano, orgel, cembalo, trekkspill, melodica, celesta, spinett, klavinet, klavikord, harmonium, dulcitone"],
["MUSIKALSK","LOOP","MUSCLoop","MUSC","For looping musical phrases, sampled loops.","musikkløkker, prøveløkker, trommeløkker"],
["MUSIKALSK","DIVERSE","MUSCMisc","MUSC","Music sounds not fitting another category in this list. Hopefully rarely needed.","diverse, munnspill, kazoo"],
["MUSIKALSK","RYTME","MUSCPerc","MUSC","Drums and percussion, including deep timpani or big war drums. Mainly meant for true membrane instruments, also see MUSICAL-TUNED PERCUSSION","pauker, kjeletromme, basstromme, toms, krigstrommer, taiko, sparktromme, skarptromme"],
["MUSIKALSK","SLAGINSTRUMENTER","MUSCTnprc","MUSC","Tuned percussion mostly played with mallets, Xylophones, Vibraphones, etc.","klokkespill, xylofon, vibrafon, metallofon, klokkelyre, ståltromme, marimba"],
["MUSIKALSK","MUSIKALSK INNSLAG","MUSCPrfm","MUSC","A musical performance, or warm-up, a live musical act, a street musican, high school band. If a mixed ambience, look to AMBIENCE categories, like PUBLIC PLACE."," band, gatemusiker, live konsert, show, nattklubb,"],
["MUSIKALSK","KLIMPREINSTRUMENTER","MUSCPluck","MUSC","Guitars, Banjos, Harps, instruments that are mainly plucked when played. See also MUSICAL-STRINGED.","gitar, banjo, ukelele, harpe, akustisk gitar, bassgitar, mandolin, balalaika, sitar, pipa, tommelpiano, kjeveharpe, siter, balalaika, autoharpe, kora, lut, lyre, oud, tambura, karimba"],
["MUSIKALSK","SAMPLE","MUSCSmpl","MUSC","Musical samples. Single triggered samples, not loops, which has its own subcategory here.","prøver, råprøver, one-shot"],
["MUSIKALSK","SLAGINSTRUMENTER","MUSCShake","MUSC","Shaken musical instruments, rattles, tamourines.","maracas, tamburin, rangler, rainstick, shekere, egg shaker, chajchas, monkey stick, katsa, sistrum, shaker, cabasa"],
["MUSIKALSK","SANG OG FRASERING","MUSCSong","MUSC","Complete musical pieces, songs as ringtones, car music bys. See also MUSICAL-PERFORMANCE which is a better fit for 'live performances'.","musikk, spiller piano, ringetone, musikalsk bil av, frase"],
["MUSIKALSK","STINGER","MUSCStngr","MUSC","A short musical phrase or accent, like a horror 'string' sting. A big pitching cello note. But musical in nature.","musikkstikk, nyhetsstikk, tittel"],
["MUSIKALSK","STRENGER","MUSCStr","MUSC","Bowed string instruments like violin, cello, viola. Harp probably now goes to MUSICAL-PLUCKED.","fiolin, cello, bratsj, cello, bass, kontrabass"],
["MUSIKALSK","ELEKTRONISKE INSTRUMENTER","MUSCSynth","MUSC","Synth samples, musical synth performances. Some overlap with MUSICAL-SAMPLE, but this meant for more than simple triggered samples.","synth, moog, casio, roland, arp, synthesizer, oberheim, minimoog, yamaha, korg"],
["MUSIKALSK","LEKE","MUSCToy","MUSC","Toys that play musical phrases, also music boxes would go here.","musikkboks, jack i boksen"],
["MUSIKALSK","TREBLÅS","MUSCWind","MUSC","Woodwind instruments like flute, oboe, bassoon, clarinet."," fløyte, piccolo, obo, fagott, blokkfløyte, klarinett, saksofon, bassklarinett, ney, bansuri, kaval, panfløyte, xiao, fife,"],
["NATURKATASTROFE","SNØSKRED","NATDAval","NATD","Composite big movements of sliding, falling earth, landslides, mudslides. This category often for big hollywood versions of these types of sound.","ras, jordskred"],
["NATURKATASTROFE","JORDSKELV","NATDQuak","NATD","Composite and complex earthquake rumbles and rattles. This category often for big hollywood versions of these types of sound.","jordskjelv, rumling, rasling, sprekk, lfe"],
["NATURKATASTROFE","DIVERSE","NATDMisc","NATD","Natural Disaster sounds not fitting another category in this list.","Diverse"],
["NATURKATASTROFE","TORNADO","NATDTorn","NATD","Composite tornado sounds, layered and created massive tornadoes. This category often for big hollywood versions of these types of sound.","twister, virvel, vanntut"],
["NATURKATASTROFE","TSUNAMI","NATDTsun","NATD","Composite tidal wave or tsunami scenes, layered and created. This category often for big hollywood versions of these types of sound.","flodbølge, tsunami"],
["NATURKATASTROFE","TYFON","NATDThyp","NATD","Composite typhoons, cyclones or hurricanes. Massive swirling storms. This category often for big hollywood versions of these types of sound.","tyfon, orkan, syklon, tropisk storm"],
["NATURKATASTROFE","VULKAN","NATDVolc","NATD","Composite big volcano eruptions. Lava, lava bombs, eruptions. This category often for big hollywood versions of these types of sound. See also GEOTHERMAL-LAVA.","utbrudd, lava, lavabomber, utbrudd, pyroklast"],
["TING","BAG","OBJBag","OBJ","Bags and purses, shopping bags, lunch bags. Really any bag, except Luggage which would go to OBJECTS-LUGGAGE.","duffle, ryggsekk, ryggsekk, veske, veske, skulderveske, kameraveske"],
["TING","BOK","OBJBook","OBJ","Books, magazines, sounds relating to these. Handling particularly. Some overlap or confusion with PAPER-HANDLE.","bok, omslag, magasin, katalog, lærebok, ordbok, tome, bind, bibel, publikasjon"],
["TING","MYNT","OBJCoin","OBJ","Coins land, toss, drop, handle. Coins being counted, sorted. A bag of coins.","kaste, snu, pinge, dumpe, spinne, sparegris, klirre, mynt, løsveksel, bytte, sølvdollar, penny, nikkel, krone, kvart"],
["TING","BEHOLDER","OBJCont","OBJ","Boxes, tupperware, jewelry boxes, things that hold things, lids, handling, opens and closes.","boks, pappeske, beholder, pakke, smykkeskrin, plastbeholder, lokk, tupperware, kapsel, brødboks, beholder, verktøykasse, pilleboks"],
["TING","HAGE","OBJFash","OBJ","Shoes, belts, clothes, actions involding fashion objects. Makeup, lipstick, etc. Some overlap possible with CLOTH categories. See also OBJECTS-JEWELRY. And OBJECTS-BAG.","sko, støvler, mascara, leppestift, sminke, belte, sash, skjerf, høye hæler, eyeliner, solbriller, briller, lommebok, lue, hansker, klokker, sjal, sokker, bandana, pannebånd, slips, muffer, seler, kappe, lommetørkle"],
["TING","TRENINGSUTSTYR","OBJFurn","OBJ","Chairs movement, couch movement, things like that. Wood chair creaks could go in WOOD-FRICTION.","chesterfield, sofa, gyngestol, bord, stol, loveseat, krakk, skap, bokhylle, seng, sofa, kiste"],
["TING","MOTEPLAGG","OBJGrdn","OBJ","Flower pots, bird feeders, things that you might find and use in a garden. See also TOOLS-GARDEN and MACHINES-GARDEN.","blomsterpotte, hageskulptur, slange, kran, vannkanne, fuglemater, komposter"],
["TING","MØBLER","OBJGym","OBJ","Objects found in a fitness center or school gym, maybe a yoga mat, dumbells. See also MACHINES-GYM.","vekt, dumbell, vektstang, matte, vektbenk, jumprope, treningsball, yogamatte, vektbenk, motstandsbånd, kettlebell, treningsball, treningsball"],
["TING","HUSHOLDNING","OBJHsehld","OBJ","Cleaning products, hangers, towel racks, things around the house that don't fit somewhere else.","hjem, hjem, hus"],
["TING","SMYKKER","OBJJewl","OBJ","Bracelets, necklaces, rings.","armbånd, kjede, krone, ørering, ring, nese, anheng, slipsnål, mansjettknapper"],
["TING","NØKLER","OBJKey","OBJ","Keys jingling, keys movement in lock.","nøkkelring, nøkkelring, snor"],
["TING","BAGASJE","OBJLug","OBJ","Suitcases, luggage related sounds, handling, opening, packing.","koffert, bagasje, duffelbag, duffel"],
["TING","MEDISINSK","OBJMed","OBJ","Common objects in hospital or medical office.","manuell blodtrykksmåler, stetoskop, gummihansker, klemme, sprøyte, tang"],
["TING","DIVERSE","OBJMisc","OBJ","Object sounds not fitting another category in this list.","Diverse"],
["TING","KONTOR","OBJOffc","OBJ","Things found in an office, staplers, paper cutter etc. Not machines like a printer which would go in MACHINES-OFFICE.","stiftemaskin, papirkutter, hulling, saks, papirskuff, papirvekt, mappe, perm, rapport"],
["TING","PAKKING","OBJPack","OBJ","Items commonly used in packaging or packing, so bubblewrap, styrofoam, labels, food packaging.","papp, styrofoam, pakkepeanøtter, etiketter, pakkepapir, bobleplast"],
["TING","TEIP","OBJTape","OBJ","Tape and other tacky sticky type sounds as well. Velco probably better into CLOTH-RIP as that matches the 'sound' better.","tape, borrelås, fluepapir, lim, pakketape, maskeringstape, gaffatape, gaffertape, scotch tape, dobbel stick tape"],
["TING","PARAPLY","OBJUmbr","OBJ","Umbrella opens and closes. Not for rain on umbrella, which would go in RAIN-CLOTH.","riste, rasle, poppe, dunke"],
["TING","HJUL","OBJWhled","OBJ","Non-motorized wheeled carts and dollies. Shopping cart, food cart, baggage cart, baby stroller, dolly, wheelchairs.","barnevogn, barnevogn, barnevogn, rullestol, dolly, barnevogn, vogn, båre"],
["TING","SKRIVING","OBJWrite","OBJ","Any writing object or performance of writing on any surface. Pens, pencils, crayons, markers.","penn, blyant, tusj, kritt, fargestift, tørrslettebrett, skarphet, signatur"],
["TING","GLIDLÅS","OBJZipr","OBJ","Pant zippers, bag zippers, luggage zippers.","glidelås, bukse, jakke, telt, bag"],
["PAPIR","VIFTE","PAPRFltr","PAPR","Paper and Cardboard. Tossing a group of pages or a book in the air, money flutters as it falls to the ground. Confetti.","flagre, klaff, fall, konfetti, papp, papir"],
["PAPIR","FRIKSJON","PAPRFric","PAPR","Paper and Cardboard. Sliding paper or scraping paper.","skyve, skraping, papp, papir"],
["PAPIR","HÅNDTERING","PAPRHndl","PAPR","Paper and Cardboard. Page turns, magazine handling. Books dropping. Handling paper money. Some overlap or confusion with OBJECTS-BOOK.","snu, side, bla, bla gjennom, les, papp, papir"],
["PAPIR","SLAG OG TREFF","PAPRImpt","PAPR","Paper and Cardboard. Heavy paper hits, a rolled up newspaper thwack, a magazine hitting something.","papirslag, smell, smell, avis, magasin, papp, papir"],
["PAPIR","DIVERSE","PAPRMisc","PAPR","Paper and Cardboard. Paper sounds not fitting another category in this list.","Diverse"],
["PAPIR","RIVE","PAPRRip","PAPR","Paper and Cardboard. Ripping paper, paper tears.","rive, rive, rive, papp, papir"],
["PAPIR","TONAL","PAPRTonl","PAPR","Paper and Cardboard. Not very common, but tonal paper sounds.","tonal, sang, ringing, papir, papp"],
["PLAST","KNUSE","PLASBrk","PLAS","Plastic breaking, crunches, rips, shatters.","bryte, knekke, rive, knuse, knase"],
["PLAST","KRÆSJ OG FRAGMENTER","PLASCrsh","PLAS","Plastic crashing, groups items falling, group destruction, plastic debris.","fall, krasj, rusk"],
["PLAST","FRIKSJON","PLASFric","PLAS","Plastic friction, such as scrapes, creaks, squeaks, screeching.","stress, skraping, knirker, knirker, skrik"],
["PLAST","HÅNDTERING","PLASHndl","PLAS","Plastic handling, handling a toy or remote control. Some overlap with PLASTIC-MOVEMENT possible.","håndtere, gripe, sette, hente, sette ned, kaste, fange"],
["PLAST","SLAG OG TREFF","PLASImpt","PLAS","Plastic item impact. Hit, drop, big plastic impacts where item does not break. Dropping a plastic object.","treff, slipp, støt"],
["PLAST","DIVERSE","PLASMisc","PLAS","Plastic sounds not fitting another category in this list.","Diverse"],
["PLAST","BEVEGELSE","PLASMvmt","PLAS","Plastic movement, dragging plastic or drag on plastic, rattles, shakes. See also PLASTIC-HANDLE.","dra, rulle, skrangle, riste"],
["PLAST","TONAL","PLASTonl","PLAS","Plastic tonal sounds, with a musical quality. Probably pretty rare.","tonal, sang, ringing"],
["REGN","STOFF","RAINClth","RAIN","Rain on cloth, like a person's clothes, or more likely a patio umbrella, awning.","regn, klut, jakke, paraply, bomull"],
["REGN","ASFALT","RAINConc","RAIN","Rain on asphalt or concrete or patio tile. Rain on a hard slappy solid surface.","regn, sement, fortau, asfalt"],
["REGN","GENERELT","RAIN","RAIN","General downpour, rain on mixed materials.","regn, regnbyger, regnskyll"],
["REGN","GLASS","RAINGlas","RAIN","Rain on a glass roof like a sunroof, or rain blown against a window as well.","regn, glass, takvindu, vindu, soltak, drivhus"],
["REGN","INTERIØR","RAINInt","RAIN","Interior recordings of Rain, from inside house or barn, or vehicle.","regn, regnbyger, interiørregn, vindskjermregn, regn på taket"],
["REGN","METALL","RAINMetl","RAIN","Rain on a metal surface, so exterior rain on a car, or metal sheet, metal roof.","regn, metall, bil, boks, blikk, tak"],
["REGN","PLAST","RAINPlas","RAIN","Rain on plastic or vinyl surfaces, like a grill cover, or a plastic shed.","regn, plast, vinyl, plexiglass"],
["REGN","VEGETASJON","RAINVege","RAIN","Rain on plants, leaves and grass. Jungle or tropical rain on plant leaves.","Regn på en metalloverflate, så regn på en bil, eller metallplate osv."],
["REGN","VANN","RAINWatr","RAIN","Rain on water, puddles, lakes, ponds.","regn, sølepytt, innsjø, dam"],
["REGN","TRE","RAINWood","RAIN","Rain on wood surfaces, so a deck for example.","regn, tre, dekk, tak, skur, gulv"],
["ROBOT","DIVERSE","ROBTMisc","ROBT","Robot sounds not fitting another category in this list.","automat, droid, bot"],
["ROBOT","BEVEGELSE","ROBTMvmt","ROBT","Complex robot movement, servos, possible robot hovering and flying. See also MOTORS-SERVO.","servo, solenoid, mekanisme, pneumatisk, hydraulisk, droid, bot"],
["ROBOT","STEMME","ROBTVox","ROBT","Droid and robot vocals, R2D2 would go here. Any manner of vocalizing robot. More expressive than a beep/UI.","droid, kvitre, pip, fløyte, bot"],
["STEIN","KNUSE","ROCKBrk","ROCK","Rock cracks, breaks, rips or shatters. More isolated and singular cracks and breaks.","Brudd, sprekker, rifter, knuser, knuser"],
["STEIN","KRÆSJ OG FRAGMENTER","ROCKCrsh","ROCK","Rock crashes and debris, so a huge rock crash, collapse. Or isolated debris. See also NATURAL DISASTER-AVALANCHE.","Fall, rusk"],
["STEIN","FRIKSJON","ROCKFric","ROCK","Rock creaks, scrapes... the stress of rock about to break.","Stress, skraper, knirker, knirker, skrik"],
["STEIN","HÅNDTERING","ROCKHndl","ROCK","Rock handing, picking up or digging through rocks, bricks. Some overlap with ROCKS-MOVEMENT possible.","håndtere, gripe, sette, hente, sette ned, kaste, fange"],
["STEIN","TREFF","ROCKImpt","ROCK","Rock falling, dropping without breaking, or something hit with a rock, a big rock impact.","Hit, Drop, Impact, Crash, Clunk, Clang, Clink, Chop"],
["STEIN","DIVERSE","ROCKMisc","ROCK","Rock sounds not fitting another category in this list.","Diverse"],
["STEIN","BEVEGELSE","ROCKMvmt","ROCK","Rock dragging, or dragging across a rock surface, rocks shaking or rattling. See also ROCKS-HANDLE.","Dra, rull, skrangle, rist"],
["STEIN","TONAL","ROCKTonl","ROCK","Tonal rocks, probably pretty rare. Singing rocks.","Bukket, Ring, Wronk, Shing, Warp"],
["TAU","KNIRK","ROPECreak","ROPE","Rope stretches and creaks, people hanging from nooses.. Ship rope creaks. Tension of rope stretches.","strekke, spenne, trekke"],
["TAU","HÅNDTERING","ROPEHndl","ROPE","Rope handling, tying knots, rigging up a ship sail. Possible overlap with ROPE-MOVEMENT.","håndtere, gripe, sette, hente, sette ned, kaste, fange"],
["TAU","SLAG OG TREFF","ROPEImpt","ROPE","Rope impacts, tossing ropes to ground, ropes banging violently in the wind. Possible overlap with ROPE-MOVEMENT.","treff, slipp, støt"],
["TAU","DIVERSE","ROPEMisc","ROPE","Rope sounds not fitting another category in this list.","Diverse"],
["TAU","BEVEGELSE","ROPEMvmt","ROPE","Ropes zuzzing, moving across objects, zipline. See also ROPE-HANDLE.","zuzz, zipline, zip, knute, slips"],
["GUMMI","KRÆSJ OG FRAGMENTER","RUBRCrsh","RUBR","Rubber items crashing, or rubber debris landing.","rusk, strø, plopp"],
["GUMMI","FRIKSJON","RUBRFric","RUBR","Rubber squeaks, balloon squeaks, a rubber shoe squeak.","knirke, knirke, dra, gni, skrape, stønne"],
["GUMMI","HÅNDTERING","RUBRHndl","RUBR","Rubber handling, rubber objects being manipulated or handled. Some overlap with RUBBER-MOVEMENT","håndtere, gripe, sette, hente, sette ned, kaste, fange"],
["GUMMI","SLAG OG TREFF","RUBRImpt","RUBR","Rubber impacts, drops, bounces. Hitting a balloon or rubber ball.","smell, støt, treff, sprett, slipp"],
["GUMMI","DIVERSE","RUBRMisc","RUBR","Rubber sounds not fitting another category in this list.","Diverse"],
["GUMMI","BEVEGELSE","RUBRMvmt","RUBR","Rubber movement, dragging rubber or drag on rubber. Rubber flapping. See also RUBBER-HANDLE.","bevegelse, dra, klaff, flopp"],
["GUMMI","TONAL","RUBRTonl","RUBR","Rubber movement with a tonal quality, a musical quality.","tonal, gummi, sang"],
["SCI-FI","TONAL","SCIAlrm","SCI","Overly futuristic alarms, the kind you're hear on a spaceship","sci-fi alarm, varsling, advarsel"],
["SCI-FI","DATAMASKIN","SCICmpt","SCI","Use Sci-Fi for overtly 'science fiction' type computer sounds, a very futuristic computer. Some overlap with USER INTERFACE.","datamaskin, konsoll, grensesnitt, holoscreen"],
["SCI-FI","DØR","SCIDoor","SCI","That Star-Trek type door. Spaceship doors.","sci-fi dør, luftsluse"],
["SCI-FI","ENERGI","SCIEnrg","SCI","Energy particles, vortexes, transporters, holograms, force fields.","partikkel, virvel, transportør, hologram, kraftfelt"],
["SCI-FI","SLAG OG TREFF","SCIImpt","SCI","A bolt of SciFi energy, a hi-tech energy impact, more futuristic than just an explosion. Overlap with DESIGNED-IMPACT.","energitreff, energibølge, kraftfelt"],
["SCI-FI","MASKIN","SCIMach","SCI","Future technology machines, transporters, food replicators.","teleporter, matreplikatorer, holodeck"],
["SCI-FI","MEKANISME","SCIMech","SCI","An overly sci-fi sounding gizmo or mechanism. Little unfolding robot or something like that. Similar to MACHINE-MECHANISM but more SciFi.","tricorder, scifi-enhet, dings"],
["SCI-FI","DIVERSE","SCIMisc","SCI","SCI-FI sounds not fitting another category in this list.","Diverse"],
["SCI-FI","RETRO","SCIRetro","SCI","Cheesy sci-fi sounds, like from The Jetsons, The Day the Earth Stood Still. Old TV or film sci-fi sounds.","gammel sci-fi"],
["SCI-FI","ROMSKIP","SCIShip","SCI","Spaceships here, your best Enterprise and Tie Fighter rip-offs! See also SCIFI-VEHICLE for non-spaceships.","romskip, ufo, moderskip, slagkrysser, stjerneskip"],
["SCI-FI","KJØRETØY","SCIVeh","SCI","Various sci-fi vehicles, like a moon rover, landspeeder, speeder bike, hoverboard, podracer. See also SCIFI-SPACESHIP.","moon rover, landspeeder, speeder bike, hoverboard, podracer"],
["SCI-FI","VÅPEN","SCIWeap","SCI","Lightsabers, exotic sci-fi weapons. Not a 'blaster' which would go in LASERS-GUN.","lyssverd, eksotisk våpen"],
["SNØ","KRÆSJ OG FRAGMENTER","SNOWCrsh","SNOW","Snow big crashes, a big fall of snow, a roof full of snow collapsing. See also NATURAL DISASTER-AVALANCE for the extreme version of this.","snøball, snøkrasj"],
["SNØ","FRIKSJON","SNOWFric","SNOW","Snow scrapes, squeaks. Sliing on snow, sledding.","stress, skrape, knirke, knirke, skrike"],
["SNØ","HÅNDTERING","SNOWHndl","SNOW","Snow being handled, a snowball being formed, etc. Digging out of show with your hands. Some overlap with SNOW-MOVEMENT.","håndtere, gripe, sette, hente, sette ned, kaste, fange"],
["SNØ","SLAG OG TREFF","SNOWImpt","SNOW","A big impact of snow, like a roof full of snow falling. Or smaller like a snowball. Jumping into a pile of snow.","snøball, snødrift, velte, falle"],
["SNØ","DIVERSE","SNOWMisc","SNOW","Snow sounds not fitting another category in this list.","Diverse"],
["SNØ","BEVEGELSE","SNOWMvmt","SNOW","Dragging something through snow, rolling in snow. See also SNOW-HANDLE.","vade, dra, pløye, fomle"],
["IDRETT","HALL","SPRTCourt","SPRT","Sports played on a court indoors or out, such a basketball, tennis.","basketball, tennis, fekting, volleyball, racquetball, badminton, nettball, squash, dodgeball, shuffleboard, håndball"],
["IDRETT","BANE","SPRTField","SPRT","Sports played on a field outdoors such as soccer and football.","fotball, fotball, baseball, landhockey, cricket, rugby, polo, lacrosse"],
["IDRETT","GYM","SPRTGym","SPRT","Sports played or performed primarily in a gym and/or ring, such as boxing, wrestling, gymnastics. See also SPORTS-INDOOR.","boksing, bryting, gymnastikk, vekttrening, kampsport, karate, judo, tae kwon do, dojo, kung fu"],
["IDRETT","INNENDØRS","SPRTIndor","SPRT","Various indoor sports not able to be categorized elsewhere.","bowling, biljard, bordtennis, dart"],
["IDRETT","DIVERSE","SPRTMisc","SPRT","Sport sounds not fitting another category in this list.","golf"],
["IDRETT","SKØYTING","SPRTSkate","SPRT","Wheeled skating sports like skateboarding or roller skating, rollerblading.","skateboard, rulleskøyter, rulleskøyter, push-scooter"],
["IDRETT","FRIIDRETT","SPRTTrck","SPRT","Track and field sports, as in running, long jump, pole vault. Think common summer Olympic games.","lengdehopp, løping, stavsprang, kule, spydkast"],
["IDRETT","VANN","SPRTWatr","SPRT","Sports played in or on water, swimming, diving. Aquatic sports.","svømming, vannpolo, vannvolleyball, dykking, vannski, surfing, kiteboarding, dykking, snorkling"],
["IDRETT","VINTER","SPRTWntr","SPRT","Sports on snow or ice such as hockey, ice skating, snowboard and skiing.","ski, snowboard, bob, skøyter, aking, curling, ishockey, aking, hurtigløp"],
["SVOSJER","SVISJ","SWSH","SWSH","A swish is smaller than a Whoosh. Arm Swishes, Sword Swishes. Small objects make Swishes.","swish, kungfu, whizby, flagre, svinge"],
["SVOSJER","SVUSJ","WHSH","WHSH","A whoosh is larger than a swish. A large object would make a Whoosh. Tanks flying over your head, or an asteroid by. See also DESIGNED-WHOOSH for very stylized whooshes.","woosh"],
["VERKTØY","HAGE","TOOLGrdn","TOOL","Hand tools used in a garden, rakes, hoes, etc. Also see MACHINES-GARDEN for powered machines. See also OBJECTS-GARDEN for non-tools.","rake, hakke, spade, sparkel, kost, beskjæring, hagegaffel, jordfreser, skåre, spade, luke"],
["VERKTØY","HAND","TOOLHand","TOOL","Hand tools, not requiring power. Hammers, wrenches, pliers. See also TOOLS-GARDEN.","hammer, skrutrekker, tang, skiftenøkkel, skralle, socket, håndsag, klemme, kutter, lirkestang, meisel, skrape, stiftepistol, fil, saks"],
["VERKTØY","DIVERSE","TOOLMisc","TOOL","Tool sounds not fitting another category in this list.","Diverse"],
["VERKTØY","TRYKKLUFT","TOOLPneu","TOOL","Air tools, such as jackhammers, air ratchets, nail guns. The air-wrench sound in a tire shop.","jackhammer, luftverktøy, luftskralle, spikerpistoler"],
