[["LUFT","BLASEN","AIRBlow","AIR","Steady air blows, like from a compressed can of air.","Druckluft, Druck ablassen, ablassen, puff, sputter, flutter, purge"],
["FLÜSSIGKEIT & MATSCH","DIV","LIQMisc","LIQ","Mud and thicker than water sounds not fitting another category in this list.","Verschiedenes"],
["FLÜSSIGKEIT & MATSCH","BEWEGUNG","LIQMvmt","LIQ","Mud and thicker than water, oozing, slime, glooping. Things like Oil, gloopy thick liquids.","Schlick, Schleim, Glibber, Schlamm"],
["FLÜSSIGKEIT & MATSCH","SAUGEN","LIQSuct","LIQ","Thicker than water, disgusting liquidy suction, plunger sucks. Things like Oil, gloopy thick liquids.","Saugen, schlürfen, glucksen, plumpsen, Schlamm"],
["MASCHINE","FREIZEITPARK","MACHAmus","MACH","Theme park rides such as rollercoasters and carnival rides. Carnival game machines. General ambiences to go in AMBIENCE-AMUSEMENT.","Achterbahn, Karussell, Scrambler, Tilt-a-Whirl, Kiddy-Ride, Freizeitpark-Fahrgeschäft, Flipper, Skeeball"],
["MASCHINE","ANTIK","MACHAntq","MACH","Old mechanical sewing machines, ancient looms, olive presses, a bit ambiguous but a very old mechanical machine.","Druckerpresse, Nähmaschine, Olivenpresse, Butterfass"],
["MASCHINE","HAUSHALTSGERÄT","MACHAppl","MACH","General appliances, refrigerator, stove, oven, vacuum cleaner... AC and fans have their own category.","Backofen, Kühlschrank, Mixer, Küchenmaschine, Haartrockner, Eismaschine, Waschmaschine, Trockner, Bügeleisen, Kaffeemaschine, Geschirrspüler, elektrischer Dosenöffner, Müllschlucker, Luftbefeuchter, Luftentfeuchter, Nähmaschine, Toaster, Waffelmaschine, Grillplatte, Kochplatte"],
["MASCHINE","BAUSTELLE","MACHCnst","MACH","A machine for construction that isn't a vehicle or a tool. For example a cement mixer, a woodchipper.","Kran, Zementmischer, Holzhacker"],
["MASCHINE","FAHRSTUHL","MACHElev","MACH","Elevator movement and doors would go here.","Paternoster, Lastenaufzug, Personenaufzug, Fahrstuhl"],
["MASCHINE","ROLLTREPPE","MACHEscl","MACH","Escalators and moving walkways would go here.","Fahrstuhl, Fahrsteig"],
["MASCHINE","VENTILATOR","MACHFan","MACH","Fans of all types, box fans, ceiling fans. For air conditioning use MACHINES-HVAC.","Ventilator, Deckenventilator, Kastenventilator, Industrieventilator, Ventilator ohne Lamellen"],
["MASCHINE","GARTEN","MACHGrdn","MACH","Powered landscaping machines, lawnmowers, weed-whackers, edgers, hedge trimmers. See also TOOLS-GARDEN and OBJECTS-GARDEN.","Rasenmäher, Unkrautstecher, Kantenschneider, Kettensäge, Trimmer, Stangensäge, Mulcher, Kultivator"],
["MASCHINE","FITNESSSTUDIO","MACHGym","MACH","Exercise bikes, weight machines, treadmill, all things fitness. See also OBJECTS-GYM","Laufband, Fahrradergometer, Rudergerät, Heimtrainer, stationäres Fahrrad, Nordic Track, Treppensteiger."],
["MASCHINE","HI-TECH","MACHTech","MACH","Think cool James Bond machines, big elaborate death traps, maybe Rube Goldberg type machines. See also SCIFI-MACHINE.","Gadget, digital, Handgerät"],
["MASCHINE","KLIMA & LÜFTUNG","MACHHvac","MACH","Furnaces, Air Conditioners. Fans go in MACHINES-FAN. A close up gas furnace flame would go to FIRE-GAS.","Klimaanlage, Klimatisierung, Heizung."],
["MASCHINE","INDUSTRIE","MACHInd","MACH","Big industrial presses, factory machines, industrial robots, any heavy manufacturing machines.","Hydraulische Presse, Fließband, Brennerei, Stanzpresse, Formpresse+F437:F450"],
["MASCHINE","MECHANISMUS","MACHMech","MACH","Complex mechanical smaller machines and gadgets, puzzle boxes that open portals to hell. Usually smaller devices.","Rätselkasten, Rube Goldberg, Gizmo"],
["MASCHINE","MEDIZIN","MACHMed","MACH","Machines typically found in a hospital, medical lab or Doctor's office.","Röntgengeräte, MRT, Kat-Scan, Haustier-Scan, Blutdruckmessgerät, Labortestgerät, Zentrifuge, Beatmungsgerät, Defibrillator"],
["MASCHINE","DIV","MACHMisc","MACH","Machine sounds not fitting another category in this list. See also MOTOR category.","Verschiedenes"],
["MASCHINE","BÜRO","MACHOffc","MACH","Machines typically found in an office, such as printers and copy machines.","Faxgerät, Faksimilegerät, Telefaxgerät, Kopiergerät, Drucker, Aktenvernichter, Xerox, Fotokopierer, Vervielfältigungsgerät, Laserdrucker, Tintenstrahldrucker, Aktenvernichter, Plotter"],
["MASCHINE","PUMPE","MACHPump","MACH","Air or water pumps, fish tank aquarium pumps, sump pumps. Air compressors would fall into this category.","Wasserpumpe, Sumpfpumpe, Kompressor, Luftkompressor"],
["MAGIE","GUTARTIG","MAGAngl","MAG","Angelic, Holy, Benevolent magic. The opposite of evil. Think choral tones and healing magic.","heilig, himmlisch, ätherisch, göttlich, spirituell, selig, rechtschaffen, heilig"],
["MAGIE","ELEMENTAR","MAGElem","MAG","Magic centered around elements, fire, water, ice. Think the movie Frozen type stuff.","Feuer, Wasser, Erde, Elektrizität, Luft, Wind"],
["MAGIE","BÖSARTIG","MAGEvil","MAG","Evil magic, ominous, dark magic. Voldemort type stuff.","dunkel, Teufel, Beschwörung, Nekromantie, Voodoo, schwarze Magie, verboten"],
["MAGIE","DIV","MAGMisc","MAG","Magic sounds not fitting another category in this list.","Verschiedenes"],
["MAGIE","IN LUFT AUFLÖSEN","MAGPoof","MAG","Shorter magic phrases, often for transforming, short 'turn you into a rabbit' type stuff.","chuff, foomp, blast"],
["MAGIE","SCHIMMER","MAGShim","MAG","Glassy or chime-like shimmers, waves of particle type magic.","glitzern, funkeln, Glockenbaum, läuten, glänzen, glitzern, glitzern, glühen, schimmern, schimmern"],
["MAGIE","ZAUBERSPRUCH","MAGSpel","MAG","Something complex for a spell being cast. Think Maleficent swirling green magic or weird vocal-ish spells.","Hexe, Zauberer, Hexenmeister, Zauberspruch, Beschwörung, Verhexung, Rune, Zauberei, verzaubern, beschwören, verhexen, Exorzismus, Fluch, Trance"],
["MECHANISCH","KLICK","MECHClik","MECH","Short clicks, could be from button presses, things like that. Some confusion and overlap with MECHANICAL-SWITCH.","klicken, klacken, schnappen, umschalten, Knopf"],
["MECHANISCH","GETRIEBE","MECHGear","MECH","A toothed cog, turning or grinding gears, complex gear mechanisms. Small clock gears would go in CLOCKS-MECHANICS.","Getriebe, Zahnrad, Ritzel, Zahnstange und Ritzel, Transmission, Zahnrad, Zahnrad, Schwungrad"],
["MECHANISCH","HYDRAULISCH & PNEUMATISCH","MECHHydr","MECH","Various hydraulic or pneumatic sounds, like on a self-closing door. Isolated hydraulics and pneumatics. See also DOORS-HYDRAULIC & PNEUMATIC for a complete door.","hydraulisch, pneumatisch, unter Druck stehend, Ventil"],
["MECHANISCH","RIEGEL","MECHLtch","MECH","Latch, as in a briefcase latch, or a luggage latch.","Riegel, Beschlag, Schloss, Schnalle, Verschluss, Riegel"],
["MECHANISCH","HEBEL","MECHLvr","MECH","A sliding or switching lever. Train track lever, lever to turn on an electric chair. Old Frankenstein machine levers, breaker levers.","Hebel, Schalter, klappern, klirren"],
["MECHANISCH","SCHLOSS","MECHLock","MECH","A padlock, bicycle lock, or a locking mechanism. Door locks to go into DOORS-HARDWARE.","Vorhängeschloss, Riegel"],
["MECHANISCH","DIV","MECHMisc","MECH","Mechanical sounds not fitting another category in this list.","Verschiedenes"],
["MECHANISCH","ZÜGE & ROLLEN","MECHPuly","MECH","An isolated recording of a pulley, or system of pulleys.","Quietschen, Zwitschern, Rollen"],
["MECHANISCH","RATSCHE","MECHRtch","MECH","That sound a ratchet makes.","Ratsche, schnappen, klicken, aufziehen, kurbeln, winden"],
["MECHANISCH","RELAIS","MECHRelay","MECH","Old train station counting board flipping. A old communications relay board.","schnippen, kippen, klacken"],
["MECHANISCH","WALZE","MECHRolr","MECH","Like a rolling conveyor belt, or something on a roller.","Rolle, Riemen, Seilwelle"],
["MECHANISCH","SCHALTER","MECHSwtch","MECH","Basic and heavy switches, light switches, power switches. Some overlap or confusion with MECHANICAL-CLICK.","Schalter, Klick, Klack, Kippschalter, Knopf"],
["METALL","BRECHEN","METLBrk","METL","Metal breaking, snaps, cracks, rips, shatters.","brechen, knacken, reißen, zerbrechen, knirschen"],
["METALL","CRASH & TRÜMMER","METLCrsh","METL","Metal crashing and debris. Complex metal crashes, group metal crashes, metal debris falls.","Absturz, Fall, Trümmer"],
["METALL","FRIKTION","METLFric","METL","Metal friction, stress, so scrapes, creaks, squeaks, squeals, screeches. Metal sounds caused by friction.","Stress, schaben, knarren, quietschen, kreischen"],
["METALL","HANTIEREN","METLHndl","METL","Metal handling, handling metal objects. Some overlap with METAL-MOVEMENT possible.","anfassen, greifen, setzen, aufheben, absetzen, werfen, fangen"],
["METALL","EINSCHLAG","METLImpt","METL","Metal single item impacts, so anvil hits, dropping something that doesn't break. Clangs, clunks, bangs.","treffen, fallen lassen, aufprallen, krachen, klappern, klirren"],
["METALL","DIV","METLMisc","METL","Metal sounds not fitting another category in this list.","Verschiedenes"],
["METALL","BEWEGUNG","METLMvmt","METL","Metal movement, so drag, roll, rattle, shake. Single or metal items moving. Or movement on a metal surface. See also METAL-HANDLE.","ziehen, rollen, rasseln, schütteln"],
["METALL","TONAL","METLTonl","METL","Metal tonal, resonating, ringing, wronks and warps. Bending sheet metal, a singing bowl ringing, metal shinging.","biegen, klingeln, schwingen, zirpen, verziehen, knicken, schwingen"],
["MOTOR","ANITK","MOTRAntq","MOTR","Old motors, usually combustion, so old oil pump engines, old compressors. An antique gas pump for example.","Kerosinmotor, Paraffinmotor"],
["MOTOR","VERBRENNUNGSMOTOR","MOTRComb","MOTR","Non-vehicle combustion engines. Combustion motors, generators. Isolated engine recordings.","Dieselmotor, Gasmotor, Verbrennungsmotor, Zweitaktmotor"],
["MOTOR","ELEKTRISCH","MOTRElec","MOTR","Non-vehicle electric motors. Any motor that runs on electricity. An isolated electric motor. See also TOOLS-POWER.","Zahnbürste, Elektrorasierer, Elektromotor, Müllschlucker, Zahnarztbohrer"],
["MOTOR","DIV","MOTRMisc","MOTR","Motor sounds not fitting another category in this list.","Verschiedenes"],
["MOTOR","SERVO","MOTRSrvo","MOTR","Specifically servo motors, from robot, to radio controlled servos. Clean isolated servos.","Roboter, RC-Auto, Kamerafokus, Autoantenne, Drucker"],
["MOTOR","TURBINE","MOTRTurb","MOTR","Turbines, water or air. That classic 'whine' power up and down are usually turbines. A jet engine is a turbine.","Windrad, Flugzeug, Flugzeug, Generator"],
["BEWEGUNG","AKTIVIÄT","MOVEActv","MOVE","Crowds moving but also performing activities, cleaning, moving boxes. Clean recordings with no vocals. See MOVEMENT-HUMAN for Single activity.","Aktivität, Umzug, Reinigung, Einkaufen, Auspacken"],
["BEWEGUNG","TIER","MOVEAnml","MOVE","Group animal movement, individual feet go to FOOTSTEPS-ANIMAL or FOOTSTEPS-HORSE. But think herds of grazing animals, stampedes.","Stampede, Herde, stürmen, trampeln, krabbeln"],
["BEWEGUNG","KREATUR","MOVECrea","MOVE","Slithering Dragons, Gooey Zombie Movement.","schlittern, kriechen, rutschen, sich winden, schlängeln"],
["BEWEGUNG","MENSCHENMENGE","MOVECrwd","MOVE","Groups of people milling or walking. Usually mostly just recordings of group footsteps in real locations. No vocals. Compare to MOVEMENT-ACTIVITY.","gehen, laufen, marschieren, mahlen, schlurfen, schlurfen, sitzen, stehen, liegen, rutschen, springen, hüpfen"],
["BEWEGUNG","MENSCH","MOVEHmn","MOVE","Movement of single human, aside from footsteps, standing, sitting, shuffe. Some overlap or confusion with FOOTSTEP-HUMAN or MOVEMENT-ACTIVITY.","gehen, rennen, marschieren, mahlen, schlurfen, sitzen, stehen, liegen, rutschen, springen, hüpfen"],
["BEWEGUNG","INSEKT","MOVEInsc","MOVE","Group insects, footsteps, movement, swarms, spiders, locusts. Swarms of flying insects here too, bees, flies. Overlap with ANIMALS-INSECT or AMBIENCE-INSECT.","Schwarm, Bienenstock, Bienenkorb, schlängeln, Maden"],
["BEWEGUNG","DIV","MOVEMisc","MOVE","Movement sounds not fitting another category in this list.","Verschiedenes"],
["BEWEGUNG","ANWESENHEIT","MOVEPres","MOVE","Very light movement, people in church adjusting, people on church pews. Again, recordings without vocals. Compare to MOVEMENT-ACTIVITY and MOVEMENT-CROWD.","anpassen, schlurfen, schlurfen, leichte Bewegung, verschieben"],
["MUSIKALISCH","GLOCKE","MUSCBell","MUSC","Specifically musical bells, tuned bells, think Tubular bells or hand bells. See also the BELL category for non-musical uses. BELL-GONG is older and this is a better fit.","Röhrenglocken, Glockenspiel, Gamelan, Klangschale, Handglocke, Kuhglocke, Gong, Gamelan, Agung, Schalengong, Tamtam"],
["MUSIKALISCH","BLECHBLÄSER","MUSCBrass","MUSC","Brass musical instruments, trumpets, tuba, french horn.","Tuba, Waldhorn, Posaune, Trompete, Mellophon, Euphorium, Sousaphon, Flügelhorn, Signalhorn, Saxhorn, Kornett"],
["MUSIKALISCH","CHIMES","MUSCChim","MUSC","Wind chimes, bell trees, Tinkerbell type magic chimes.","Windspiel, Schellenbaum, bimmeln, glitzern, schimmern"],
["MUSIKALISCH","CHORAL","MUSCChor","MUSC","Choir pieces, choral, not for 'designed type vocally stuff'.","Chor, Choral, Gospel, Kirche"],
["MUSIKALISCH","EXPERIMENTELL","MUSCExpr","MUSC","Strange or wierdly modified instruments, exotic instruments, prepared instruments like a prepared piano.","Theremin, Glas-Armonika, Pyrophon, Stylophon, Kristall-Baschet, elektrifizierter Kaktus, Äolische Windharfe"],
["MUSIKALISCH","INSTRUMENT","MUSCInst","MUSC","Various instruments that don't have a home in the other MUSICAL categories.","Instrument"],
["MUSIKALISCH","TASTENINSTRUMENT","MUSCKeyd","MUSC","Keyed Instruments, such as pianos and harpsichord. For synthesizer though see MUSICAL-SYNTHESIZED.","Klavier, Orgel, Cembalo, Akkordeon, Melodica, Celesta, Spinett, Clavinet, Clavichord, Harmonium, Dulcitone"],
["MUSIKALISCH","SCHLEIFE","MUSCLoop","MUSC","For looping musical phrases, sampled loops.","Musikschleifen, Sample-Schleifen, Schlagzeugschleifen"],
["MUSIKALISCH","DIV","MUSCMisc","MUSC","Music sounds not fitting another category in this list. Hopefully rarely needed.","Verschiedenes, Mundharmonika, Kazoo"],
["MUSIKALISCH","PERKUSSION","MUSCPerc","MUSC","Drums and percussion, including deep timpani or big war drums. Mainly meant for true membrane instruments, also see MUSICAL-TUNED PERCUSSION","Pauke, Kesselpauke, Große Trommel, Toms, Kriegstrommeln, Taiko, Kick Drum, Kleine Trommel"],
["MUSIKALISCH","PERKUSSION GESTIMMT","MUSCTnprc","MUSC","Tuned percussion mostly played with mallets, Xylophones, Vibraphones, etc.","Glockenspiel, Xylophon, Vibraphon, Metallophon, Glockenleier, Steeldrum, Marimba"],
["MUSIKALISCH","AUFFÜHRUNG","MUSCPrfm","MUSC","A musical performance, or warm-up, a live musical act, a street musican, high school band. If a mixed ambience, look to AMBIENCE categories, like PUBLIC PLACE.","Band, Straßenmusiker, Live-Konzert, Show, Nachtclub, "],
["MUSIKALISCH","GEZUPFT","MUSCPluck","MUSC","Guitars, Banjos, Harps, instruments that are mainly plucked when played. See also MUSICAL-STRINGED.","Gitarre, Banjo, Ukulele, Harfe, akustische Gitarre, Bassgitarre, Mandoline, Balalaika, Sitar, Pipa, Daumenklavier, Maultrommel, Zither, Balalaika, Autoharp, Kora, Laute, Leier, Oud, Tambura, Karimba"],
["MUSIKALISCH","SAMPLE","MUSCSmpl","MUSC","Musical samples. Single triggered samples, not loops, which has its own subcategory here.","Samples, Rohsamples, One-Shot"],
["MUSIKALISCH","GESCHÜTTELT","MUSCShake","MUSC","Shaken musical instruments, rattles, tamourines.","Maracas, Tamburin, Rasseln, Regenstab, Shekere, Eierstreuer, Chajchas, Affenstab, Katsa, Sistrum, Shaker, Cabasa"],
["MUSIKALISCH","SONG & PHRASEN","MUSCSong","MUSC","Complete musical pieces, songs as ringtones, car music bys. See also MUSICAL-PERFORMANCE which is a better fit for 'live performances'.","Musik, Klavierspieler, Klingelton, Musikauto, Phrase"],
["MUSIKALISCH","AKZENT","MUSCStngr","MUSC","A short musical phrase or accent, like a horror 'string' sting. A big pitching cello note. But musical in nature.","Musikstichwort, Nachrichtenstichwort, Titel"],
["MUSIKALISCH","SAITENINSTRUMENT","MUSCStr","MUSC","Bowed string instruments like violin, cello, viola. Harp probably now goes to MUSICAL-PLUCKED.","Violine, Cello, Viola, Violoncello, Bass, Kontrabass"],
["MUSIKALISCH","SYNTHETISCH","MUSCSynth","MUSC","Synth samples, musical synth performances. Some overlap with MUSICAL-SAMPLE, but this meant for more than simple triggered samples.","synthesizer, moog, casio, roland, arp, synthesizer, oberheim, minimoog, yamaha, korg"],
["MUSIKALISCH","SPIELZEUG","MUSCToy","MUSC","Toys that play musical phrases, also music boxes would go here.","spieldose, jack in the box"],
["MUSIKALISCH","HOLZBLÄSER","MUSCWind","MUSC","Woodwind instruments like flute, oboe, bassoon, clarinet.","Flöte, Piccolo, Oboe, Fagott, Blockflöte, Klarinette, Saxophon, Bassklarinette, Ney, Bansuri, Kaval, Panflöte, Xiao, Fife, "],
["NATURKATASTROPHE","LAWINE","NATDAval","NATD","Composite big movements of sliding, falling earth, landslides, mudslides. This category often for big hollywood versions of these types of sound.","Erdrutsch, Schlammlawine"],
["NATURKATASTROPHE","ERDBEBEN","NATDQuak","NATD","Composite and complex earthquake rumbles and rattles. This category often for big hollywood versions of these types of sound.","Erdbeben, Rumpeln, Rasseln, Riss, Lfe"],
["NATURKATASTROPHE","DIV","NATDMisc","NATD","Natural Disaster sounds not fitting another category in this list.","Verschiedenes"],
["NATURKATASTROPHE","TORNADO","NATDTorn","NATD","Composite tornado sounds, layered and created massive tornadoes. This category often for big hollywood versions of these types of sound.","Wirbelsturm, Wirbelwind, Wasserspeier"],
["NATURKATASTROPHE","TSUNAMI","NATDTsun","NATD","Composite tidal wave or tsunami scenes, layered and created. This category often for big hollywood versions of these types of sound.","Flutwelle, Tsunami"],
["NATURKATASTROPHE","TYPHOON","NATDThyp","NATD","Composite typhoons, cyclones or hurricanes. Massive swirling storms. This category often for big hollywood versions of these types of sound.","Taifun, Hurrikan, Zyklon, tropischer Sturm"],
["NATURKATASTROPHE","VULKAN","NATDVolc","NATD","Composite big volcano eruptions. Lava, lava bombs, eruptions. This category often for big hollywood versions of these types of sound. See also GEOTHERMAL-LAVA.","Eruption, Lava, Lavabomben, Eruptionen, Pyroklastik"],
["DINGE","TASCHE","OBJBag","OBJ","Bags and purses, shopping bags, lunch bags. Really any bag, except Luggage which would go to OBJECTS-LUGGAGE.","Seesack, Rucksack, Rucksack, Handtasche, Handtasche, Umhängetasche, Kameratasche"],
["DINGE","BUCH","OBJBook","OBJ","Books, magazines, sounds relating to these. Handling particularly. Some overlap or confusion with PAPER-HANDLE.","Buch, Einband, Zeitschrift, Katalog, Lehrbuch, Wörterbuch, Wälzer, Band, Bibel, Publikation"],
["DINGE","MÜNZE","OBJCoin","OBJ","Coins land, toss, drop, handle. Coins being counted, sorted. A bag of coins.","werfen, flippen, ping, dump, spin, Sparschwein, klirren, Münzen, Kleingeld, Wechselgeld, Silberdollar, Penny, Nickel, Dime, Quarter"],
["DINGE","BEHÄLTER","OBJCont","OBJ","Boxes, tupperware, jewelry boxes, things that hold things, lids, handling, opens and closes.","Schachtel, Pappkarton, Behälter, Verpackung, Schmuckkästchen, Plastikbehälter, Deckel, Tupperware, Kapsel, Brotkasten, Kanister, Werkzeugkasten, Pillendose"],
["DINGE","MODE","OBJFash","OBJ","Shoes, belts, clothes, actions involding fashion objects. Makeup, lipstick, etc. Some overlap possible with CLOTH categories. See also OBJECTS-JEWELRY. And OBJECTS-BAG.","Schuhe, Stiefel, Mascara, Lippenstift, Make-up, Gürtel, Schärpe, Schal, High-Heels, Eyeliner, Sonnenbrille, Brille, Brieftasche, Hut, Handschuhe, Uhren, Schal, Socken, Kopftuch, Stirnband, Krawatten, Muffs, Hosenträger, Robe, Taschentuch"],
["DINGE","MÖBEL","OBJFurn","OBJ","Chairs movement, couch movement, things like that. Wood chair creaks could go in WOOD-FRICTION.","Chesterfield, Sofa, Schaukelstuhl, Tisch, Stuhl, Loveseat, Hocker, Schrank, Bücherregal, Bett, Couch, Truhe"],
["DINGE","GARTEN","OBJGrdn","OBJ","Flower pots, bird feeders, things that you might find and use in a garden. See also TOOLS-GARDEN and MACHINES-GARDEN.","Blumentopf, Gartenskulptur, Schlauch, Wasserhahn, Gießkanne, Vogelfutterhäuschen, Komposter"],
["DINGE","SPORTHALLE","OBJGym","OBJ","Objects found in a fitness center or school gym, maybe a yoga mat, dumbells. See also MACHINES-GYM.","Gewicht, Kurzhantel, Langhantel, Matte, Hantelbank, Springseil, Gymnastikball, Yogamatte, Hantelbank, Widerstandsband, Kettlebell, Fitnessball, Gymnastikball"],
["DINGE","HAUSHALT","OBJHsehld","OBJ","Cleaning products, hangers, towel racks, things around the house that don't fit somewhere else.","Wohnung, Heim, Haus"],
["DINGE","JUWELEN","OBJJewl","OBJ","Bracelets, necklaces, rings.","Armband, Halskette, Krone, Ohrring, Ring, Nasenring, Anhänger, Krawattennadel, Manschettenknöpfe"],
["DINGE","SCHLÜSSEL","OBJKey","OBJ","Keys jingling, keys movement in lock.","Schlüsselanhänger, Schlüsselband, Lanyard"],
["DINGE","GEPÄCK","OBJLug","OBJ","Suitcases, luggage related sounds, handling, opening, packing.","Koffer, Reisegepäck, Seesack, Seesack"],
["DINGE","MEDIZIN","OBJMed","OBJ","Common objects in hospital or medical office.","Handblutdruckmessgerät, Stethoskop, Gummihandschuhe, Klemme, Spritze, Pinzette"],
["DINGE","DIV","OBJMisc","OBJ","Object sounds not fitting another category in this list.","Verschiedenes"],
["DINGE","BÜRO","OBJOffc","OBJ","Things found in an office, staplers, paper cutter etc. Not machines like a printer which would go in MACHINES-OFFICE.","Hefter, Papierschneider, Locher, Schere, Papierablage, Briefbeschwerer, Ordner, Mappe, Bericht"],
["DINGE","VERPACKUNG","OBJPack","OBJ","Items commonly used in packaging or packing, so bubblewrap, styrofoam, labels, food packaging.","Karton, Styropor, Erdnüsse, Etiketten, Packpapier, Luftpolsterfolie"],
["DINGE","KLEBEBAND","OBJTape","OBJ","Tape and other tacky sticky type sounds as well. Velco probably better into CLOTH-RIP as that matches the 'sound' better.","Klebeband, Klettverschluss, Fliegenfänger, Klebstoff, Packband, Abdeckband, Klebeband, Gaffer Tape, Scotch Tape, Double Stick Tape"],
["DINGE","REGENSCHIRM","OBJUmbr","OBJ","Umbrella opens and closes. Not for rain on umbrella, which would go in RAIN-CLOTH.","Schütteln, Rascheln, Ploppen, Klopfen"],
["DINGE","WAGEN","OBJWhled","OBJ","Non-motorized wheeled carts and dollies. Shopping cart, food cart, baggage cart, baby stroller, dolly, wheelchairs.","Kinderwagen, Buggy, Kinderwagen, Rollstuhl, Dolly, Kinderwagen, Karre, Trage"],
["DINGE","SCHREIBGERÄT","OBJWrite","OBJ","Any writing object or performance of writing on any surface. Pens, pencils, crayons, markers.","Kugelschreiber, Bleistift, Marker, Kreide, Buntstift, Trockenlöschtafel, Edding, Unterschrift"],
["DINGE","REISSVERSCHLUSS","OBJZipr","OBJ","Pant zippers, bag zippers, luggage zippers.","Reißverschluss, Hose, Jacke, Zelt, Tasche"],
["PAPIER","FLATTERN","PAPRFltr","PAPR","Paper and Cardboard. Tossing a group of pages or a book in the air, money flutters as it falls to the ground. Confetti.","flattern, klappen, fallen, Konfetti, Karton, Papier"],
["PAPIER","FRIKTION","PAPRFric","PAPR","Paper and Cardboard. Sliding paper or scraping paper.","rutschen, schaben, Karton, Papier"],
["PAPIER","HANTIEREN","PAPRHndl","PAPR","Paper and Cardboard. Page turns, magazine handling. Books dropping. Handling paper money. Some overlap or confusion with OBJECTS-BOOK.","umblättern, blättern, blättern, durchblättern, Pappe, Papier"],
["PAPIER","EINSCHLAG","PAPRImpt","PAPR","Paper and Cardboard. Heavy paper hits, a rolled up newspaper thwack, a magazine hitting something.","Papier schlagen, klatschen, schlagen, Zeitung, Zeitschrift, Pappe, Papier"],
["PAPIER","DIV","PAPRMisc","PAPR","Paper and Cardboard. Paper sounds not fitting another category in this list.","Verschiedenes"],
["PAPIER","REISSEN","PAPRRip","PAPR","Paper and Cardboard. Ripping paper, paper tears.","reißen, zerreißen, zerkleinern, Pappe, Papier"],
["PAPIER","TONAL","PAPRTonl","PAPR","Paper and Cardboard. Not very common, but tonal paper sounds.","klingen, singen, klingeln, Papier, Karton"],
["KUNSTSTOFF","BRECHEN","PLASBrk","PLAS","Plastic breaking, crunches, rips, shatters.","brechen, knacken, reißen, zerbrechen, knirschen"],
["KUNSTSTOFF","CRASH & TRÜMMER","PLASCrsh","PLAS","Plastic crashing, groups items falling, group destruction, plastic debris.","Sturz, Absturz, Trümmer"],
["KUNSTSTOFF","FRIKTION","PLASFric","PLAS","Plastic friction, such as scrapes, creaks, squeaks, screeching.","Stress, Kratzen, Knarren, Quietschen, Kreischen"],
["KUNSTSTOFF","HANTIEREN","PLASHndl","PLAS","Plastic handling, handling a toy or remote control. Some overlap with PLASTIC-MOVEMENT possible.","anfassen, greifen, setzen, aufheben, absetzen, werfen, fangen"],
["KUNSTSTOFF","EINSCHLAG","PLASImpt","PLAS","Plastic item impact. Hit, drop, big plastic impacts where item does not break. Dropping a plastic object.","treffen, fallen lassen, aufprallen"],
["KUNSTSTOFF","DIV","PLASMisc","PLAS","Plastic sounds not fitting another category in this list.","Verschiedenes"],
["KUNSTSTOFF","BEWEGUNG","PLASMvmt","PLAS","Plastic movement, dragging plastic or drag on plastic, rattles, shakes. See also PLASTIC-HANDLE.","ziehen, rollen, rasseln, schütteln"],
["KUNSTSTOFF","TONAL","PLASTonl","PLAS","Plastic tonal sounds, with a musical quality. Probably pretty rare.","klingen, singen, klingeln"],
["REGEN","STOFF","RAINClth","RAIN","Rain on cloth, like a person's clothes, or more likely a patio umbrella, awning.","Regen, Stoff, Jacke, Regenschirm, Baumwolle"],
["REGEN","BETON","RAINConc","RAIN","Rain on asphalt or concrete or patio tile. Rain on a hard slappy solid surface.","Regen, Zement, Pflaster, Asphalt"],
["REGEN","ALLGEMEIN","RAIN","RAIN","General downpour, rain on mixed materials.","Regen, Regensturm, Wolkenbruch"],
["REGEN","GLAS","RAINGlas","RAIN","Rain on a glass roof like a sunroof, or rain blown against a window as well.","Regen, Glas, Oberlicht, Fenster, Schiebedach, Gewächshaus"],
["REGEN","INNEN","RAINInt","RAIN","Interior recordings of Rain, from inside house or barn, or vehicle.","Regen, Regensturm, Innenraumregen, Windschutzscheibenregen, Regen auf dem Dach"],
["REGEN","METALL","RAINMetl","RAIN","Rain on a metal surface, so exterior rain on a car, or metal sheet, metal roof.","Regen, Metall, Auto, Dose, Blech, Dach"],
["REGEN","KUNSTSTOFF","RAINPlas","RAIN","Rain on plastic or vinyl surfaces, like a grill cover, or a plastic shed.","Regen, Kunststoff, Vinyl, Plexiglas"],
["REGEN","VEGETATION","RAINVege","RAIN","Rain on plants, leaves and grass. Jungle or tropical rain on plant leaves.","Regen auf einer Metalloberfläche, also Regen auf einem Auto, oder Blech, etc."],
["REGEN","WASSER","RAINWatr","RAIN","Rain on water, puddles, lakes, ponds.","Regen, Pfütze, See, Teich"],
["REGEN","HOLZ","RAINWood","RAIN","Rain on wood surfaces, so a deck for example.","Regen, Holz, Deck, Dach, Schuppen, Boden"],
["ROBOTER","DIV","ROBTMisc","ROBT","Robot sounds not fitting another category in this list.","Automat, Droide, Bot"],
["ROBOTER","BEWEGUNG","ROBTMvmt","ROBT","Complex robot movement, servos, possible robot hovering and flying. See also MOTORS-SERVO.","Servo, Solenoid, Mechanismus, pneumatisch, hydraulisch, Droide, Bot"],
