[["空気","吹く","AIRBlow","AIR","Steady air blows, like from a compressed can of air.","圧縮空気、減圧、放出、パフ、スパッタ、フラッター、パージ"],
["メカニカル","クリック","MECHClik","MECH","Short clicks, could be from button presses, things like that. Some confusion and overlap with MECHANICAL-SWITCH.","クリック、カチャカチャ、スナップ、トグル、ボタン"],
["メカニカル","ギア、道具","MECHGear","MECH","A toothed cog, turning or grinding gears, complex gear mechanisms. Small clock gears would go in CLOCKS-MECHANICS.","ギア、歯車、ピニオン、ラックとピニオン、トランスミッション、歯車ホイール、ギアホイール、フライホイール"],
["メカニカル","油圧、空気圧","MECHHydr","MECH","Various hydraulic or pneumatic sounds, like on a self-closing door. Isolated hydraulics and pneumatics. See also DOORS-HYDRAULIC & PNEUMATIC for a complete door.","油圧、空気圧、加圧、バルブ"],
["メカニカル","ラッチ","MECHLtch","MECH","Latch, as in a briefcase latch, or a luggage latch.","ラッチ、ハードウェア、ロック、留め金、ハスプ、ボルト"],
["メカニカル","レバー","MECHLvr","MECH","A sliding or switching lever. Train track lever, lever to turn on an electric chair. Old Frankenstein machine levers, breaker levers.","レバー、スイッチ、カチャカチャ、カチャカチャ"],
["メカニカル","ロック、施錠","MECHLock","MECH","A padlock, bicycle lock, or a locking mechanism. Door locks to go into DOORS-HARDWARE.","南京錠、デッドボルト"],
["メカニカル","その他","MECHMisc","MECH","Mechanical sounds not fitting another category in this list.","雑多な"],
["メカニカル","プーリー","MECHPuly","MECH","An isolated recording of a pulley, or system of pulleys.","キー、チャープ、ロール"],
["メカニカル","ラチェット","MECHRtch","MECH","That sound a ratchet makes.","ラチェット、スナップ、クリック、ワインド、クランク、ウィンチ"],
["メカニカル","リレー","MECHRelay","MECH","Old train station counting board flipping. A old communications relay board.","フリップ、トグル、カチャカチャ"],
["メカニカル","ローラー","MECHRolr","MECH","Like a rolling conveyor belt, or something on a roller.","ロール、ベルト、ラインシャフト"],
["メカニカル","スイッチ","MECHSwtch","MECH","Basic and heavy switches, light switches, power switches. Some overlap or confusion with MECHANICAL-CLICK.","スイッチ、クリック、カチャカチャ、トグル、ボタン"],
["金属","壊れる","METLBrk","METL","Metal breaking, snaps, cracks, rips, shatters.","壊れる、割れる、裂ける、粉々になる、砕ける"],
["金属","粉砕、瓦礫","METLCrsh","METL","Metal crashing and debris. Complex metal crashes, group metal crashes, metal debris falls.","クラッシュ、フォール、デブリ"],
["金属","摩擦","METLFric","METL","Metal friction, stress, so scrapes, creaks, squeaks, squeals, screeches. Metal sounds caused by friction.","ストレス、擦り傷、きしみ、軋み、金切り声"],
["金属","めくる、持つ","METLHndl","METL","Metal handling, handling metal objects. Some overlap with METAL-MOVEMENT possible.","ハンドル、グラブ、セット、ピックアップ、セットダウン、トス、キャッチ"],
["金属","インパクト、打撃","METLImpt","METL","Metal single item impacts, so anvil hits, dropping something that doesn't break. Clangs, clunks, bangs.","ぶつかる、落ちる、衝撃、衝突、ガチャン、ガチャン"],
["金属","その他","METLMisc","METL","Metal sounds not fitting another category in this list.","雑多"],
["金属","動作、振動、巻取り","METLMvmt","METL","Metal movement, so drag, roll, rattle, shake. Single or metal items moving. Or movement on a metal surface. See also METAL-HANDLE.","引きずる, 転がす, ガラガラさせる, 揺らす"],
["金属","金属の音階","METLTonl","METL","Metal tonal, resonating, ringing, wronks and warps. Bending sheet metal, a singing bowl ringing, metal shinging.","弓を引く、鳴らす、鳴る、反らす、曲げる、共鳴させる"],
["モーター","アンティーク、旧式","MOTRAntq","MOTR","Old motors, usually combustion, so old oil pump engines, old compressors. An antique gas pump for example.","灯油エンジン、パラフィンエンジン"],
["モーター","燃焼","MOTRComb","MOTR","Non-vehicle combustion engines. Combustion motors, generators. Isolated engine recordings.","ディーゼルエンジン、ガスエンジン、内燃機関、2サイクルエンジン"],
["モーター","電気、エレクトリック","MOTRElec","MOTR","Non-vehicle electric motors. Any motor that runs on electricity. An isolated electric motor. See also TOOLS-POWER.","歯ブラシ、電気カミソリ、電気モーター、生ゴミ処理機、歯医者用ドリル"],
["モーター","その他","MOTRMisc","MOTR","Motor sounds not fitting another category in this list.","雑多なもの"],
["モーター","サーボ","MOTRSrvo","MOTR","Specifically servo motors, from robot, to radio controlled servos. Clean isolated servos.","ロボット、RCカー、カメラフォーカス、カーアンテナ、プリンター"],
["モーター","タービン","MOTRTurb","MOTR","Turbines, water or air. That classic 'whine' power up and down are usually turbines. A jet engine is a turbine.","風車、飛行機、航空機、発電機"],
["動く、動作","活動","MOVEActv","MOVE","Crowds moving but also performing activities, cleaning, moving boxes. Clean recordings with no vocals. See MOVEMENT-HUMAN for Single activity.","活動、移動、掃除、買い物、荷ほどき"],
["動く、動作","動物","MOVEAnml","MOVE","Group animal movement, individual feet go to FOOTSTEPS-ANIMAL or FOOTSTEPS-HORSE. But think herds of grazing animals, stampedes.","踏み潰す、群れる、突進する、踏みつぶす、かき混ぜる"],
["動く、動作","モンスター、怪物","MOVECrea","MOVE","Slithering Dragons, Gooey Zombie Movement.","滑る、這う、滑る、もがく、這う"],
["動く、動作","人、群集","MOVECrwd","MOVE","Groups of people milling or walking. Usually mostly just recordings of group footsteps in real locations. No vocals. Compare to MOVEMENT-ACTIVITY.","歩く、走る、行進する、ミル、シャッフル、スカッフル、座る、立つ、横たわる、スリップ、ジャンプ、スキップ"],
["動く、動作","人間","MOVEHmn","MOVE","Movement of single human, aside from footsteps, standing, sitting, shuffe. Some overlap or confusion with FOOTSTEP-HUMAN or MOVEMENT-ACTIVITY.","歩く、走る、行進する、ミル、シャッフル、スカッフル、座る、立つ、嘘、滑る、跳ぶ、飛ばす"],
["動く、動作","昆虫","MOVEInsc","MOVE","Group insects, footsteps, movement, swarms, spiders, locusts. Swarms of flying insects here too, bees, flies. Overlap with ANIMALS-INSECT or AMBIENCE-INSECT.","swarm, hive, bee-hive, slither, maggots."],
["動く、動作","その他","MOVEMisc","MOVE","Movement sounds not fitting another category in this list.","雑多な"],
["動く、動作","仕草、所作","MOVEPres","MOVE","Very light movement, people in church adjusting, people on church pews. Again, recordings without vocals. Compare to MOVEMENT-ACTIVITY and MOVEMENT-CROWD.","調整、シャッフル、スカッフル、軽快な動き、シフト"],
["音楽","ベル、鈴","MUSCBell","MUSC","Specifically musical bells, tuned bells, think Tubular bells or hand bells. See also the BELL category for non-musical uses. BELL-GONG is older and this is a better fit.","チューブラーベル、カリヨン、ガムラン、シンギングボウル、ハンドベル、カウベル、ゴング、ガムラン、アグン、ボウルゴング、タムタム"],
["音楽","ブラス、管楽器","MUSCBrass","MUSC","Brass musical instruments, trumpets, tuba, french horn.","チューバ、フレンチホルン、トロンボーン、トランペット、メロフォン、ユーフォニアム、スーザフォン、フリューゲルホルン、ビューグル、サックスホルン、コルネット"],
["音楽","チャイム","MUSCChim","MUSC","Wind chimes, bell trees, Tinkerbell type magic chimes.","ウィンドチャイム、ベルツリー、ティンクル、トゥインクル、シマー"],
["音楽","合唱","MUSCChor","MUSC","Choir pieces, choral, not for 'designed type vocally stuff'.","クワイア, コーラス, ゴスペル, 教会"],
["音楽","実験","MUSCExpr","MUSC","Strange or wierdly modified instruments, exotic instruments, prepared instruments like a prepared piano.","テルミン、グラス・アルモニカ、パイロフォン、スタイロフォン、クリスタル・バシェット、エレクトリファイド・カクタス、エオリアン・ウィンドハープ"],
["音楽","楽器、インストゥルメント","MUSCInst","MUSC","Various instruments that don't have a home in the other MUSICAL categories.","楽器"],
["音楽","鍵盤","MUSCKeyd","MUSC","Keyed Instruments, such as pianos and harpsichord. For synthesizer though see MUSICAL-SYNTHESIZED.","ピアノ、オルガン、チェンバロ、アコーディオン、メロディカ、チェレスタ、スピネット、クラビネット、クラビコード、ハルモニウム、ダルシトーン"],
["音楽","ループ","MUSCLoop","MUSC","For looping musical phrases, sampled loops.","ミュージックループ、サンプルループ、ドラムループ"],
["音楽","その他","MUSCMisc","MUSC","Music sounds not fitting another category in this list. Hopefully rarely needed.","雑技、ハーモニカ、カズー"],
["音楽","パーカッション、ドラム","MUSCPerc","MUSC","Drums and percussion, including deep timpani or big war drums. Mainly meant for true membrane instruments, also see MUSICAL-TUNED PERCUSSION","ティンパニ、ケトルドラム、バスドラム、タム、軍楽隊、和太鼓、キックドラム、スネアドラム"],
["音楽","パーカッション、打楽器","MUSCTnprc","MUSC","Tuned percussion mostly played with mallets, Xylophones, Vibraphones, etc.","グロッケンシュピール、シロフォン、ビブラフォン、メタロフォン、ベルライアー、スチールドラム、マリンバ"],
["音楽","パフォーマンス","MUSCPrfm","MUSC","A musical performance, or warm-up, a live musical act, a street musican, high school band. If a mixed ambience, look to AMBIENCE categories, like PUBLIC PLACE.","バンド、ストリートミュージシャン、ライブコンサート、ショー、ナイトクラブ "],
["音楽","弦楽器","MUSCPluck","MUSC","Guitars, Banjos, Harps, instruments that are mainly plucked when played. See also MUSICAL-STRINGED.","ギター、バンジョー、ウクレレ、ハープ、アコースティックギター、ベースギター、マンドリン、バラライカ、シタール、パイパ、サムピアノ、ジョーハープ、チター、バラライカ、オートハープ、コラ、リュート、ライアー、ウード、タンブラ、カリンバ"],
["音楽","サンプル","MUSCSmpl","MUSC","Musical samples. Single triggered samples, not loops, which has its own subcategory here.","サンプル、生サンプル、一発録り"],
["音楽","シェイカー","MUSCShake","MUSC","Shaken musical instruments, rattles, tamourines.","マラカス、タンバリン、ガラガラ、レインスティック、シェケレ、エッグシェイカー、チャイチャ、モンキースティック、カツァ、シストラム、シェイカー、カバサ"],
["音楽","唄とフレーズ","MUSCSong","MUSC","Complete musical pieces, songs as ringtones, car music bys. See also MUSICAL-PERFORMANCE which is a better fit for 'live performances'.","音楽, プレーヤーピアノ, 着メロ, ミュージカルカー, フレーズ"],
["音楽","ME、タッチ音","MUSCStngr","MUSC","A short musical phrase or accent, like a horror 'string' sting. A big pitching cello note. But musical in nature.","音楽の歌詞, ニュースの歌詞, タイトル"],
["音楽","ストリングス","MUSCStr","MUSC","Bowed string instruments like violin, cello, viola. Harp probably now goes to MUSICAL-PLUCKED.","バイオリン, チェロ, ビオラ, ビオロンチェロ, ベース, コントラバス"],
["音楽","シンセサイザー","MUSCSynth","MUSC","Synth samples, musical synth performances. Some overlap with MUSICAL-SAMPLE, but this meant for more than simple triggered samples.","シンセ、ムーグ、カシオ、ローランド、アープ、シンセサイザー、オーバーハイム、minimoog、ヤマハ、コルグ"],
["音楽","おもちゃ","MUSCToy","MUSC","Toys that play musical phrases, also music boxes would go here.","オルゴール、ジャック・イン・ザ・ボックス"],
["音楽","木管楽器","MUSCWind","MUSC","Woodwind instruments like flute, oboe, bassoon, clarinet.","フルート、ピッコロ、オーボエ、ファゴット、リコーダー、クラリネット、サックス、バスクラリネット、ネイ、バンスリー、カヴァル、パンフルート、シャオ、ファイフ "],
["自然災害","雪崩","NATDAval","NATD","Composite big movements of sliding, falling earth, landslides, mudslides. This category often for big hollywood versions of these types of sound.","地滑り、土石流"],
["自然災害","地震","NATDQuak","NATD","Composite and complex earthquake rumbles and rattles. This category often for big hollywood versions of these types of sound.","地震, ランブル, ガラガラ, 亀裂, lfe"],
["自然災害","その他","NATDMisc","NATD","Natural Disaster sounds not fitting another category in this list.","雑多"],
["自然災害","竜巻","NATDTorn","NATD","Composite tornado sounds, layered and created massive tornadoes. This category often for big hollywood versions of these types of sound.","ねじれ、渦、吹き流し"],
["自然災害","津波","NATDTsun","NATD","Composite tidal wave or tsunami scenes, layered and created. This category often for big hollywood versions of these types of sound.","津波、高波"],
["自然災害","台風","NATDThyp","NATD","Composite typhoons, cyclones or hurricanes. Massive swirling storms. This category often for big hollywood versions of these types of sound.","台風、ハリケーン、サイクロン、熱帯低気圧"],
["自然災害","噴火","NATDVolc","NATD","Composite big volcano eruptions. Lava, lava bombs, eruptions. This category often for big hollywood versions of these types of sound. See also GEOTHERMAL-LAVA.","噴火、溶岩、溶岩弾、噴出物、パイロクラスト"],
["身近な物","バッグ、財布","OBJBag","OBJ","Bags and purses, shopping bags, lunch bags. Really any bag, except Luggage which would go to OBJECTS-LUGGAGE.","ダッフル、バックパック、バックパック、財布、ハンドバッグ、ショルダーバッグ、カメラバッグ"],
["身近な物","本","OBJBook","OBJ","Books, magazines, sounds relating to these. Handling particularly. Some overlap or confusion with PAPER-HANDLE.","本、表紙、雑誌、カタログ、教科書、辞書、大著、巻物、バイブル、出版物"],
["身近な物","コイン","OBJCoin","OBJ","Coins land, toss, drop, handle. Coins being counted, sorted. A bag of coins.","トス、フリップ、ピン、ダンプ、スピン、貯金箱、カチャカチャ、硬貨、小銭、小銭、銀貨、ペニー、ニッケル、ダイム、クォーター"],
["身近な物","コンテナ","OBJCont","OBJ","Boxes, tupperware, jewelry boxes, things that hold things, lids, handling, opens and closes.","箱、板紙箱、容器、パッケージ、宝石箱、プラスチック容器、蓋、タッパーウェア、カプセル、パン箱、キャニスター、道具箱、薬箱"],
["身近な物","庭","OBJFash","OBJ","Shoes, belts, clothes, actions involding fashion objects. Makeup, lipstick, etc. Some overlap possible with CLOTH categories. See also OBJECTS-JEWELRY. And OBJECTS-BAG.","靴、ブーツ、マスカラ、口紅、化粧品、ベルト、帯、スカーフ、ハイヒール、アイライナー、サングラス、眼鏡、財布、帽子、手袋、時計、ショール、靴下、バンダナ、ヘッドバンド、ネクタイ、マフ、サスペンダー、ローブ、ハンカチーフ"],
["身近な物","ジム","OBJFurn","OBJ","Chairs movement, couch movement, things like that. Wood chair creaks could go in WOOD-FRICTION.","チェスターフィールド、ソファ、ロッキングチェア、テーブル、チェア、ラブシート、スツール、キャビネット、書棚、ベッド、カウチ、チェスト"],
["身近な物","ファッション","OBJGrdn","OBJ","Flower pots, bird feeders, things that you might find and use in a garden. See also TOOLS-GARDEN and MACHINES-GARDEN.","植木鉢、庭の彫刻、ホース、蛇口、じょうろ、鳥の餌箱、コンポスター"],
["身近な物","家具","OBJGym","OBJ","Objects found in a fitness center or school gym, maybe a yoga mat, dumbells. See also MACHINES-GYM.","ウェイト、ダンベル、バーベル、マット、ウェイトベンチ、縄跳び、エクササイズボール、ヨガマット、ウェイトベンチ、レジスタンスバンド、ケトルベル、フィットネスボール、エクササイズボール"],
["身近な物","キッチン用品","OBJHsehld","OBJ","Cleaning products, hangers, towel racks, things around the house that don't fit somewhere else.","家庭、家、家"],
["身近な物","宝石類","OBJJewl","OBJ","Bracelets, necklaces, rings.","ブレスレット、ネックレス、王冠、イヤリング、リング、ネックレス、ペンダント、ネクタイピン、カフリンクス"],
["身近な物","鍵","OBJKey","OBJ","Keys jingling, keys movement in lock.","キーリング、キーホルダー、ランヤード"],
["身近な物","スーツケース、鞄","OBJLug","OBJ","Suitcases, luggage related sounds, handling, opening, packing.","スーツケース、手荷物、ダッフルバッグ、ダッフルバッグ"],
["身近な物","病院、医療","OBJMed","OBJ","Common objects in hospital or medical office.","手動血圧計、聴診器、ゴム手袋、クランプ、注射器、鉗子"],
["身近な物","その他","OBJMisc","OBJ","Object sounds not fitting another category in this list.","雑貨"],
["身近な物","オフィス","OBJOffc","OBJ","Things found in an office, staplers, paper cutter etc. Not machines like a printer which would go in MACHINES-OFFICE.","ホッチキス、カッター、穴あけ器、はさみ、紙皿、文鎮、フォルダー、バインダー、報告書"],
["身近な物","パッケージ、包","OBJPack","OBJ","Items commonly used in packaging or packing, so bubblewrap, styrofoam, labels, food packaging.","ダンボール、発泡スチロール、ピーナッツ、ラベル、包装紙、プチプチ"],
["身近な物","テープ","OBJTape","OBJ","Tape and other tacky sticky type sounds as well. Velco probably better into CLOTH-RIP as that matches the 'sound' better.","テープ、マジックテープ、ハエ取り紙、接着剤、パッキングテープ、マスキングテープ、ダクトテープ、ガファーテープ、スコッチテープ、ダブルスティックテープ"],
["身近な物","傘","OBJUmbr","OBJ","Umbrella opens and closes. Not for rain on umbrella, which would go in RAIN-CLOTH.","揺れる、ざわめく、ポップ、トントン"],
["身近な物","カート、ベビーカー","OBJWhled","OBJ","Non-motorized wheeled carts and dollies. Shopping cart, food cart, baggage cart, baby stroller, dolly, wheelchairs.","乳母車、歩行器、乳母車、車椅子、台車、ベビーカー、カート、担架"],
["身近な物","ペン、筆、マジック","OBJWrite","OBJ","Any writing object or performance of writing on any surface. Pens, pencils, crayons, markers.","ペン、鉛筆、マーカー、チョーク、クレヨン、乾式消しゴム、シャープペン、署名"],
["身近な物","ジッパー","OBJZipr","OBJ","Pant zippers, bag zippers, luggage zippers.","ジッパー、ズボン、ジャケット、テント、バッグ"],
["紙","投げる、丸める、落とす","PAPRFltr","PAPR","Paper and Cardboard. Tossing a group of pages or a book in the air, money flutters as it falls to the ground. Confetti.","ひらひら、はためく、落ちる、紙吹雪、段ボール、紙"],
["紙","きしむ、歪む、ねじれる","PAPRFric","PAPR","Paper and Cardboard. Sliding paper or scraping paper.","滑る、削る、厚紙、紙"],
["紙","めくる、持つ","PAPRHndl","PAPR","Paper and Cardboard. Page turns, magazine handling. Books dropping. Handling paper money. Some overlap or confusion with OBJECTS-BOOK.","ターン、ページ、フリップ、ブラウズ、熟読、段ボール、紙"],
["紙","インパクト、打撃","PAPRImpt","PAPR","Paper and Cardboard. Heavy paper hits, a rolled up newspaper thwack, a magazine hitting something.","紙を打つ、叩く、平手打ち、新聞、雑誌、段ボール、紙"],
["紙","その他","PAPRMisc","PAPR","Paper and Cardboard. Paper sounds not fitting another category in this list.","雑多な"],
["紙","切り裂く、破る","PAPRRip","PAPR","Paper and Cardboard. Ripping paper, paper tears.","引き裂く, 破く, 細断する, 段ボール, 紙"],
["紙","音調、鳴る","PAPRTonl","PAPR","Paper and Cardboard. Not very common, but tonal paper sounds.","音調, 歌う, 鳴る, 紙, 段ボール"],
["プラスティック","割れる","PLASBrk","PLAS","Plastic breaking, crunches, rips, shatters.","破れる, ひび割れる, 裂ける, 粉砕する, かみ砕く"],
["プラスティック","破壊、粉砕","PLASCrsh","PLAS","Plastic crashing, groups items falling, group destruction, plastic debris.","落下, 衝突, 破片"],
["プラスティック","きしみ、引っ掻く","PLASFric","PLAS","Plastic friction, such as scrapes, creaks, squeaks, screeching.","ストレス, スクラップ, きしむ, キーキー鳴る"],
["プラスティック","めくる、持つ","PLASHndl","PLAS","Plastic handling, handling a toy or remote control. Some overlap with PLASTIC-MOVEMENT possible.","ハンドル, グラブ, セット, ピックアップ, セットダウン, トス, キャッチ"],
["プラスティック","インパクト、打撃","PLASImpt","PLAS","Plastic item impact. Hit, drop, big plastic impacts where item does not break. Dropping a plastic object.","ぶつける、落とす、衝撃を与える"],
["プラスティック","その他","PLASMisc","PLAS","Plastic sounds not fitting another category in this list.","雑多な"],
["プラスティック","動かす、揺する、引きずる","PLASMvmt","PLAS","Plastic movement, dragging plastic or drag on plastic, rattles, shakes. See also PLASTIC-HANDLE.","ドラッグ、ロール、ガラガラ、シェイク"],
["プラスティック","金属の音階","PLASTonl","PLAS","Plastic tonal sounds, with a musical quality. Probably pretty rare.","音調, 歌う, 鳴る"],
["雨","雨具、雨除け","RAINClth","RAIN","Rain on cloth, like a person's clothes, or more likely a patio umbrella, awning.","雨、布、ジャケット、傘、綿"],
["雨","アスファルト、コンクリート","RAINConc","RAIN","Rain on asphalt or concrete or patio tile. Rain on a hard slappy solid surface.","雨、セメント、舗道、アスファルト"],
["雨","全般","RAIN","RAIN","General downpour, rain on mixed materials.","雨、暴風雨、豪雨"],
["雨","ガラス、窓","RAINGlas","RAIN","Rain on a glass roof like a sunroof, or rain blown against a window as well.","雨、ガラス、天窓、窓、サンルーフ、温室"],
["雨","内部","RAINInt","RAIN","Interior recordings of Rain, from inside house or barn, or vehicle.","雨、暴風雨、室内雨、風防雨、屋根の上の雨"],
["雨","金属、車","RAINMetl","RAIN","Rain on a metal surface, so exterior rain on a car, or metal sheet, metal roof.","雨、金属、車、缶、トタン、屋根"],
["雨","プラスティック","RAINPlas","RAIN","Rain on plastic or vinyl surfaces, like a grill cover, or a plastic shed.","雨、プラスチック、ビニール、プレキシガラス"],
["雨","植物","RAINVege","RAIN","Rain on plants, leaves and grass. Jungle or tropical rain on plant leaves.","金属表面上の雨、だから車、または金属板などの上の雨"],
["雨","水、湖、海、川","RAINWatr","RAIN","Rain on water, puddles, lakes, ponds.","雨、水たまり、湖、池"],
["雨","木、木製品","RAINWood","RAIN","Rain on wood surfaces, so a deck for example.","雨、木、デッキ、屋根、小屋、床"],
["ロボット","その他","ROBTMisc","ROBT","Robot sounds not fitting another category in this list.","オートマトン、ドロイド、ロボット"],
["ロボット","動き、動作","ROBTMvmt","ROBT","Complex robot movement, servos, possible robot hovering and flying. See also MOTORS-SERVO.","サーボ、ソレノイド、メカニズム、空気圧、油圧、ドロイド、ボット"],
["ロボット","声、音声","ROBTVox","ROBT","Droid and robot vocals, R2D2 would go here. Any manner of vocalizing robot. More expressive than a beep/UI.","ドロイド、チャープ、ビープ、ホイッスル、ボット"],
["岩、石","割れる","ROCKBrk","ROCK","Rock cracks, breaks, rips or shatters. More isolated and singular cracks and breaks.","壊れる、ひび割れる、裂ける、粉々になる、砕ける"],
["岩、石","砕ける、粉砕","ROCKCrsh","ROCK","Rock crashes and debris, so a huge rock crash, collapse. Or isolated debris. See also NATURAL DISASTER-AVALANCHE.","落下、破片"],
["岩、石","きしむ、歪む","ROCKFric","ROCK","Rock creaks, scrapes... the stress of rock about to break.","ストレス、擦り傷、きしみ、きしみ音、軋み"],
["岩、石","めくる、持つ","ROCKHndl","ROCK","Rock handing, picking up or digging through rocks, bricks. Some overlap with ROCKS-MOVEMENT possible.","扱う、つかむ、セットする、拾う、下ろす、投げる、捕る"],
["岩、石","インパクト、打撃","ROCKImpt","ROCK","Rock falling, dropping without breaking, or something hit with a rock, a big rock impact.","ぶつける、落とす、衝撃を与える、ぶつかる、ガチャン、カチッ、チョップ"],
["岩、石","その他","ROCKMisc","ROCK","Rock sounds not fitting another category in this list.","雑技"],
["岩、石","動かす、引きずる、落とす","ROCKMvmt","ROCK","Rock dragging, or dragging across a rock surface, rocks shaking or rattling. See also ROCKS-HANDLE.","引きずる, 転がす, ガラガラさせる, 揺らす"],
["岩、石","音調、鳴る","ROCKTonl","ROCK","Tonal rocks, probably pretty rare. Singing rocks.","曲がる, 鳴る, 巻く, 揺れる, 反る"],
["ロープ、縄","きしみ、キーキー","ROPECreak","ROPE","Rope stretches and creaks, people hanging from nooses.. Ship rope creaks. Tension of rope stretches.","伸ばす, 引く, 引っ張る"],
["ロープ、縄","めくる、持つ","ROPEHndl","ROPE","Rope handling, tying knots, rigging up a ship sail. Possible overlap with ROPE-MOVEMENT.","ハンドル, グラブ, セット, ピックアップ, セットダウン, トス, キャッチ"],
["ロープ、縄","インパクト、打撃、ぶつける","ROPEImpt","ROPE","Rope impacts, tossing ropes to ground, ropes banging violently in the wind. Possible overlap with ROPE-MOVEMENT.","打つ, 落とす, 衝撃"],
["ロープ、縄","その他","ROPEMisc","ROPE","Rope sounds not fitting another category in this list.","雑多"],
["ロープ、縄","動く、引きずる、投げる","ROPEMvmt","ROPE","Ropes zuzzing, moving across objects, zipline. See also ROPE-HANDLE.","zuzz, zipline, zip, knot, tie (結ぶ)"],
["ゴム","ちぎれる、粉砕","RUBRCrsh","RUBR","Rubber items crashing, or rubber debris landing.","破片, 散乱, ぽい"],
["ゴム","きしむ、歪む","RUBRFric","RUBR","Rubber squeaks, balloon squeaks, a rubber shoe squeak.","キーキー、ギシギシ、引きずる、擦る、擦る、うなる"],
["ゴム","めくる、持つ","RUBRHndl","RUBR","Rubber handling, rubber objects being manipulated or handled. Some overlap with RUBBER-MOVEMENT","ハンドル, グラブ, セット, ピックアップ, セットダウン, トス, キャッチ"],
["ゴム","インパクト、打撃","RUBRImpt","RUBR","Rubber impacts, drops, bounces. Hitting a balloon or rubber ball.","ぶつかる, 衝撃, ヒット, バウンド, ドロップ"],
["ゴム","その他","RUBRMisc","RUBR","Rubber sounds not fitting another category in this list.","雑多"],
["ゴム","引っ張る、ゆする、こする","RUBRMvmt","RUBR","Rubber movement, dragging rubber or drag on rubber. Rubber flapping. See also RUBBER-HANDLE.","動く, 引きずる, はたたく, バタバタ"],
["ゴム","金属の音階","RUBRTonl","RUBR","Rubber movement with a tonal quality, a musical quality.","音調, ゴム, 歌う"],
["サイエンスフィクション","アラーム","SCIAlrm","SCI","Overly futuristic alarms, the kind you're hear on a spaceship","SFアラーム、アラート、警告"],
["サイエンスフィクション","コンピューター","SCICmpt","SCI","Use Sci-Fi for overtly 'science fiction' type computer sounds, a very futuristic computer. Some overlap with USER INTERFACE.","コンピュータ、コンソール、インターフェイス、ホロスクリーン"],
["サイエンスフィクション","ドア","SCIDoor","SCI","That Star-Trek type door. Spaceship doors.","SFドア、エアロック"],
["サイエンスフィクション","エネルギー","SCIEnrg","SCI","Energy particles, vortexes, transporters, holograms, force fields.","粒子、渦、トランスポーター、ホログラム、フォースフィールド"],
["サイエンスフィクション","インパクト、打撃、ぶつける","SCIImpt","SCI","A bolt of SciFi energy, a hi-tech energy impact, more futuristic than just an explosion. Overlap with DESIGNED-IMPACT.","エネルギーヒット、エネルギー波、フォースフィールド"],
["サイエンスフィクション","機械、メカ","SCIMach","SCI","Future technology machines, transporters, food replicators.","テレポーター、食品レプリケーター、ホロデッキ"],
["サイエンスフィクション","メカニズム","SCIMech","SCI","An overly sci-fi sounding gizmo or mechanism. Little unfolding robot or something like that. Similar to MACHINE-MECHANISM but more SciFi.","トリコーダー、SFデバイス、ギズモ"],
["サイエンスフィクション","その他","SCIMisc","SCI","SCI-FI sounds not fitting another category in this list.","雑多な"],
["サイエンスフィクション","レトロ、クラッシック","SCIRetro","SCI","Cheesy sci-fi sounds, like from The Jetsons, The Day the Earth Stood Still. Old TV or film sci-fi sounds.","古いSF"],
["サイエンスフィクション","宇宙船","SCIShip","SCI","Spaceships here, your best Enterprise and Tie Fighter rip-offs! See also SCIFI-VEHICLE for non-spaceships.","宇宙船、UFO、母船、バトルクルーザー、宇宙船"],
["サイエンスフィクション","乗り物","SCIVeh","SCI","Various sci-fi vehicles, like a moon rover, landspeeder, speeder bike, hoverboard, podracer. See also SCIFI-SPACESHIP.","月探査機、ランドスピーダー、スピーダーバイク、ホバーボード、ポッドレーサー"],
["サイエンスフィクション","武器、兵器","SCIWeap","SCI","Lightsabers, exotic sci-fi weapons. Not a 'blaster' which would go in LASERS-GUN.","ライトセーバー、エキゾチックな武器"],
["雪","粉砕、粉雪","SNOWCrsh","SNOW","Snow big crashes, a big fall of snow, a roof full of snow collapsing. See also NATURAL DISASTER-AVALANCE for the extreme version of this.","雪玉、スノークラッシュ"],
["雪","踏みしめる、固める","SNOWFric","SNOW","Snow scrapes, squeaks. Sliing on snow, sledding.","ストレス、擦り傷、きしみ、軋み、金切り声"],
["雪","めくる、持つ","SNOWHndl","SNOW","Snow being handled, a snowball being formed, etc. Digging out of show with your hands. Some overlap with SNOW-MOVEMENT.","ハンドル, グラブ, セット, ピックアップ, セットダウン, トス, キャッチ"],
["雪","インパクト、打撃、ぶつける","SNOWImpt","SNOW","A big impact of snow, like a roof full of snow falling. Or smaller like a snowball. Jumping into a pile of snow.","雪だるま、スノードリフト、転倒、落下"],
["雪","その他","SNOWMisc","SNOW","Snow sounds not fitting another category in this list.","雑多な"],
["雪","動く、引きずる、転がす","SNOWMvmt","SNOW","Dragging something through snow, rolling in snow. See also SNOW-HANDLE.","かき回す、引きずる、耕す、もみくちゃにする"],
["スポーツ","コート","SPRTCourt","SPRT","Sports played on a court indoors or out, such a basketball, tennis.","バスケットボール、テニス、フェンシング、バレーボール、ラケットボール、バドミントン、ネットボール、スカッシュ、ドッジボール、シャッフルボード、ハンドボール"],
["スポーツ","フィールド","SPRTField","SPRT","Sports played on a field outdoors such as soccer and football.","サッカー、フットボール、野球、フィールドホッケー、クリケット、ラグビー、ポロ、ラクロス"],
