[["AIRE","SOPLAR","AIRBlow","AIR","Steady air blows, like from a compressed can of air.","aire comprimido, despresurizar, liberar, soplar, chisporrotear, aletear, purgar"],
["MAGIA","MALVADA","MAGEvil","MAG","Evil magic, ominous, dark magic. Voldemort type stuff.","oscuro, diablo, invocación, nigromancia, vudú, magia negra, prohibido"],
["MAGIA","MISCELÁNEA","MAGMisc","MAG","Magic sounds not fitting another category in this list.","varios"],
["MAGIA","DESAPARICIÓN","MAGPoof","MAG","Shorter magic phrases, often for transforming, short 'turn you into a rabbit' type stuff.","chuff, foomp, blast"],
["MAGIA","BRILLO","MAGShim","MAG","Glassy or chime-like shimmers, waves of particle type magic.","centelleo, centelleo, campanilla, campanilla, destello, brillo, centelleo, centelleo, resplandor, destello, centelleo"],
["MAGIA","HECHIZO","MAGSpel","MAG","Something complex for a spell being cast. Think Maleficent swirling green magic or weird vocal-ish spells.","bruja, mago, hechicero, conjuro, maleficio, runa, hechicería, encantamiento, invocación, embrujo, exorcismo, maldición, trance"],
["MECÁNICO","CLIC","MECHClik","MECH","Short clicks, could be from button presses, things like that. Some confusion and overlap with MECHANICAL-SWITCH.","click, clack, snap, toggle, button"],
["MECÁNICO","ENGRANAJE","MECHGear","MECH","A toothed cog, turning or grinding gears, complex gear mechanisms. Small clock gears would go in CLOCKS-MECHANICS.","engranaje, rueda dentada, piñón, cremallera, transmisión, rueda dentada, rueda dentada, volante de inercia"],
["MECÁNICO","HIDRÁULICO Y NEUMÁTICO","MECHHydr","MECH","Various hydraulic or pneumatic sounds, like on a self-closing door. Isolated hydraulics and pneumatics. See also DOORS-HYDRAULIC & PNEUMATIC for a complete door.","hidráulico, neumático, presurizado, válvula"],
["MECÁNICO","CERROJO PESTILLO","MECHLtch","MECH","Latch, as in a briefcase latch, or a luggage latch.","pestillo, herraje, cerradura, broche, aldaba, cerrojo"],
["MECÁNICO","PALANCA","MECHLvr","MECH","A sliding or switching lever. Train track lever, lever to turn on an electric chair. Old Frankenstein machine levers, breaker levers.","palanca, interruptor, clunk, clank"],
["MECÁNICO","BLOQUEAR","MECHLock","MECH","A padlock, bicycle lock, or a locking mechanism. Door locks to go into DOORS-HARDWARE.","candado, cerrojo"],
["MECÁNICO","MISCELÁNEA","MECHMisc","MECH","Mechanical sounds not fitting another category in this list.","varios"],
["MECÁNICO","POLEA","MECHPuly","MECH","An isolated recording of a pulley, or system of pulleys.","chirrido, chirrido, rodar"],
["MECÁNICO","TRINQUETE","MECHRtch","MECH","That sound a ratchet makes.","trinquete, chasquido, clic, cuerda, manivela, torno"],
["MECÁNICO","RELÉ","MECHRelay","MECH","Old train station counting board flipping. A old communications relay board.","giro, palanca, chasquido"],
["MECÁNICO","RODILLO","MECHRolr","MECH","Like a rolling conveyor belt, or something on a roller.","rodar, correa, eje"],
["MECÁNICO","INTERRUPTOR","MECHSwtch","MECH","Basic and heavy switches, light switches, power switches. Some overlap or confusion with MECHANICAL-CLICK.","interruptor, clic, clac, palanca, botón"],
["METAL","ROMPER","METLBrk","METL","Metal breaking, snaps, cracks, rips, shatters.","romper, agrietar, desgarrar, destrozar, crujir"],
["METAL","CHOQUE Y ESCOMBROS","METLCrsh","METL","Metal crashing and debris. Complex metal crashes, group metal crashes, metal debris falls.","choque, caída, escombros"],
["METAL","FRICCIÓN","METLFric","METL","Metal friction, stress, so scrapes, creaks, squeaks, squeals, screeches. Metal sounds caused by friction.","tensión, raspadura, crujido, chirrido, chirrido"],
["METAL","MANIPULAR","METLHndl","METL","Metal handling, handling metal objects. Some overlap with METAL-MOVEMENT possible.","manejar, agarrar, colocar, recoger, depositar, lanzar, atrapar"],
["METAL","IMPACTO","METLImpt","METL","Metal single item impacts, so anvil hits, dropping something that doesn't break. Clangs, clunks, bangs.","golpear, caer, impactar, estrellarse, chocar, repiquetear"],
["METAL","MISCELÁNEA","METLMisc","METL","Metal sounds not fitting another category in this list.","varios"],
["METAL","MOVIMIENTO","METLMvmt","METL","Metal movement, so drag, roll, rattle, shake. Single or metal items moving. Or movement on a metal surface. See also METAL-HANDLE.","arrastrar, rodar, traquetear, sacudir"],
["METAL","TONAL","METLTonl","METL","Metal tonal, resonating, ringing, wronks and warps. Bending sheet metal, a singing bowl ringing, metal shinging.","arquear, sonar, crujir, tintinear, alabear, doblar, resonar"],
["MOTORES","ANTIGUOS","MOTRAntq","MOTR","Old motors, usually combustion, so old oil pump engines, old compressors. An antique gas pump for example.","motor de queroseno, motor de parafina"],
["MOTORES","COMBUSTIÓN","MOTRComb","MOTR","Non-vehicle combustion engines. Combustion motors, generators. Isolated engine recordings.","motor diesel, motor de gas, motor de combustión, motor de dos tiempos"],
["MOTORES","ELÉCTRICOS","MOTRElec","MOTR","Non-vehicle electric motors. Any motor that runs on electricity. An isolated electric motor. See also TOOLS-POWER.","cepillo de dientes, maquinilla de afeitar eléctrica, motor eléctrico, triturador de basura, taladro de dentista"],
["MOTORES","MISCELÁNEA","MOTRMisc","MOTR","Motor sounds not fitting another category in this list.","varios"],
["MOTORES","SERVO","MOTRSrvo","MOTR","Specifically servo motors, from robot, to radio controlled servos. Clean isolated servos.","robot, coche rc, foco de cámara, antena de coche, impresora"],
["MOTORES","TURBINA","MOTRTurb","MOTR","Turbines, water or air. That classic 'whine' power up and down are usually turbines. A jet engine is a turbine.","molino de viento, avión, aeronave, generador"],
["MOVIMIENTO","GENTE NORMAL","MOVEActv","MOVE","Crowds moving but also performing activities, cleaning, moving boxes. Clean recordings with no vocals. See MOVEMENT-HUMAN for Single activity.","actividad, mudanza, limpieza, compra, desembalaje"],
["MOVIMIENTO","ANIMAL","MOVEAnml","MOVE","Group animal movement, individual feet go to FOOTSTEPS-ANIMAL or FOOTSTEPS-HORSE. But think herds of grazing animals, stampedes.","estampida, rebaño, carga, pisotear, revolver"],
["MOVIMIENTO","CRIATURAS","MOVECrea","MOVE","Slithering Dragons, Gooey Zombie Movement.","deslizarse, arrastrarse, deslizarse, retorcerse, retorcerse"],
["MOVIMIENTO","GENTE ACTIVA","MOVECrwd","MOVE","Groups of people milling or walking. Usually mostly just recordings of group footsteps in real locations. No vocals. Compare to MOVEMENT-ACTIVITY.","caminar, correr, marchar, moler, arrastrar los pies, revolver, sentarse, levantarse, tumbarse, deslizarse, saltar, brincar"],
["MOVIMIENTO","HUMANOS","MOVEHmn","MOVE","Movement of single human, aside from footsteps, standing, sitting, shuffe. Some overlap or confusion with FOOTSTEP-HUMAN or MOVEMENT-ACTIVITY.","caminar, correr, marchar, moler, arrastrar los pies, revolver, sentarse, levantarse, mentir, deslizarse, saltar, brincar"],
["MOVIMIENTO","INSECTO","MOVEInsc","MOVE","Group insects, footsteps, movement, swarms, spiders, locusts. Swarms of flying insects here too, bees, flies. Overlap with ANIMALS-INSECT or AMBIENCE-INSECT.","enjambre, colmena, colmena de abejas, deslizarse, gusanos"],
["MOVIMIENTO","MISCELÁNEA","MOVEMisc","MOVE","Movement sounds not fitting another category in this list.","varios"],
["MOVIMIENTO","GENTE TRANQUILA","MOVEPres","MOVE","Very light movement, people in church adjusting, people on church pews. Again, recordings without vocals. Compare to MOVEMENT-ACTIVITY and MOVEMENT-CROWD.","ajustar, barajar, refregar, movimiento ligero, desplazamiento"],
["MÚSICA","CAMPANAS","MUSCBell","MUSC","Specifically musical bells, tuned bells, think Tubular bells or hand bells. See also the BELL category for non-musical uses. BELL-GONG is older and this is a better fit.","campanas tubulares, carillón, gamelán, cuenco tibetano, campana de mano, cencerro, gong, gamelán, agung, gong de cuenco, tam-tam"],
["MÚSICA","METALES","MUSCBrass","MUSC","Brass musical instruments, trumpets, tuba, french horn.","tuba, trompa, trombón, trompeta, violonchelo, euforio, sousafón, fliscorno, corneta, saxofón, cornetín"],
["MÚSICA","CHIME","MUSCChim","MUSC","Wind chimes, bell trees, Tinkerbell type magic chimes.","carillón de viento, campanario, tintineo, centelleo, resplandor"],
["MÚSICA","COROS","MUSCChor","MUSC","Choir pieces, choral, not for 'designed type vocally stuff'.","coro, coral, gospel, iglesia"],
["MÚSICA","EXPERIMENTAL","MUSCExpr","MUSC","Strange or wierdly modified instruments, exotic instruments, prepared instruments like a prepared piano.","theremin, armónica de cristal, pirófono, estilófono, baschet de cristal, cactus electrificado, arpa de viento eólica"],
["MÚSICA","INSTRUMENTO","MUSCInst","MUSC","Various instruments that don't have a home in the other MUSICAL categories.","instrumento"],
["MÚSICA","TONAL","MUSCKeyd","MUSC","Keyed Instruments, such as pianos and harpsichord. For synthesizer though see MUSICAL-SYNTHESIZED.","piano, órgano, clavicordio, acordeón, melódica, celesta, espineta, clavinet, clavicordio, armonio, dulcitone"],
["MÚSICA","LOOP","MUSCLoop","MUSC","For looping musical phrases, sampled loops.","bucles musicales, bucles de muestra, bucles de batería"],
["MÚSICA","MISCELÁNEA","MUSCMisc","MUSC","Music sounds not fitting another category in this list. Hopefully rarely needed.","varios, armónica, kazoo"],
["MÚSICA","PERCUSIÓN","MUSCPerc","MUSC","Drums and percussion, including deep timpani or big war drums. Mainly meant for true membrane instruments, also see MUSICAL-TUNED PERCUSSION","timbales, kettle drum, bombo, toms, tambores de guerra, taiko, bombo, caja"],
["MÚSICA","PERCURSION TONAL","MUSCTnprc","MUSC","Tuned percussion mostly played with mallets, Xylophones, Vibraphones, etc.","glockenspiel, xilófono, vibráfono, metalófono, lira de campana, tambor de acero, marimba"],
["MÚSICA","DIRECTO","MUSCPrfm","MUSC","A musical performance, or warm-up, a live musical act, a street musican, high school band. If a mixed ambience, look to AMBIENCE categories, like PUBLIC PLACE.","banda, músico callejero, concierto en directo, espectáculo, club nocturno "],
["MÚSICA","PULSADA","MUSCPluck","MUSC","Guitars, Banjos, Harps, instruments that are mainly plucked when played. See also MUSICAL-STRINGED.","guitarra, banjo, ukelele, arpa, guitarra acústica, bajo, mandolina, balalaika, sitar, pipa, piano de pulgar, arpa de quijada, cítara, balalaika, autoarpa, kora, laúd, lira, oud, tambura, karimba"],
["MÚSICA","SAMPLE","MUSCSmpl","MUSC","Musical samples. Single triggered samples, not loops, which has its own subcategory here.","samples, raw samples, one-shot"],
["MÚSICA","AGITAR","MUSCShake","MUSC","Shaken musical instruments, rattles, tamourines.","maracas, pandereta, sonajas, palo de lluvia, shekere , agitador de huevos, chajchas, palo de mono, katsa, sistrum, shaker, cabasa"],
["MÚSICA","CANCIÓN Y MELODÍA","MUSCSong","MUSC","Complete musical pieces, songs as ringtones, car music bys. See also MUSICAL-PERFORMANCE which is a better fit for 'live performances'.","música, piano reproductor, tono de llamada, coche musical por, frase"],
["MÚSICA","STINGER","MUSCStngr","MUSC","A short musical phrase or accent, like a horror 'string' sting. A big pitching cello note. But musical in nature.","picadura de música, picadura de noticias, título"],
["MÚSICA","CUERDAS","MUSCStr","MUSC","Bowed string instruments like violin, cello, viola. Harp probably now goes to MUSICAL-PLUCKED.","violín, violonchelo, viola, violonchelo, bajo, contrabajo"],
["MÚSICA","SINTETIZADA","MUSCSynth","MUSC","Synth samples, musical synth performances. Some overlap with MUSICAL-SAMPLE, but this meant for more than simple triggered samples.","sintetizador, moog, casio, roland, arp, sintetizador, oberheim, minimoog, yamaha, korg"],
["MÚSICA","JUGUETE","MUSCToy","MUSC","Toys that play musical phrases, also music boxes would go here.","caja de música, jack in the box"],
["MÚSICA","VIENTO MADERA","MUSCWind","MUSC","Woodwind instruments like flute, oboe, bassoon, clarinet.","flauta, flautín, oboe, fagot, flauta dulce, clarinete, saxofón, clarinete bajo, ney, bansuri, kaval, flauta de pan, xiao, pífano, "],
["DESASTRE NATURAL","AVALANCHA","NATDAval","NATD","Composite big movements of sliding, falling earth, landslides, mudslides. This category often for big hollywood versions of these types of sound.","corrimiento de tierras, corrimiento de lodo"],
["DESASTRE NATURAL","TERREMOTO","NATDQuak","NATD","Composite and complex earthquake rumbles and rattles. This category often for big hollywood versions of these types of sound.","terremoto, estruendo, traqueteo, fisura, lfe"],
["DESASTRE NATURAL","MISCELÁNEA","NATDMisc","NATD","Natural Disaster sounds not fitting another category in this list.","varios"],
["DESASTRE NATURAL","TORNADO","NATDTorn","NATD","Composite tornado sounds, layered and created massive tornadoes. This category often for big hollywood versions of these types of sound.","tornado, vórtice, tromba de agua"],
["DESASTRE NATURAL","TSUNAMI","NATDTsun","NATD","Composite tidal wave or tsunami scenes, layered and created. This category often for big hollywood versions of these types of sound.","maremoto, tsunami"],
["DESASTRE NATURAL","TIFÓN","NATDThyp","NATD","Composite typhoons, cyclones or hurricanes. Massive swirling storms. This category often for big hollywood versions of these types of sound.","tifón, huracán, ciclón, tormenta tropical"],
["DESASTRE NATURAL","VOLCÁN","NATDVolc","NATD","Composite big volcano eruptions. Lava, lava bombs, eruptions. This category often for big hollywood versions of these types of sound. See also GEOTHERMAL-LAVA.","erupción, lava, bombas de lava, erupciones, piroclastos"],
["OBJETOS","MOCHILA BOLSO","OBJBag","OBJ","Bags and purses, shopping bags, lunch bags. Really any bag, except Luggage which would go to OBJECTS-LUGGAGE.","petate, mochila, mochila, bolso, bolso de mano, bandolera, bolsa para cámara fotográfica"],
["OBJETOS","LIBRO","OBJBook","OBJ","Books, magazines, sounds relating to these. Handling particularly. Some overlap or confusion with PAPER-HANDLE.","libro, cubierta, revista, catálogo, libro de texto, diccionario, tomo, volumen, biblia, publicación"],
["OBJETOS","MONEDA","OBJCoin","OBJ","Coins land, toss, drop, handle. Coins being counted, sorted. A bag of coins.","toss, flip, ping, dump, spin, piggy bank, clink, coinage, loose change, change, silver dollar, penny, nickel, dime, quarter"],
["OBJETOS","ENVASE","OBJCont","OBJ","Boxes, tupperware, jewelry boxes, things that hold things, lids, handling, opens and closes.","caja, caja de cartón, contenedor, paquete, joyero, recipiente de plástico, tapa, tupperware, cápsula, panera, bote, caja de herramientas, pastillero"],
["OBJETOS","VESTUARIO","OBJFash","OBJ","Shoes, belts, clothes, actions involding fashion objects. Makeup, lipstick, etc. Some overlap possible with CLOTH categories. See also OBJECTS-JEWELRY. And OBJECTS-BAG.","zapatos, botas, máscara de pestañas, pintalabios, maquillaje, cinturón, faja, pañuelo, zapatos de tacón, delineador de ojos, gafas de sol, gafas, cartera, sombrero, guantes, relojes, chal, calcetines, pañuelo, cinta para el pelo, corbatas, manguitos, tirantes, bata, pañuelo"],
["OBJETOS","MUEBLE","OBJFurn","OBJ","Chairs movement, couch movement, things like that. Wood chair creaks could go in WOOD-FRICTION.","chesterfield, sofá, mecedora, mesa, silla, loveseat, taburete, armario, librería, cama, sofá, arcón"],
["OBJETOS","JARDÍN","OBJGrdn","OBJ","Flower pots, bird feeders, things that you might find and use in a garden. See also TOOLS-GARDEN and MACHINES-GARDEN.","maceta, escultura de jardín, manguera, grifo, regadera, comedero para pájaros, compostador"],
["OBJETOS","GIMNASIO","OBJGym","OBJ","Objects found in a fitness center or school gym, maybe a yoga mat, dumbells. See also MACHINES-GYM.","pesa, mancuerna, barra, colchoneta, banco de pesas, cuerda de saltar, pelota de ejercicios, colchoneta de yoga, banco de pesas, banda de resistencia, pesa rusa, balón de fitness, balón de ejercicios"],
["OBJETOS","DOMESTICO","OBJHsehld","OBJ","Cleaning products, hangers, towel racks, things around the house that don't fit somewhere else.","doméstico, hogar, casa"],
["OBJETOS","JOYERÍA","OBJJewl","OBJ","Bracelets, necklaces, rings.","pulsera, collar, corona, pendiente, anillo, nosering, colgante, alfiler de corbata, gemelos"],
["OBJETOS","LLAVES","OBJKey","OBJ","Keys jingling, keys movement in lock.","llavero, llavero, cordón"],
["OBJETOS","EQUIPAJE","OBJLug","OBJ","Suitcases, luggage related sounds, handling, opening, packing.","maleta, equipaje, bolsa de lona, muletón"],
["OBJETOS","MEDICO","OBJMed","OBJ","Common objects in hospital or medical office.","tensiómetro manual, estetoscopio, guantes de goma, pinza, jeringa, pinza"],
["OBJETOS","MISCELÁNEA","OBJMisc","OBJ","Object sounds not fitting another category in this list.","varios"],
["OBJETOS","OFICINA","OBJOffc","OBJ","Things found in an office, staplers, paper cutter etc. Not machines like a printer which would go in MACHINES-OFFICE.","grapadora, cúter, perforadora, tijeras, bandeja de papel, pisapapeles, carpeta, archivador, informe"],
["OBJETOS","ENVOLTORIO","OBJPack","OBJ","Items commonly used in packaging or packing, so bubblewrap, styrofoam, labels, food packaging.","cartón, espuma de poliestireno, cacahuetes de embalaje, etiquetas, papel de embalaje, plástico de burbujas"],
["OBJETOS","CINTA","OBJTape","OBJ","Tape and other tacky sticky type sounds as well. Velco probably better into CLOTH-RIP as that matches the 'sound' better.","cinta adhesiva, velcro, papel matamoscas, pegamento, cinta de embalar, cinta adhesiva, cinta aislante, cinta adhesiva de doble cara"],
["OBJETOS","PARAGUAS","OBJUmbr","OBJ","Umbrella opens and closes. Not for rain on umbrella, which would go in RAIN-CLOTH.","sacudir, crujir, estallar, golpear"],
["OBJETOS","RUEDAS Y RODAMIENTO","OBJWhled","OBJ","Non-motorized wheeled carts and dollies. Shopping cart, food cart, baggage cart, baby stroller, dolly, wheelchairs.","cochecito de niño, cochecito de bebé, silla de ruedas, carrito, silla de paseo, carrito, camilla"],
["OBJETOS","ESCRITURA","OBJWrite","OBJ","Any writing object or performance of writing on any surface. Pens, pencils, crayons, markers.","bolígrafo, lápiz, rotulador, tiza, lápiz de color, pizarra de borrado en seco, rotulador, firma"],
["OBJETOS","MECHERO","OBJZipr","OBJ","Pant zippers, bag zippers, luggage zippers.","cremallera, pantalón, chaqueta, tienda, bolsa"],
["PAPEL","AGITAR","PAPRFltr","PAPR","Paper and Cardboard. Tossing a group of pages or a book in the air, money flutters as it falls to the ground. Confetti.","aletear, aletear, caer, confeti, cartón, papel"],
["PAPEL","FRICCIÓN","PAPRFric","PAPR","Paper and Cardboard. Sliding paper or scraping paper.","deslizar, raspar, cartón, papel"],
["PAPEL","MANIPULAR","PAPRHndl","PAPR","Paper and Cardboard. Page turns, magazine handling. Books dropping. Handling paper money. Some overlap or confusion with OBJECTS-BOOK.","pasar, página, hojear, hojear, hojear, cartón, papel"],
["PAPEL","IMPACTO","PAPRImpt","PAPR","Paper and Cardboard. Heavy paper hits, a rolled up newspaper thwack, a magazine hitting something.","papel golpear, abofetear, bofetada, periódico, revista, cartón, papel"],
["PAPEL","MISCELÁNEA","PAPRMisc","PAPR","Paper and Cardboard. Paper sounds not fitting another category in this list.","varios"],
["PAPEL","RASGAR","PAPRRip","PAPR","Paper and Cardboard. Ripping paper, paper tears.","desgarrar, rasgar, triturar, cartón, papel"],
["PAPEL","TONAL","PAPRTonl","PAPR","Paper and Cardboard. Not very common, but tonal paper sounds.","tonal, cantar, sonar, papel, cartón"],
["PLÁSTICO","ROMPER","PLASBrk","PLAS","Plastic breaking, crunches, rips, shatters.","romper, agrietar, rasgar, destrozar, crujir"],
["PLÁSTICO","CHOQUE Y ESCOMBROS","PLASCrsh","PLAS","Plastic crashing, groups items falling, group destruction, plastic debris.","caída, choque, escombros"],
["PLÁSTICO","FRICCIÓN","PLASFric","PLAS","Plastic friction, such as scrapes, creaks, squeaks, screeching.","tensión, raspar, crujir, chirriar, chirriar"],
["PLÁSTICO","MANIPULAR","PLASHndl","PLAS","Plastic handling, handling a toy or remote control. Some overlap with PLASTIC-MOVEMENT possible.","manejar, agarrar, poner, recoger, dejar, lanzar, coger"],
["PLÁSTICO","IMPACTO","PLASImpt","PLAS","Plastic item impact. Hit, drop, big plastic impacts where item does not break. Dropping a plastic object.","golpear, dejar caer, impactar"],
["PLÁSTICO","MISCELÁNEA","PLASMisc","PLAS","Plastic sounds not fitting another category in this list.","varios"],
["PLÁSTICO","MOVIMIENTO","PLASMvmt","PLAS","Plastic movement, dragging plastic or drag on plastic, rattles, shakes. See also PLASTIC-HANDLE.","arrastrar, rodar, traquetear, sacudir"],
["PLÁSTICO","TONAL","PLASTonl","PLAS","Plastic tonal sounds, with a musical quality. Probably pretty rare.","tonal, cantar, sonar"],
["LLUVIA","ROPA","RAINClth","RAIN","Rain on cloth, like a person's clothes, or more likely a patio umbrella, awning.","lluvia, tela, chaqueta, paraguas, algodón"],
["LLUVIA","SUELO","RAINConc","RAIN","Rain on asphalt or concrete or patio tile. Rain on a hard slappy solid surface.","lluvia, cemento, pavimento, asfalto"],
["LLUVIA","GENERAL","RAIN","RAIN","General downpour, rain on mixed materials.","lluvia, aguacero, chaparrón"],
["LLUVIA","CRISTAL","RAINGlas","RAIN","Rain on a glass roof like a sunroof, or rain blown against a window as well.","lluvia, cristal, claraboya, ventana, techo solar, invernadero"],
["LLUVIA","INTERIOR","RAINInt","RAIN","Interior recordings of Rain, from inside house or barn, or vehicle.","lluvia, tormenta, lluvia interior, lluvia en el parabrisas, lluvia en el techo"],
["LLUVIA","METALES","RAINMetl","RAIN","Rain on a metal surface, so exterior rain on a car, or metal sheet, metal roof.","lluvia, metal, coche, lata, hojalata, tejado"],
["LLUVIA","PLÁSTICO","RAINPlas","RAIN","Rain on plastic or vinyl surfaces, like a grill cover, or a plastic shed.","lluvia, plástico, vinilo, plexiglás"],
["LLUVIA","VEGETACIÓN","RAINVege","RAIN","Rain on plants, leaves and grass. Jungle or tropical rain on plant leaves.","lluvia sobre una superficie metálica, por lo que la lluvia sobre un coche, o chapa, etc."],
["LLUVIA","AGUA","RAINWatr","RAIN","Rain on water, puddles, lakes, ponds.","lluvia, charco, lago, estanque"],
["LLUVIA","MADERA","RAINWood","RAIN","Rain on wood surfaces, so a deck for example.","lluvia, madera, cubierta, tejado, cobertizo, suelo"],
["ROBOTS","MISCELÁNEA","ROBTMisc","ROBT","Robot sounds not fitting another category in this list.","autómata, droide, bot"],
["ROBOTS","MOVIMIENTOS","ROBTMvmt","ROBT","Complex robot movement, servos, possible robot hovering and flying. See also MOTORS-SERVO.","servo, solenoide, mecanismo, neumático, hidráulico, droide, bot"],
["ROBOTS","VOCALIZACIÓN","ROBTVox","ROBT","Droid and robot vocals, R2D2 would go here. Any manner of vocalizing robot. More expressive than a beep/UI.","droide, chirrido, pitido, silbido, bot"],
["ROCAS","ROMPER","ROCKBrk","ROCK","Rock cracks, breaks, rips or shatters. More isolated and singular cracks and breaks.","Roturas, grietas, desgarros, destrozos, crujidos"],
["ROCAS","CHOQUE Y ESCOMBROS","ROCKCrsh","ROCK","Rock crashes and debris, so a huge rock crash, collapse. Or isolated debris. See also NATURAL DISASTER-AVALANCHE.","Caída, Escombros"],
["ROCAS","FRICCIÓN","ROCKFric","ROCK","Rock creaks, scrapes... the stress of rock about to break.","Tensión, rasguños, crujidos, chirridos, chirridos"],
["ROCAS","MANIPULAR","ROCKHndl","ROCK","Rock handing, picking up or digging through rocks, bricks. Some overlap with ROCKS-MOVEMENT possible.","Manipular, agarrar, colocar, recoger, depositar, lanzar, atrapar"],
["ROCAS","IMPACTO","ROCKImpt","ROCK","Rock falling, dropping without breaking, or something hit with a rock, a big rock impact.","Golpear, dejar caer, impactar, chocar, hacer ruido, tintinear, picar"],
["ROCAS","MISCELÁNEA","ROCKMisc","ROCK","Rock sounds not fitting another category in this list.","varios"],
["ROCAS","MOVIMIENTO","ROCKMvmt","ROCK","Rock dragging, or dragging across a rock surface, rocks shaking or rattling. See also ROCKS-HANDLE.","Arrastrar, rodar, traquetear, sacudir"],
["ROCAS","TONAL","ROCKTonl","ROCK","Tonal rocks, probably pretty rare. Singing rocks.","Arquear, Anillo, Wronk, Shing, Deformar"],
["CUERDA","CRUJIR","ROPECreak","ROPE","Rope stretches and creaks, people hanging from nooses.. Ship rope creaks. Tension of rope stretches.","estirar, tensar, tirar"],
["CUERDA","MANOSEO","ROPEHndl","ROPE","Rope handling, tying knots, rigging up a ship sail. Possible overlap with ROPE-MOVEMENT.","manejar, agarrar, colocar, recoger, colocar, lanzar, atrapar"],
["CUERDA","IMPACTO","ROPEImpt","ROPE","Rope impacts, tossing ropes to ground, ropes banging violently in the wind. Possible overlap with ROPE-MOVEMENT.","golpear, dejar caer, impactar"],
["CUERDA","MISCELÁNEA","ROPEMisc","ROPE","Rope sounds not fitting another category in this list.","varios"],
["CUERDA","MOVIMIENTO","ROPEMvmt","ROPE","Ropes zuzzing, moving across objects, zipline. See also ROPE-HANDLE.","zuzz, tirolesa, cremallera, nudo, corbata"],
["GOMA","CHOQUE Y ESCOMBROS","RUBRCrsh","RUBR","Rubber items crashing, or rubber debris landing.","escombros, esparcir, plop"],
["GOMA","FRICCIÓN","RUBRFric","RUBR","Rubber squeaks, balloon squeaks, a rubber shoe squeak.","chirriar, crujir, arrastrar, frotar, raspar, gemir"],
["GOMA","MANIPULAR","RUBRHndl","RUBR","Rubber handling, rubber objects being manipulated or handled. Some overlap with RUBBER-MOVEMENT","manejar, agarrar, colocar, recoger, dejar, lanzar, atrapar"],
["GOMA","IMPACTO","RUBRImpt","RUBR","Rubber impacts, drops, bounces. Hitting a balloon or rubber ball.","bofetada, impacto, golpe, rebote, caída"],
["GOMA","MISCELÁNEA","RUBRMisc","RUBR","Rubber sounds not fitting another category in this list.","varios"],
["GOMA","MOVIMIENTO","RUBRMvmt","RUBR","Rubber movement, dragging rubber or drag on rubber. Rubber flapping. See also RUBBER-HANDLE.","movimiento, arrastre, aleteo, flop"],
["GOMA","TONAL","RUBRTonl","RUBR","Rubber movement with a tonal quality, a musical quality.","tonal, goma, canto"],
["CIENCIA FICCIÓN","ALARMA","SCIAlrm","SCI","Overly futuristic alarms, the kind you're hear on a spaceship","ciencia ficción alarma, alerta, aviso"],
["CIENCIA FICCIÓN","ORDENADOR","SCICmpt","SCI","Use Sci-Fi for overtly 'science fiction' type computer sounds, a very futuristic computer. Some overlap with USER INTERFACE.","ordenador, consola, interfaz, holopantalla"],
["CIENCIA FICCIÓN","PUERTA","SCIDoor","SCI","That Star-Trek type door. Spaceship doors.","ciencia ficción puerta, esclusa"],
["CIENCIA FICCIÓN","ENERGÍA","SCIEnrg","SCI","Energy particles, vortexes, transporters, holograms, force fields.","partícula, vórtice, transportador, holograma, campo de fuerza"],
["CIENCIA FICCIÓN","IMPACTO","SCIImpt","SCI","A bolt of SciFi energy, a hi-tech energy impact, more futuristic than just an explosion. Overlap with DESIGNED-IMPACT.","golpe de energía, onda de energía, campo de fuerza"],
["CIENCIA FICCIÓN","MAQUINA","SCIMach","SCI","Future technology machines, transporters, food replicators.","teletransportador, replicadores de alimentos, holocubierta"],
["CIENCIA FICCIÓN","MECANISMO","SCIMech","SCI","An overly sci-fi sounding gizmo or mechanism. Little unfolding robot or something like that. Similar to MACHINE-MECHANISM but more SciFi.","tricorder, aparato de ciencia ficción, artilugio"],
["CIENCIA FICCIÓN","MISCELÁNEA","SCIMisc","SCI","SCI-FI sounds not fitting another category in this list.","varios"],
["CIENCIA FICCIÓN","RETRO","SCIRetro","SCI","Cheesy sci-fi sounds, like from The Jetsons, The Day the Earth Stood Still. Old TV or film sci-fi sounds.","ciencia ficción antigua"],
["CIENCIA FICCIÓN","NAVE ESPACIAL","SCIShip","SCI","Spaceships here, your best Enterprise and Tie Fighter rip-offs! See also SCIFI-VEHICLE for non-spaceships.","nave espacial, ovni, nave nodriza, crucero de batalla, nave estelar"],
["CIENCIA FICCIÓN","VEHÍCULO","SCIVeh","SCI","Various sci-fi vehicles, like a moon rover, landspeeder, speeder bike, hoverboard, podracer. See also SCIFI-SPACESHIP.","vehículo lunar, landspeeder, moto de agua, hoverboard, podracer"],
["CIENCIA FICCIÓN","ARMA","SCIWeap","SCI","Lightsabers, exotic sci-fi weapons. Not a 'blaster' which would go in LASERS-GUN.","sable láser, arma exótica"],
["NIEVE","CHOQUE Y ESCOMBROS","SNOWCrsh","SNOW","Snow big crashes, a big fall of snow, a roof full of snow collapsing. See also NATURAL DISASTER-AVALANCE for the extreme version of this.","bola de nieve, choque de nieve"],
